Name:		mgval_0.30_2A
Optimal value:	233
#Vehicles:	2
Capacity:	180
Depot Node:	1
#Nodes:		24
#Edges:		16
#Arcs:		28
#Required N:	12
#Required E:	11
#Required A:	19

ReN.	DEMAND	S. COST
N2	7	7
N3	6	6
N5	20	20
N7	2	2
N9	12	12
N10	7	7
N12	7	7
N16	5	5
N17	10	10
N19	14	14
N20	18	18
N23	17	17

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E6	3	9	4	11	11
E7	1	2	4	6	6
E8	13	14	1	4	4
E9	10	11	11	13	13
E10	19	22	5	8	8
E11	15	16	6	8	8
E12	22	23	9	13	13
E13	12	13	5	6	6
E14	13	17	1	6	6
E15	8	14	3	7	7
E16	15	21	3	4	4

EDGE	FROM N.	TO N.	T. COST
NrE1	2	4	2
NrE2	5	10	8
NrE3	3	4	3
NrE4	17	18	7
NrE5	9	10	8

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	21	24	8	4	4
A11	6	12	9	6	6
A12	8	7	2	3	3
A13	15	11	3	6	6
A14	3	1	5	4	4
A15	17	16	3	5	5
A16	11	5	5	4	4
A17	12	6	9	6	6
A18	19	9	9	15	15
A19	16	17	3	4	4
A20	5	11	5	4	4
A21	1	3	5	4	4
A22	20	23	4	3	3
A23	23	20	4	4	4
A24	4	5	8	4	4
A25	24	21	8	5	5
A26	7	6	5	9	9
A27	18	14	2	5	5
A28	12	16	8	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	7	8	2
NrA2	19	20	9
NrA3	20	10	4
NrA4	23	24	12
NrA5	20	21	5
NrA6	10	20	4
NrA7	5	4	8
NrA8	12	11	4
NrA9	16	12	8
