Name:		mgval_0.25_6C
Optimal value:	-1
#Vehicles:	10
Capacity:	50
Depot Node:	1
#Nodes:		31
#Edges:		23
#Arcs:		45
#Required N:	16
#Required E:	17
#Required A:	33

ReN.	DEMAND	S. COST
N2	7	7
N3	5	5
N4	1	1
N5	9	9
N6	9	9
N8	14	14
N10	2	2
N11	6	6
N12	5	5
N15	8	8
N17	5	5
N18	6	6
N19	9	9
N21	4	4
N23	13	13
N28	4	4

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E7	4	13	3	8	8
E8	23	24	3	10	10
E9	1	7	10	13	13
E10	3	4	5	12	12
E11	26	27	1	3	3
E12	29	31	2	5	5
E13	10	11	4	10	10
E14	19	21	3	8	8
E15	8	9	7	12	12
E16	2	8	6	14	14
E17	24	27	2	5	5
E18	27	29	2	8	8
E19	20	22	5	11	11
E20	9	13	6	9	9
E21	1	31	3	4	4
E22	13	19	6	14	14
E23	21	22	4	14	14

EDGE	FROM N.	TO N.	T. COST
NrE1	8	12	8
NrE2	3	9	2
NrE3	28	31	3
NrE4	15	16	3
NrE5	6	31	3
NrE6	23	25	3

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A13	2	1	2	3	3
A14	14	10	1	2	2
A15	10	16	2	8	8
A16	1	2	2	2	2
A17	11	12	5	4	4
A18	19	20	4	12	12
A19	5	31	1	2	2
A20	17	11	4	10	10
A21	19	18	5	5	5
A22	1	30	4	6	6
A23	18	19	5	4	4
A24	13	12	4	4	4
A25	7	8	3	14	14
A26	12	13	4	3	3
A27	31	5	1	2	2
A28	9	4	9	2	2
A29	18	21	3	3	3
A30	28	26	5	7	7
A31	25	28	5	12	12
A32	10	5	4	5	5
A33	3	2	1	7	7
A34	6	5	3	4	4
A35	6	11	2	6	6
A36	14	15	5	3	3
A37	30	29	7	5	5
A38	26	28	5	6	6
A39	29	30	7	5	5
A40	30	1	4	6	6
A41	12	18	5	6	6
A42	29	28	3	9	9
A43	16	17	2	4	4
A44	15	14	5	4	4
A45	7	6	3	9	9

ARC	FROM N.	TO N.	T. COST
NrA1	2	3	1
NrA2	11	6	2
NrA3	21	18	3
NrA4	18	12	5
NrA5	19	22	2
NrA6	17	16	2
NrA7	10	14	1
NrA8	4	9	9
NrA9	12	11	5
NrA10	5	10	4
NrA11	5	6	3
NrA12	23	26	2
