Name:		mggdb_0.30_21
Optimal value:	-1
#Vehicles:	6
Capacity:	27
Depot Node:	1
#Nodes:		11
#Edges:		8
#Arcs:		50
#Required N:	6
#Required E:	5
#Required A:	17

ReN.	DEMAND	S. COST
N2	19	19
N3	11	11
N6	6	6
N7	11	11
N8	5	5
N9	6	6

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	1	10	2	4	4
E5	5	7	4	4	4
E6	1	5	8	2	2
E7	3	11	6	7	7
E8	4	9	8	6	6

EDGE	FROM N.	TO N.	T. COST
NrE1	1	8	2
NrE2	6	7	8
NrE3	2	8	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A9	6	9	4	4	4
A10	8	10	1	2	2
A11	9	10	7	9	9
A12	6	11	3	1	1
A13	3	10	3	1	1
A14	6	10	7	7	7
A15	2	9	6	1	1
A16	4	7	8	1	1
A17	7	8	3	5	5
A18	1	2	1	6	6
A19	2	4	2	8	8
A20	2	6	4	3	3
A21	1	6	6	4	4
A22	1	3	7	3	3
A23	4	8	9	9	9
A24	1	11	1	8	8
A25	7	9	6	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	3	6	9
NrA2	3	5	6
NrA3	1	7	3
NrA4	7	11	2
NrA5	7	10	3
NrA6	2	5	4
NrA7	1	9	4
NrA8	2	3	1
NrA26	6	3	9
NrA27	5	3	6
NrA28	7	1	3
NrA29	11	7	2
NrA30	10	7	3
NrA31	5	2	4
NrA32	9	1	4
NrA33	3	2	1
NrA34	9	6	4
NrA35	10	8	1
NrA36	10	9	7
NrA37	11	6	3
NrA38	10	3	3
NrA39	10	6	7
NrA40	9	2	6
NrA41	7	4	8
NrA42	8	7	3
NrA43	2	1	1
NrA44	4	2	2
NrA45	6	2	4
NrA46	6	1	6
NrA47	3	1	7
NrA48	8	4	9
NrA49	11	1	1
NrA50	9	7	6
