Name:		mgval_0.30_5B
Optimal value:	-1
#Vehicles:	4
Capacity:	165
Depot Node:	1
#Nodes:		34
#Edges:		35
#Arcs:		56
#Required N:	20
#Required E:	24
#Required A:	39

ReN.	DEMAND	S. COST
N2	6	6
N3	11	11
N4	6	6
N7	9	9
N8	4	4
N9	4	4
N10	7	7
N11	10	10
N12	11	11
N13	12	12
N14	7	7
N17	17	17
N18	7	7
N20	7	7
N21	11	11
N23	13	13
N25	12	12
N29	7	7
N30	8	8
N31	6	6

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E12	15	21	4	12	12
E13	7	13	5	6	6
E14	5	11	4	6	6
E15	6	18	9	18	18
E16	24	34	10	16	16
E17	1	2	10	11	11
E18	28	33	3	8	8
E19	28	34	2	9	9
E20	6	12	7	11	11
E21	25	30	5	11	11
E22	2	3	5	6	6
E23	18	19	7	14	14
E24	19	25	5	6	6
E25	15	16	5	9	9
E26	33	34	1	4	4
E27	32	33	5	10	10
E28	3	4	3	7	7
E29	23	24	5	7	7
E30	4	5	9	12	12
E31	4	11	10	15	15
E32	9	15	5	8	8
E33	22	28	4	8	8
E34	22	23	1	2	2
E35	19	20	6	12	12

EDGE	FROM N.	TO N.	T. COST
NrE1	4	10	4
NrE2	30	31	6
NrE3	20	26	3
NrE4	29	30	4
NrE5	12	13	2
NrE6	1	7	8
NrE7	17	24	9
NrE8	10	16	2
NrE9	23	28	5
NrE10	3	10	2
NrE11	13	19	6

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A18	29	18	9	8	8
A19	28	27	10	7	7
A20	2	13	9	8	8
A21	16	23	9	8	8
A22	9	10	3	3	3
A23	7	6	9	6	6
A24	21	22	5	4	4
A25	6	7	9	6	6
A26	8	14	2	2	2
A27	29	25	7	5	5
A28	1	6	2	2	2
A29	16	17	5	4	4
A30	8	2	8	7	7
A31	20	21	2	1	1
A32	27	26	4	5	5
A33	26	31	9	6	6
A34	14	20	3	5	5
A35	26	25	9	8	8
A36	10	11	8	6	6
A37	22	15	9	8	8
A38	12	18	5	5	5
A39	21	20	2	2	2
A40	10	9	3	4	4
A41	17	11	7	5	5
A42	31	32	3	3	3
A43	20	14	3	5	5
A44	13	2	9	8	8
A45	9	3	6	4	4
A46	27	28	10	6	6
A47	27	32	5	6	6
A48	15	14	1	6	6
A49	32	31	3	4	4
A50	15	22	9	7	7
A51	24	11	15	10	10
A52	6	1	2	3	3
A53	22	21	5	4	4
A54	11	24	15	9	9
A55	18	12	5	6	6
A56	19	12	4	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	18	29	9
NrA2	9	8	7
NrA3	12	19	4
NrA4	14	13	4
NrA5	17	16	5
NrA6	23	16	9
NrA7	14	8	2
NrA8	3	9	6
NrA9	8	9	7
NrA10	11	10	8
NrA11	13	14	4
NrA12	11	17	7
NrA13	31	26	9
NrA14	25	26	9
NrA15	2	8	8
NrA16	25	29	7
NrA17	21	27	7
