Name:		mgval_0.30_4C
Optimal value:	-1
#Vehicles:	5
Capacity:	130
Depot Node:	1
#Nodes:		41
#Edges:		21
#Arcs:		82
#Required N:	27
#Required E:	14
#Required A:	57

ReN.	DEMAND	S. COST
N2	2	2
N3	7	7
N4	8	8
N6	13	13
N7	18	18
N10	4	4
N13	7	7
N14	8	8
N16	6	6
N17	11	11
N18	14	14
N20	5	5
N22	12	12
N23	4	4
N24	6	6
N25	4	4
N26	11	11
N27	8	8
N29	8	8
N31	3	3
N32	7	7
N33	5	5
N34	9	9
N35	4	4
N36	17	17
N37	12	12
N40	4	4

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E8	16	17	9	15	15
E9	23	24	3	4	4
E10	4	5	1	2	2
E11	21	22	4	9	9
E12	38	39	9	10	10
E13	20	27	5	8	8
E14	30	31	12	19	19
E15	37	41	5	9	9
E16	27	28	7	13	13
E17	35	39	10	14	14
E18	2	8	10	20	20
E19	5	11	4	8	8
E20	25	31	7	11	11
E21	21	27	1	3	3

EDGE	FROM N.	TO N.	T. COST
NrE1	17	18	4
NrE2	40	41	4
NrE3	26	27	7
NrE4	2	3	1
NrE5	27	32	3
NrE6	22	28	5
NrE7	18	22	6

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A26	11	12	5	4	4
A27	30	24	8	6	6
A28	19	20	3	2	2
A29	20	17	2	2	2
A30	10	15	1	1	1
A31	33	37	2	2	2
A32	36	40	4	7	7
A33	14	24	4	6	6
A34	6	12	3	4	4
A35	2	1	1	1	1
A36	4	10	3	3	3
A37	9	10	3	3	3
A38	23	29	5	7	7
A39	19	16	1	1	1
A40	39	36	3	5	5
A41	11	16	6	6	6
A42	23	13	7	7	7
A43	12	11	5	5	5
A44	1	2	1	1	1
A45	7	13	7	7	7
A46	14	23	3	3	3
A47	31	32	5	4	4
A48	12	6	3	4	4
A49	25	15	9	19	19
A50	14	15	3	4	4
A51	8	9	2	3	3
A52	35	36	8	6	6
A53	37	33	2	2	2
A54	26	25	6	5	5
A55	16	11	6	6	6
A56	39	40	2	3	3
A57	15	10	1	2	2
A58	34	38	7	6	6
A59	15	14	3	4	4
A60	29	23	5	7	7
A61	13	23	7	7	7
A62	26	32	7	6	6
A63	13	14	8	8	8
A64	16	19	1	1	1
A65	24	25	4	3	3
A66	38	34	7	6	6
A67	10	11	4	3	3
A68	9	3	1	1	1
A69	34	35	2	4	4
A70	32	36	10	6	6
A71	17	20	2	2	2
A72	32	31	5	5	5
A73	25	26	6	4	4
A74	21	20	5	5	5
A75	11	10	4	4	4
A76	19	26	8	10	10
A77	24	14	4	7	7
A78	9	14	5	10	10
A79	30	29	3	6	6
A80	10	9	3	3	3
A81	20	19	3	2	2
A82	27	33	5	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	24	30	8
NrA2	6	5	6
NrA3	20	21	5
NrA4	3	4	7
NrA5	36	39	3
NrA6	37	36	8
NrA7	35	31	4
NrA8	4	3	7
NrA9	25	24	4
NrA10	10	4	3
NrA11	32	26	7
NrA12	7	8	2
NrA13	13	7	7
NrA14	14	13	8
NrA15	34	29	14
NrA16	36	32	10
NrA17	36	35	8
NrA18	1	7	5
NrA19	7	1	5
NrA20	23	14	3
NrA21	17	11	2
NrA22	29	34	14
NrA23	33	27	5
NrA24	16	15	3
NrA25	31	35	4
