Name:		mgval_0.45_10B
Optimal value:	-1
#Vehicles:	4
Capacity:	190
Depot Node:	1
#Nodes:		50
#Edges:		33
#Arcs:		101
#Required N:	35
#Required E:	18
#Required A:	55

ReN.	DEMAND	S. COST
N2	8	8
N4	3	3
N5	6	6
N6	24	24
N7	6	6
N9	17	17
N10	5	5
N11	7	7
N12	4	4
N13	3	3
N14	3	3
N15	10	10
N16	8	8
N18	16	16
N19	4	4
N20	12	12
N21	11	11
N22	9	9
N23	10	10
N26	10	10
N29	3	3
N30	3	3
N32	13	13
N33	20	20
N34	18	18
N35	6	6
N36	3	3
N38	8	8
N39	4	4
N40	2	2
N41	15	15
N43	14	14
N44	7	7
N49	10	10
N50	4	4

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E16	35	41	3	4	4
E17	1	2	10	13	13
E18	32	38	5	9	9
E19	7	8	2	6	6
E20	1	6	2	7	7
E21	38	45	7	9	9
E22	25	28	3	6	6
E23	16	24	3	7	7
E24	17	25	7	8	8
E25	33	39	3	8	8
E26	34	35	2	5	5
E27	8	9	3	5	5
E28	27	36	8	12	12
E29	12	20	2	7	7
E30	46	47	4	7	7
E31	47	48	3	6	6
E32	8	14	3	7	7
E33	44	50	5	7	7

EDGE	FROM N.	TO N.	T. COST
NrE1	6	7	5
NrE2	38	43	3
NrE3	9	16	5
NrE4	44	49	4
NrE5	43	45	1
NrE6	23	31	3
NrE7	33	40	3
NrE8	33	46	6
NrE9	41	48	1
NrE10	41	42	4
NrE11	32	37	3
NrE12	35	36	3
NrE13	43	50	6
NrE14	41	49	2
NrE15	16	17	7

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A47	9	3	5	3	3
A48	32	31	3	5	5
A49	27	21	4	7	7
A50	35	27	6	5	5
A51	10	4	3	3	3
A52	18	19	1	2	2
A53	22	23	2	6	6
A54	5	11	3	4	4
A55	20	30	9	12	12
A56	27	30	3	3	3
A57	28	38	6	10	10
A58	22	14	5	5	5
A59	24	32	5	5	5
A60	42	43	4	4	4
A61	24	23	6	8	8
A62	15	14	1	3	3
A63	26	19	1	6	6
A64	43	42	4	5	5
A65	33	29	6	8	8
A66	12	11	3	3	3
A67	11	19	1	8	8
A68	15	16	2	3	3
A69	13	12	1	2	2
A70	19	18	1	2	2
A71	31	22	6	5	5
A72	49	50	10	12	12
A73	42	44	1	1	1
A74	18	26	2	4	4
A75	14	15	1	2	2
A76	3	9	5	3	3
A77	31	27	7	6	6
A78	29	26	2	2	2
A79	47	40	2	2	2
A80	14	22	5	4	4
A81	32	28	1	2	2
A82	36	37	2	4	4
A83	13	6	3	4	4
A84	37	31	2	6	6
A85	38	37	7	9	9
A86	24	25	2	7	7
A87	37	43	2	3	3
A88	12	13	1	2	2
A89	27	35	6	4	4
A90	28	32	1	2	2
A91	1	5	7	8	8
A92	7	2	1	4	4
A93	16	15	2	4	4
A94	3	2	6	5	5
A95	40	47	2	1	1
A96	4	3	6	9	9
A97	17	10	7	11	11
A98	42	36	2	3	3
A99	45	50	3	3	3
A100	26	34	5	5	5
A101	27	31	7	6	6

ARC	FROM N.	TO N.	T. COST
NrA1	19	20	3
NrA2	34	26	5
NrA3	20	19	3
NrA4	15	9	2
NrA5	5	18	9
NrA6	15	23	1
NrA7	10	9	8
NrA8	4	10	3
NrA9	26	30	1
NrA10	29	39	5
NrA11	18	29	5
NrA12	11	12	3
NrA13	2	3	6
NrA14	6	5	9
NrA15	9	10	8
NrA16	40	41	3
NrA17	41	40	3
NrA18	36	42	2
NrA19	14	13	2
NrA20	20	21	4
NrA21	6	12	2
NrA22	50	45	3
NrA23	44	42	1
NrA24	12	6	2
NrA25	7	13	4
NrA26	30	27	3
NrA27	21	13	3
NrA28	43	37	2
NrA29	33	34	4
NrA30	22	21	5
NrA31	13	14	2
NrA32	32	24	5
NrA33	21	22	5
NrA34	34	33	4
NrA35	49	48	7
NrA36	34	40	1
NrA37	26	18	2
NrA38	26	29	2
NrA39	39	29	5
NrA40	9	15	2
NrA41	6	13	3
NrA42	34	30	1
NrA43	18	5	9
NrA44	11	5	3
NrA45	22	31	6
NrA46	2	7	1
