Name:		mgval_0.45_10D
Optimal value:	-1
#Vehicles:	10
Capacity:	75
Depot Node:	1
#Nodes:		50
#Edges:		42
#Arcs:		87
#Required N:	35
#Required E:	23
#Required A:	47

ReN.	DEMAND	S. COST
N5	12	12
N6	10	10
N8	5	5
N9	7	7
N10	5	5
N13	17	17
N14	9	9
N15	7	7
N16	8	8
N17	6	6
N19	9	9
N22	4	4
N23	4	4
N24	18	18
N25	6	6
N26	5	5
N27	15	15
N28	4	4
N31	7	7
N32	19	19
N33	25	25
N35	6	6
N36	3	3
N37	4	4
N38	8	8
N39	7	7
N40	5	5
N42	4	4
N43	14	14
N44	9	9
N45	5	5
N46	3	3
N47	10	10
N48	7	7
N49	19	19

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E20	27	36	8	12	12
E21	34	40	1	5	5
E22	21	27	4	7	7
E23	44	49	4	5	5
E24	12	20	2	7	7
E25	2	3	6	10	10
E26	29	33	6	8	8
E27	20	21	4	7	7
E28	26	34	5	10	10
E29	15	23	1	6	6
E30	33	34	4	6	6
E31	8	14	3	7	7
E32	11	19	1	8	8
E33	27	31	7	12	12
E34	5	6	9	10	10
E35	9	15	2	8	8
E36	9	10	8	9	9
E37	17	25	7	8	8
E38	3	4	6	9	9
E39	3	9	5	6	6
E40	18	19	1	4	4
E41	2	7	1	7	7
E42	14	15	1	5	5

EDGE	FROM N.	TO N.	T. COST
NrE1	1	5	7
NrE2	16	17	7
NrE3	44	50	5
NrE4	24	25	2
NrE5	38	43	3
NrE6	27	35	6
NrE7	27	30	3
NrE8	25	28	3
NrE9	33	46	6
NrE10	13	21	3
NrE11	14	22	5
NrE12	35	36	3
NrE13	32	37	3
NrE14	13	14	2
NrE15	19	20	3
NrE16	47	48	3
NrE17	15	16	2
NrE18	40	41	3
NrE19	33	40	3

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A41	26	18	2	5	5
A42	35	41	3	4	4
A43	16	24	3	7	7
A44	37	38	7	9	9
A45	22	21	5	5	5
A46	6	1	2	4	4
A47	12	11	3	3	3
A48	43	37	2	4	4
A49	45	50	3	3	3
A50	50	43	6	3	3
A51	28	38	6	5	5
A52	34	30	1	3	3
A53	42	41	4	6	6
A54	6	13	3	4	4
A55	23	22	2	6	6
A56	5	18	9	12	12
A57	18	26	2	4	4
A58	21	22	5	5	5
A59	41	49	2	2	2
A60	38	45	7	4	4
A61	30	26	1	2	2
A62	41	48	1	1	1
A63	38	28	6	5	5
A64	31	37	2	6	6
A65	7	13	4	3	3
A66	45	43	1	2	2
A67	35	34	2	5	5
A68	11	5	3	5	5
A69	30	34	1	2	2
A70	16	9	5	5	5
A71	31	23	3	5	5
A72	20	30	9	12	12
A73	7	8	2	3	3
A74	24	23	6	4	4
A75	47	40	2	2	2
A76	23	31	3	5	5
A77	37	43	2	3	3
A78	11	12	3	2	2
A79	2	1	10	13	13
A80	19	26	1	6	6
A81	12	13	1	2	2
A82	18	29	5	10	10
A83	7	6	5	4	4
A84	13	6	3	4	4
A85	4	10	3	6	6
A86	6	7	5	3	3
A87	50	45	3	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	17	10	7
NrA2	47	46	4
NrA3	1	6	2
NrA4	39	29	5
NrA5	45	38	7
NrA6	48	41	1
NrA7	48	49	7
NrA8	10	17	7
NrA9	32	31	3
NrA10	24	32	5
NrA11	13	7	4
NrA12	31	32	3
NrA13	23	24	6
NrA14	22	31	6
NrA15	8	7	2
NrA16	49	41	2
NrA17	43	45	1
NrA18	26	30	1
NrA19	37	36	2
NrA20	42	36	2
NrA21	32	38	5
NrA22	9	8	3
NrA23	44	42	1
NrA24	13	12	1
NrA25	28	32	1
NrA26	26	29	2
NrA27	40	47	2
NrA28	9	16	5
NrA29	8	9	3
NrA30	31	22	6
NrA31	5	11	3
NrA32	6	12	2
NrA33	36	42	2
NrA34	42	44	1
NrA35	49	48	7
NrA36	49	50	10
NrA37	46	47	4
NrA38	43	42	4
NrA39	43	50	6
NrA40	33	39	3
