Name:		mgval_0.35_8B
Optimal value:	-1
#Vehicles:	4
Capacity:	150
Depot Node:	1
#Nodes:		30
#Edges:		27
#Arcs:		64
#Required N:	20
#Required E:	17
#Required A:	41

ReN.	DEMAND	S. COST
N3	6	6
N4	8	8
N5	3	3
N6	13	13
N8	33	33
N9	4	4
N11	6	6
N12	10	10
N14	18	18
N16	18	18
N17	3	3
N21	8	8
N22	23	23
N23	4	4
N24	6	6
N26	6	6
N27	9	9
N28	17	17
N29	13	13
N30	2	2

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E11	8	14	7	12	12
E12	16	21	7	8	8
E13	4	5	5	11	11
E14	20	24	2	5	5
E15	10	19	10	12	12
E16	15	18	3	7	7
E17	23	26	7	10	10
E18	7	12	8	11	11
E19	10	15	5	7	7
E20	1	2	4	9	9
E21	18	19	2	6	6
E22	15	19	7	11	11
E23	4	7	1	4	4
E24	26	30	3	4	4
E25	13	14	5	8	8
E26	13	17	7	12	12
E27	21	29	8	10	10

EDGE	FROM N.	TO N.	T. COST
NrE1	6	11	7
NrE2	14	15	9
NrE3	22	29	4
NrE4	12	13	3
NrE5	16	17	9
NrE6	8	9	7
NrE7	14	17	4
NrE8	29	30	6
NrE9	28	29	7
NrE10	22	23	10

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A24	16	20	3	2	2
A25	20	16	3	3	3
A26	29	25	3	3	3
A27	9	15	3	4	4
A28	23	30	3	2	2
A29	25	22	2	6	6
A30	18	23	3	3	3
A31	20	11	10	13	13
A32	20	21	7	4	4
A33	12	16	6	4	4
A34	5	8	8	5	5
A35	30	23	3	3	3
A36	10	3	6	6	6
A37	2	3	3	6	6
A38	25	30	1	2	2
A39	27	20	5	4	4
A40	10	9	3	5	5
A41	17	18	5	5	5
A42	20	27	5	4	4
A43	13	16	8	5	5
A44	16	13	8	5	5
A45	13	8	6	5	5
A46	21	22	5	3	3
A47	16	11	5	6	6
A48	15	9	3	4	4
A49	8	5	8	6	6
A50	22	17	5	3	3
A51	7	6	3	3	3
A52	15	8	10	16	16
A53	25	29	3	2	2
A54	1	9	10	16	16
A55	8	1	7	5	5
A56	9	10	3	5	5
A57	21	28	5	4	4
A58	11	12	5	3	3
A59	28	27	10	11	11
A60	5	1	3	4	4
A61	7	8	8	4	4
A62	18	26	9	6	6
A63	18	17	5	5	5
A64	2	9	5	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	3	10	6
NrA2	27	24	5
NrA3	21	24	5
NrA4	9	2	5
NrA5	26	18	9
NrA6	21	20	7
NrA7	17	22	5
NrA8	23	18	3
NrA9	30	25	1
NrA10	8	7	8
NrA11	4	6	3
NrA12	22	21	5
NrA13	24	21	5
NrA14	1	8	7
NrA15	16	12	6
NrA16	12	11	5
NrA17	11	16	5
NrA18	28	24	2
NrA19	24	28	2
NrA20	28	21	5
NrA21	6	7	3
NrA22	1	5	3
NrA23	8	13	6
