Name:		mgval_0.30_8C
Optimal value:	-1
#Vehicles:	9
Capacity:	65
Depot Node:	1
#Nodes:		30
#Edges:		28
#Arcs:		55
#Required N:	18
#Required E:	19
#Required A:	38

ReN.	DEMAND	S. COST
N3	12	12
N4	8	8
N6	10	10
N7	11	11
N8	6	6
N9	20	20
N11	3	3
N15	27	27
N16	6	6
N17	14	14
N18	13	13
N20	9	9
N21	11	11
N24	6	6
N25	2	2
N26	22	22
N27	11	11
N29	11	11

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E10	20	27	5	8	8
E11	7	8	8	9	9
E12	16	17	9	13	13
E13	1	8	7	10	10
E14	10	15	5	7	7
E15	14	15	9	10	10
E16	21	28	5	8	8
E17	5	8	8	11	11
E18	10	19	10	12	12
E19	8	9	7	18	18
E20	16	21	7	8	8
E21	22	25	2	6	6
E22	1	5	3	7	7
E23	17	22	5	6	6
E24	12	13	3	6	6
E25	11	20	10	13	13
E26	1	2	4	9	9
E27	26	30	3	4	4
E28	24	27	5	9	9

EDGE	FROM N.	TO N.	T. COST
NrE1	15	19	7
NrE2	4	6	3
NrE3	24	28	2
NrE4	17	18	5
NrE5	3	10	6
NrE6	18	19	2
NrE7	27	28	10
NrE8	1	9	10
NrE9	20	24	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A18	14	13	5	8	8
A19	22	21	5	4	4
A20	4	5	5	11	11
A21	30	25	1	2	2
A22	30	23	3	5	5
A23	7	4	1	2	2
A24	13	16	8	5	5
A25	12	11	5	4	4
A26	7	6	3	3	3
A27	23	22	10	12	12
A28	17	13	7	12	12
A29	9	2	5	4	4
A30	21	29	8	5	5
A31	16	12	6	5	5
A32	2	9	5	4	4
A33	3	2	3	3	3
A34	11	16	5	6	6
A35	16	13	8	5	5
A36	10	9	3	5	5
A37	20	16	3	5	5
A38	15	9	3	4	4
A39	29	21	8	5	5
A40	21	22	5	3	3
A41	14	17	4	4	4
A42	12	16	6	4	4
A43	9	10	3	5	5
A44	22	29	4	3	3
A45	13	8	6	5	5
A46	25	29	3	5	5
A47	2	3	3	3	3
A48	29	22	4	4	4
A49	23	18	3	7	7
A50	8	13	6	5	5
A51	6	7	3	3	3
A52	14	8	7	6	6
A53	30	29	6	7	7
A54	4	7	1	2	2
A55	28	29	7	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	17	14	4
NrA2	15	8	10
NrA3	7	12	8
NrA4	21	20	7
NrA5	29	28	7
NrA6	25	30	1
NrA7	6	11	7
NrA8	18	15	3
NrA9	21	24	5
NrA10	16	11	5
NrA11	20	21	7
NrA12	29	30	6
NrA13	8	14	7
NrA14	11	12	5
NrA15	26	23	7
NrA16	9	15	3
NrA17	26	18	9
