Name:		mggdb_0.25_21
Optimal value:	-1
#Vehicles:	6
Capacity:	27
Depot Node:	1
#Nodes:		11
#Edges:		8
#Arcs:		50
#Required N:	7
#Required E:	6
#Required A:	18

ReN.	DEMAND	S. COST
N2	13	13
N3	3	3
N6	10	10
N7	1	1
N8	2	2
N9	9	9
N11	8	8

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E3	3	10	3	1	1
E4	3	6	9	2	2
E5	6	10	7	7	7
E6	7	9	6	1	1
E7	1	9	4	6	6
E8	2	4	2	8	8

EDGE	FROM N.	TO N.	T. COST
NrE1	7	11	2
NrE2	2	8	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A8	4	7	8	1	1
A9	1	7	3	3	3
A10	1	10	2	4	4
A11	4	8	9	9	9
A12	5	7	4	4	4
A13	3	11	6	7	7
A14	7	8	3	5	5
A15	1	6	6	4	4
A16	6	11	3	1	1
A17	1	8	2	5	5
A18	2	6	4	3	3
A19	2	3	1	7	7
A20	7	10	3	7	7
A21	2	9	6	1	1
A22	2	5	4	5	5
A23	3	5	6	9	9
A24	4	9	8	6	6
A25	1	5	8	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	9	10	7
NrA2	1	2	1
NrA3	6	9	4
NrA4	1	3	7
NrA5	8	10	1
NrA6	1	11	1
NrA7	6	7	8
NrA26	10	9	7
NrA27	2	1	1
NrA28	9	6	4
NrA29	3	1	7
NrA30	10	8	1
NrA31	11	1	1
NrA32	7	6	8
NrA33	7	4	8
NrA34	7	1	3
NrA35	10	1	2
NrA36	8	4	9
NrA37	7	5	4
NrA38	11	3	6
NrA39	8	7	3
NrA40	6	1	6
NrA41	11	6	3
NrA42	8	1	2
NrA43	6	2	4
NrA44	3	2	1
NrA45	10	7	3
NrA46	9	2	6
NrA47	5	2	4
NrA48	5	3	6
NrA49	9	4	8
NrA50	5	1	8
