Name:		mgval_0.30_3A
Optimal value:	105
#Vehicles:	2
Capacity:	80
Depot Node:	1
#Nodes:		24
#Edges:		15
#Arcs:		33
#Required N:	13
#Required E:	10
#Required A:	23

ReN.	DEMAND	S. COST
N2	3	3
N3	2	2
N5	2	2
N9	1	1
N12	3	3
N13	5	5
N15	2	2
N16	2	2
N17	3	3
N18	6	6
N21	2	2
N22	4	4
N23	4	4

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E6	19	22	3	7	7
E7	15	21	1	4	4
E8	4	5	2	6	6
E9	10	11	3	5	5
E10	19	20	1	2	2
E11	5	6	3	5	5
E12	5	11	4	4	4
E13	21	24	1	3	3
E14	6	12	1	3	3
E15	3	9	1	1	1

EDGE	FROM N.	TO N.	T. COST
NrE1	12	13	1
NrE2	13	17	3
NrE3	22	23	3
NrE4	17	18	1
NrE5	12	16	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A11	9	19	1	1	1
A12	7	6	3	3	3
A13	12	11	1	3	3
A14	20	10	2	2	2
A15	4	3	2	4	4
A16	8	7	1	6	6
A17	11	15	1	2	2
A18	19	9	1	2	2
A19	8	14	3	3	3
A20	15	16	1	1	1
A21	10	5	2	2	2
A22	24	23	1	5	5
A23	17	16	4	2	2
A24	1	3	1	1	1
A25	10	9	2	1	1
A26	6	7	3	2	2
A27	10	20	2	2	2
A28	20	21	2	2	2
A29	4	2	1	2	2
A30	14	8	3	4	4
A31	16	15	1	2	2
A32	14	13	2	4	4
A33	2	1	2	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	1	2	2
NrA2	23	20	1
NrA3	15	11	1
NrA4	16	17	4
NrA5	18	14	3
NrA6	21	20	2
NrA7	9	10	2
NrA8	3	1	1
NrA9	2	4	1
NrA10	5	10	2
