Name:		mgval_0.35_2C
Optimal value:	-1
#Vehicles:	8
Capacity:	40
Depot Node:	1
#Nodes:		24
#Edges:		14
#Arcs:		35
#Required N:	14
#Required E:	9
#Required A:	22

ReN.	DEMAND	S. COST
N2	6	6
N3	9	9
N4	9	9
N5	19	19
N8	3	3
N9	7	7
N10	7	7
N11	7	7
N13	3	3
N14	6	6
N17	13	13
N20	11	11
N23	4	4
N24	5	5

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E6	3	4	3	6	6
E7	2	4	2	7	7
E8	12	13	5	6	6
E9	8	14	3	7	7
E10	9	10	8	12	12
E11	19	22	5	8	8
E12	6	7	5	9	9
E13	16	17	3	9	9
E14	11	15	3	6	6

EDGE	FROM N.	TO N.	T. COST
NrE1	1	2	4
NrE2	20	21	5
NrE3	5	10	8
NrE4	4	5	8
NrE5	17	18	7

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A14	21	24	8	4	4
A15	23	24	12	8	8
A16	15	21	3	2	2
A17	21	15	3	2	2
A18	16	15	6	4	4
A19	9	3	4	6	6
A20	19	9	9	8	8
A21	23	22	9	7	7
A22	16	12	8	9	9
A23	19	20	9	14	14
A24	15	16	6	4	4
A25	20	10	4	7	7
A26	12	11	4	7	7
A27	12	6	9	12	12
A28	10	11	11	6	6
A29	18	14	2	3	3
A30	7	8	2	2	2
A31	3	1	5	4	4
A32	11	5	5	4	4
A33	24	23	12	9	9
A34	22	23	9	6	6
A35	20	23	4	3	3

ARC	FROM N.	TO N.	T. COST
NrA1	9	19	9
NrA2	5	11	5
NrA3	8	7	2
NrA4	13	17	1
NrA5	17	13	1
NrA6	24	21	8
NrA7	3	9	4
NrA8	14	13	1
NrA9	14	18	2
NrA10	10	20	4
NrA11	1	3	5
NrA12	23	20	4
NrA13	11	10	11
