Name:		mgval_0.35_9D
Optimal value:	-1
#Vehicles:	10
Capacity:	70
Depot Node:	1
#Nodes:		50
#Edges:		38
#Arcs:		93
#Required N:	31
#Required E:	24
#Required A:	60

ReN.	DEMAND	S. COST
N2	5	5
N3	2	2
N5	17	17
N6	10	10
N11	3	3
N13	15	15
N14	4	4
N15	8	8
N16	18	18
N17	7	7
N18	2	2
N21	8	8
N22	13	13
N23	6	6
N24	5	5
N25	2	2
N28	8	8
N29	3	3
N30	2	2
N31	3	3
N33	15	15
N34	10	10
N37	2	2
N38	3	3
N39	7	7
N42	5	5
N43	5	5
N45	11	11
N48	6	6
N49	8	8
N50	4	4

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E15	12	19	4	8	8
E16	38	46	3	12	12
E17	30	38	3	4	4
E18	45	48	5	12	12
E19	17	24	4	12	12
E20	46	50	2	4	4
E21	15	24	2	4	4
E22	41	42	2	4	4
E23	17	31	4	15	15
E24	26	34	4	6	6
E25	4	7	3	6	6
E26	14	23	2	5	5
E27	36	44	5	10	10
E28	20	21	1	5	5
E29	9	14	1	3	3
E30	28	29	5	8	8
E31	11	18	3	9	9
E32	29	30	1	4	4
E33	3	6	4	7	7
E34	28	36	5	8	8
E35	26	27	3	5	5
E36	14	15	3	5	5
E37	32	40	2	4	4
E38	35	36	2	4	4

EDGE	FROM N.	TO N.	T. COST
NrE1	33	41	4
NrE2	34	42	4
NrE3	23	28	2
NrE4	22	23	5
NrE5	21	26	2
NrE6	2	5	2
NrE7	21	22	2
NrE8	1	15	4
NrE9	5	10	2
NrE10	42	43	2
NrE11	6	7	3
NrE12	13	21	1
NrE13	17	18	1
NrE14	45	50	3

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A34	43	35	6	7	7
A35	30	17	6	7	7
A36	22	14	4	4	4
A37	25	26	2	2	2
A38	9	1	3	4	4
A39	29	23	4	2	2
A40	47	40	3	10	10
A41	49	48	4	5	5
A42	44	37	3	8	8
A43	45	44	2	5	5
A44	13	22	4	5	5
A45	46	45	2	4	4
A46	3	4	3	3	3
A47	29	24	2	3	3
A48	47	39	5	7	7
A49	26	25	2	2	2
A50	10	17	4	4	4
A51	15	23	1	1	1
A52	6	5	2	4	4
A53	48	49	4	5	5
A54	9	13	4	6	6
A55	39	30	2	3	3
A56	19	32	7	8	8
A57	30	24	3	3	3
A58	35	43	6	7	7
A59	33	25	1	2	2
A60	1	9	3	3	3
A61	20	25	3	2	2
A62	8	13	6	5	5
A63	24	23	2	3	3
A64	4	3	3	3	3
A65	8	9	5	10	10
A66	28	27	1	2	2
A67	39	40	4	10	10
A68	23	29	4	1	1
A69	12	7	2	4	4
A70	25	20	3	3	3
A71	7	12	2	4	4
A72	1	16	4	6	6
A73	31	32	2	3	3
A74	17	30	6	7	7
A75	12	11	2	3	3
A76	44	43	4	5	5
A77	39	38	3	7	7
A78	15	16	4	5	5
A79	27	28	1	1	1
A80	37	29	3	4	4
A81	11	12	2	2	2
A82	43	48	7	6	6
A83	1	10	4	13	13
A84	34	35	1	5	5
A85	23	24	2	2	2
A86	10	11	2	4	4
A87	5	6	2	4	4
A88	38	36	1	2	2
A89	39	31	4	3	3
A90	32	31	2	4	4
A91	27	35	2	7	7
A92	32	19	7	8	8
A93	36	38	1	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	16	1	4
NrA2	45	49	3
NrA3	22	13	4
NrA4	25	33	1
NrA5	30	39	2
NrA6	17	10	4
NrA7	28	22	4
NrA8	13	9	4
NrA9	16	15	4
NrA10	37	38	2
NrA11	13	8	6
NrA12	1	5	3
NrA13	11	6	3
NrA14	18	19	1
NrA15	33	34	2
NrA16	16	17	3
NrA17	6	11	3
NrA18	14	22	4
NrA19	48	43	7
NrA20	24	30	3
NrA21	43	44	4
NrA22	24	29	2
NrA23	39	47	5
NrA24	49	45	3
NrA25	49	50	2
NrA26	50	49	2
NrA27	3	2	2
NrA28	38	37	2
NrA29	23	15	1
NrA30	2	3	2
NrA31	5	1	3
NrA32	29	37	3
NrA33	31	39	4
