Name:		mgval_0.35_6A
Optimal value:	248
#Vehicles:	3
Capacity:	170
Depot Node:	1
#Nodes:		31
#Edges:		22
#Arcs:		47
#Required N:	20
#Required E:	14
#Required A:	30

ReN.	DEMAND	S. COST
N2	5	5
N3	5	5
N4	6	6
N5	9	9
N6	6	6
N9	2	2
N11	6	6
N12	14	14
N13	7	7
N14	2	2
N16	8	8
N17	5	5
N19	17	17
N21	14	14
N23	17	17
N24	5	5
N27	4	4
N29	5	5
N30	5	5
N31	2	2

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E9	6	7	3	9	9
E10	13	19	6	14	14
E11	18	21	3	7	7
E12	5	31	1	4	4
E13	9	13	6	9	9
E14	8	9	7	12	12
E15	19	20	4	12	12
E16	23	26	2	6	6
E17	14	15	5	7	7
E18	1	30	4	12	12
E19	25	28	5	12	12
E20	1	7	10	13	13
E21	10	16	2	8	8
E22	6	31	3	9	9

EDGE	FROM N.	TO N.	T. COST
NrE1	19	22	2
NrE2	24	27	2
NrE3	23	24	3
NrE4	21	22	4
NrE5	29	31	2
NrE6	23	25	3
NrE7	3	9	2
NrE8	19	21	3

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A18	2	3	1	14	14
A19	7	8	3	7	7
A20	28	26	5	7	7
A21	2	8	6	7	7
A22	1	31	3	2	2
A23	3	4	5	6	6
A24	26	28	5	6	6
A25	17	11	4	10	10
A26	29	28	3	5	5
A27	28	29	3	4	4
A28	4	13	3	8	8
A29	22	20	5	6	6
A30	29	27	2	4	4
A31	15	16	3	4	4
A32	11	12	5	4	4
A33	18	19	5	9	9
A34	4	9	9	1	1
A35	31	28	3	4	4
A36	10	5	4	5	5
A37	12	11	5	5	5
A38	29	30	7	5	5
A39	10	14	1	2	2
A40	8	2	6	7	7
A41	8	7	3	7	7
A42	27	26	1	3	3
A43	10	11	4	10	10
A44	12	18	5	6	6
A45	6	5	3	4	4
A46	18	12	5	6	6
A47	20	22	5	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	5	10	4
NrA2	4	3	5
NrA3	31	1	3
NrA4	9	4	9
NrA5	14	10	1
NrA6	16	15	3
NrA7	16	17	2
NrA8	12	8	8
NrA9	17	16	2
NrA10	6	11	2
NrA11	11	6	2
NrA12	27	29	2
NrA13	5	6	3
NrA14	13	12	4
NrA15	2	1	2
NrA16	1	2	2
NrA17	30	29	7
