Name:		mggdb_0.40_13
Optimal value:	-1
#Vehicles:	6
Capacity:	41
Depot Node:	1
#Nodes:		10
#Edges:		7
#Arcs:		42
#Required N:	7
#Required E:	4
#Required A:	12

ReN.	DEMAND	S. COST
N2	31	31
N3	8	8
N4	15	15
N5	14	14
N6	10	10
N7	3	3
N9	16	16

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	6	9	13	3	3
E5	4	3	28	7	7
E6	2	8	13	13	13
E7	7	8	16	9	9

EDGE	FROM N.	TO N.	T. COST
NrE1	2	5	12
NrE2	2	3	5
NrE3	7	9	60

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	4	1	6	13	13
A11	3	6	1	7	7
A12	9	10	20	5	5
A13	7	10	5	14	14
A14	3	1	8	16	16
A15	1	5	7	12	12
A16	8	10	99	8	8
A17	8	9	22	7	7
A18	5	7	42	5	5
A19	1	7	4	13	13
A20	1	8	24	12	12
A21	4	2	3	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	5	9	12
NrA2	3	7	10
NrA3	5	6	20
NrA4	1	9	11
NrA5	2	1	15
NrA6	1	6	18
NrA7	4	5	2
NrA8	6	7	9
NrA9	3	8	24
NrA22	9	5	12
NrA23	7	3	10
NrA24	6	5	20
NrA25	9	1	11
NrA26	1	2	15
NrA27	6	1	18
NrA28	5	4	2
NrA29	7	6	9
NrA30	8	3	24
NrA31	1	4	6
NrA32	6	3	1
NrA33	10	9	20
NrA34	10	7	5
NrA35	1	3	8
NrA36	5	1	7
NrA37	10	8	99
NrA38	9	8	22
NrA39	7	5	42
NrA40	7	1	4
NrA41	8	1	24
NrA42	2	4	3
