Name:		mgval_0.35_3B
Optimal value:	113
#Vehicles:	3
Capacity:	50
Depot Node:	1
#Nodes:		24
#Edges:		16
#Arcs:		29
#Required N:	13
#Required E:	10
#Required A:	18

ReN.	DEMAND	S. COST
N2	4	4
N3	2	2
N9	1	1
N10	5	5
N12	1	1
N15	5	5
N17	5	5
N18	6	6
N19	9	9
N20	4	4
N21	3	3
N23	5	5
N24	2	2

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E7	5	11	4	4	4
E8	9	10	2	2	2
E9	7	8	1	6	6
E10	5	6	3	5	5
E11	10	20	2	4	4
E12	19	20	1	2	2
E13	16	17	4	4	4
E14	5	10	2	4	4
E15	15	21	1	4	4
E16	2	4	1	3	3

EDGE	FROM N.	TO N.	T. COST
NrE1	12	16	1
NrE2	10	11	3
NrE3	19	22	3
NrE4	20	23	1
NrE5	23	24	1
NrE6	1	2	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A12	3	4	2	2	2
A13	5	4	2	6	6
A14	11	12	1	3	3
A15	6	12	1	3	3
A16	14	18	3	3	3
A17	14	8	3	4	4
A18	6	7	3	2	2
A19	8	14	3	3	3
A20	7	6	3	3	3
A21	4	3	2	2	2
A22	13	14	2	4	4
A23	22	23	3	4	4
A24	20	21	2	2	2
A25	13	12	1	1	1
A26	1	3	1	1	1
A27	12	13	1	1	1
A28	3	9	1	1	1
A29	11	15	1	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	18	17	1
NrA2	15	11	1
NrA3	24	21	1
NrA4	19	9	1
NrA5	21	20	2
NrA6	3	1	1
NrA7	17	13	3
NrA8	15	16	1
NrA9	18	14	3
NrA10	9	19	1
NrA11	21	24	1
