Name:		mgval_0.25_4A
Optimal value:	-1
#Vehicles:	3
Capacity:	225
Depot Node:	1
#Nodes:		41
#Edges:		26
#Arcs:		69
#Required N:	19
#Required E:	19
#Required A:	51

ReN.	DEMAND	S. COST
N2	22	22
N5	13	13
N7	15	15
N8	2	2
N9	3	3
N11	8	8
N12	5	5
N13	14	14
N14	4	4
N15	9	9
N16	9	9
N21	3	3
N25	4	4
N26	13	13
N27	12	12
N28	7	7
N34	12	12
N39	5	5
N40	3	3

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E8	35	36	8	12	12
E9	23	29	5	14	14
E10	4	5	1	2	2
E11	14	23	3	7	7
E12	20	21	5	10	10
E13	31	35	4	7	7
E14	17	18	4	7	7
E15	17	20	2	4	4
E16	24	30	8	12	12
E17	13	23	7	14	14
E18	15	25	9	19	19
E19	1	2	1	2	2
E20	5	11	4	8	8
E21	21	22	4	9	9
E22	32	36	10	13	13
E23	16	19	1	2	2
E24	23	24	3	4	4
E25	34	35	2	4	4
E26	8	9	2	3	3

EDGE	FROM N.	TO N.	T. COST
NrE1	21	27	1
NrE2	1	7	5
NrE3	2	8	10
NrE4	2	3	1
NrE5	34	38	7
NrE6	5	6	6
NrE7	27	32	3

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A19	38	39	9	5	5
A20	11	16	6	6	6
A21	13	14	8	8	8
A22	17	11	2	2	2
A23	20	27	5	4	4
A24	10	11	4	3	3
A25	16	17	9	15	15
A26	19	26	8	5	5
A27	12	6	3	8	8
A28	36	37	8	6	6
A29	29	34	14	17	17
A30	22	28	5	12	12
A31	39	36	3	5	5
A32	27	26	7	11	11
A33	25	26	6	4	4
A34	3	4	7	15	15
A35	40	41	4	4	4
A36	11	17	2	2	2
A37	27	28	7	6	6
A38	31	25	7	6	6
A39	10	4	3	4	4
A40	24	25	4	3	3
A41	41	37	5	5	5
A42	32	31	5	5	5
A43	26	25	6	5	5
A44	30	29	3	6	6
A45	24	14	4	13	13
A46	10	9	3	3	3
A47	3	9	1	1	1
A48	18	22	6	14	14
A49	20	19	3	4	4
A50	37	36	8	6	6
A51	33	27	5	9	9
A52	33	37	2	2	2
A53	26	19	8	5	5
A54	30	31	12	19	19
A55	25	31	7	5	5
A56	14	13	8	8	8
A57	9	14	5	5	5
A58	36	40	4	3	3
A59	39	35	10	7	7
A60	35	39	10	7	7
A61	31	32	5	4	4
A62	37	33	2	2	2
A63	14	9	5	5	5
A64	36	39	3	4	4
A65	10	15	1	1	1
A66	4	10	3	3	3
A67	7	8	2	1	1
A68	37	41	5	4	4
A69	40	36	4	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	11	10	4
NrA2	25	24	4
NrA3	15	10	1
NrA4	26	32	7
NrA5	40	39	2
NrA6	27	20	5
NrA7	15	16	3
NrA8	15	14	3
NrA9	11	12	5
NrA10	39	38	9
NrA11	13	7	7
NrA12	16	15	3
NrA13	14	15	3
NrA14	16	11	6
NrA15	9	10	3
NrA16	8	7	2
NrA17	28	27	7
NrA18	12	11	5
