Name:		mggdb_0.35_13
Optimal value:	-1
#Vehicles:	6
Capacity:	41
Depot Node:	1
#Nodes:		10
#Edges:		7
#Arcs:		42
#Required N:	7
#Required E:	4
#Required A:	13

ReN.	DEMAND	S. COST
N2	13	13
N3	3	3
N4	11	11
N5	17	17
N6	5	5
N7	14	14
N9	21	21

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	5	7	42	5	5
E5	7	9	60	3	3
E6	7	8	16	9	9
E7	6	7	9	8	8

EDGE	FROM N.	TO N.	T. COST
NrE1	3	8	24
NrE2	9	10	20
NrE3	4	3	28

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A9	8	9	22	7	7
A10	5	6	20	9	9
A11	2	5	12	7	7
A12	2	1	15	13	13
A13	2	3	5	11	11
A14	3	6	1	7	7
A15	4	5	2	15	15
A16	4	1	6	13	13
A17	1	8	24	12	12
A18	1	7	4	13	13
A19	3	7	10	5	5
A20	8	10	99	8	8
A21	3	1	8	16	16

ARC	FROM N.	TO N.	T. COST
NrA1	1	5	7
NrA2	1	9	11
NrA3	6	9	13
NrA4	2	8	13
NrA5	1	6	18
NrA6	7	10	5
NrA7	4	2	3
NrA8	5	9	12
NrA22	5	1	7
NrA23	9	1	11
NrA24	9	6	13
NrA25	8	2	13
NrA26	6	1	18
NrA27	10	7	5
NrA28	2	4	3
NrA29	9	5	12
NrA30	9	8	22
NrA31	6	5	20
NrA32	5	2	12
NrA33	1	2	15
NrA34	3	2	5
NrA35	6	3	1
NrA36	5	4	2
NrA37	1	4	6
NrA38	8	1	24
NrA39	7	1	4
NrA40	7	3	10
NrA41	10	8	99
NrA42	1	3	8
