Name:		mggdb_0.30_13
Optimal value:	-1
#Vehicles:	6
Capacity:	41
Depot Node:	1
#Nodes:		10
#Edges:		7
#Arcs:		42
#Required N:	6
#Required E:	4
#Required A:	14

ReN.	DEMAND	S. COST
N2	26	26
N3	16	16
N4	22	22
N5	21	21
N6	11	11
N7	13	13

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	7	9	60	3	3
E5	1	6	18	2	2
E6	5	7	42	5	5
E7	2	5	12	7	7

EDGE	FROM N.	TO N.	T. COST
NrE1	4	5	2
NrE2	6	9	13
NrE3	4	3	28

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A8	5	9	12	5	5
A9	1	9	11	16	16
A10	4	2	3	4	4
A11	8	9	22	7	7
A12	1	8	24	12	12
A13	7	10	5	14	14
A14	7	8	16	9	9
A15	8	10	99	8	8
A16	9	10	20	5	5
A17	3	7	10	5	5
A18	2	3	5	11	11
A19	3	8	24	3	3
A20	4	1	6	13	13
A21	3	6	1	7	7

ARC	FROM N.	TO N.	T. COST
NrA1	2	8	13
NrA2	1	5	7
NrA3	2	1	15
NrA4	6	7	9
NrA5	5	6	20
NrA6	3	1	8
NrA7	1	7	4
NrA22	8	2	13
NrA23	5	1	7
NrA24	1	2	15
NrA25	7	6	9
NrA26	6	5	20
NrA27	1	3	8
NrA28	7	1	4
NrA29	9	5	12
NrA30	9	1	11
NrA31	2	4	3
NrA32	9	8	22
NrA33	8	1	24
NrA34	10	7	5
NrA35	8	7	16
NrA36	10	8	99
NrA37	10	9	20
NrA38	7	3	10
NrA39	3	2	5
NrA40	8	3	24
NrA41	1	4	6
NrA42	6	3	1
