Name:		BHW5
Optimal value:	-1
#Vehicles:	-1
Capacity:	200
Depot Node:	1
#Nodes:		40
#Edges:		0
#Arcs:		132
#Required N:	30
#Required E:	0
#Required A:	132

ReN.	DEMAND	S. COST
N22	13	13
N5	13	13
N28	3	3
N21	13	13
N7	12	12
N10	8	8
N14	14	14
N30	15	15
N18	8	8
N6	10	10
N15	10	10
N25	8	8
N13	3	3
N11	14	14
N27	15	15
N34	8	8
N17	8	8
N2	5	5
N19	10	10
N32	3	3
N8	8	8
N3	4	4
N33	15	15
N35	3	3
N37	5	5
N12	3	3
N29	2	2
N20	8	8
N39	10	10
N4	3	3

ReE.	From N.	To N.	T. COST	DEMAND	S. COST

EDGE	FROM N.	TO N.	T. COST

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A1	1	2	2	3	5
A2	1	6	3	8	11
A3	1	8	4	9	13
A4	1	10	8	12	20
A5	1	11	3	12	15
A6	1	33	4	9	13
A7	1	35	4	12	16
A8	1	40	4	10	14
A9	2	3	5	9	14
A10	2	6	2	8	10
A11	2	36	3	12	15
A12	3	4	2	5	7
A13	3	7	2	3	5
A14	3	37	4	6	10
A15	4	5	3	7	10
A16	4	38	3	4	7
A17	5	39	2	6	8
A18	6	7	4	7	11
A19	6	12	2	4	6
A20	7	13	1	3	4
A21	8	9	5	12	17
A22	8	14	7	10	17
A23	8	40	5	8	13
A24	9	10	2	6	8
A25	9	15	2	9	11
A26	10	16	4	8	12
A27	11	12	7	9	16
A28	11	16	3	10	13
A29	12	13	6	8	14
A30	12	17	4	8	12
A31	13	17	2	6	8
A32	13	18	2	5	7
A33	13	19	6	12	18
A34	14	15	4	7	11
A35	15	16	3	8	11
A36	17	18	5	8	13
A37	17	20	6	12	18
A38	18	19	4	14	18
A39	18	22	6	13	19
A40	20	21	2	3	5
A41	20	23	3	8	11
A42	21	22	1	4	5
A43	21	24	3	6	9
A44	22	25	1	3	4
A45	23	24	2	7	9
A46	24	25	2	5	7
A47	26	27	4	8	12
A48	26	33	5	14	19
A49	26	34	5	16	21
A50	27	28	3	11	14
A51	27	34	3	9	12
A52	28	35	10	15	25
A53	29	30	3	12	15
A54	29	36	4	9	13
A55	30	31	3	10	13
A56	30	37	3	5	8
A57	31	32	5	12	17
A58	31	37	5	7	12
A59	31	38	4	9	13
A60	32	39	2	8	10
A61	33	34	3	8	11
A62	34	35	6	8	14
A63	35	36	6	14	20
A64	36	37	4	13	17
A65	37	38	2	4	6
A66	38	39	7	9	16
A67	2	1	2	3	5
A68	6	1	3	8	11
A69	8	1	4	9	13
A70	10	1	8	12	20
A71	11	1	3	12	15
A72	33	1	4	9	13
A73	35	1	4	12	16
A74	40	1	4	10	14
A75	3	2	5	9	14
A76	6	2	2	8	10
A77	36	2	3	12	15
A78	4	3	2	5	7
A79	7	3	2	3	5
A80	37	3	4	6	10
A81	5	4	3	7	10
A82	38	4	3	4	7
A83	39	5	2	6	8
A84	7	6	4	7	11
A85	12	6	2	4	6
A86	13	7	1	3	4
A87	9	8	5	12	17
A88	14	8	7	10	17
A89	40	8	5	8	13
A90	10	9	2	6	8
A91	15	9	2	9	11
A92	16	10	4	8	12
A93	12	11	7	9	16
A94	16	11	3	10	13
A95	13	12	6	8	14
A96	17	12	4	8	12
A97	17	13	2	6	8
A98	18	13	2	5	7
A99	19	13	6	12	18
A100	15	14	4	7	11
A101	16	15	3	8	11
A102	18	17	5	8	13
A103	20	17	6	12	18
A104	19	18	4	14	18
A105	22	18	6	13	19
A106	21	20	2	3	5
A107	23	20	3	8	11
A108	22	21	1	4	5
A109	24	21	3	6	9
A110	25	22	1	3	4
A111	24	23	2	7	9
A112	25	24	2	5	7
A113	27	26	4	8	12
A114	33	26	5	14	19
A115	34	26	5	16	21
A116	28	27	3	11	14
A117	34	27	3	9	12
A118	35	28	10	15	25
A119	30	29	3	12	15
A120	36	29	4	9	13
A121	31	30	3	10	13
A122	37	30	3	5	8
A123	32	31	5	12	17
A124	37	31	5	7	12
A125	38	31	4	9	13
A126	39	32	2	8	10
A127	34	33	3	8	11
A128	35	34	6	8	14
A129	36	35	6	14	20
A130	37	36	4	13	17
A131	38	37	2	4	6
A132	39	38	7	9	16

ARC	FROM N.	TO N.	T. COST
based on carp instance val 7a
