Name:		mgval_0.40_10B
Optimal value:	-1
#Vehicles:	4
Capacity:	190
Depot Node:	1
#Nodes:		50
#Edges:		33
#Arcs:		101
#Required N:	34
#Required E:	19
#Required A:	60

ReN.	DEMAND	S. COST
N2	13	13
N3	8	8
N4	3	3
N5	6	6
N6	20	20
N8	12	12
N9	12	12
N10	8	8
N11	10	10
N13	3	3
N14	3	3
N15	3	3
N18	20	20
N19	6	6
N20	5	5
N21	5	5
N22	15	15
N24	5	5
N25	6	6
N27	3	3
N28	10	10
N31	5	5
N32	11	11
N33	18	18
N34	15	15
N35	5	5
N38	17	17
N39	4	4
N40	3	3
N41	9	9
N42	1	1
N43	10	10
N44	7	7
N49	10	10

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E15	35	36	3	6	6
E16	35	41	3	4	4
E17	47	48	3	6	6
E18	32	37	3	7	7
E19	43	45	1	4	4
E20	27	36	8	12	12
E21	41	49	2	4	4
E22	12	20	2	7	7
E23	32	38	5	9	9
E24	46	47	4	7	7
E25	33	46	6	10	10
E26	33	39	3	8	8
E27	44	49	4	5	5
E28	7	8	2	6	6
E29	16	17	7	8	8
E30	6	7	5	7	7
E31	23	31	3	10	10
E32	17	25	7	8	8
E33	16	24	3	7	7

EDGE	FROM N.	TO N.	T. COST
NrE1	38	43	3
NrE2	25	28	3
NrE3	1	6	2
NrE4	41	42	4
NrE5	34	35	2
NrE6	41	48	1
NrE7	8	9	3
NrE8	33	40	3
NrE9	1	2	10
NrE10	9	16	5
NrE11	44	50	5
NrE12	8	14	3
NrE13	43	50	6
NrE14	38	45	7

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A42	2	3	6	5	5
A43	1	5	7	8	8
A44	27	31	7	6	6
A45	7	13	4	6	6
A46	15	14	1	3	3
A47	26	30	1	3	3
A48	18	19	1	2	2
A49	29	26	2	2	2
A50	50	45	3	4	4
A51	15	9	2	4	4
A52	22	21	5	5	5
A53	36	42	2	3	3
A54	4	3	6	9	9
A55	16	15	2	4	4
A56	31	27	7	6	6
A57	12	11	3	3	3
A58	26	19	1	6	6
A59	43	42	4	5	5
A60	34	33	4	3	3
A61	38	37	7	9	9
A62	15	23	1	6	6
A63	37	31	2	6	6
A64	26	34	5	5	5
A65	11	5	3	5	5
A66	17	10	7	11	11
A67	12	6	2	4	4
A68	13	6	3	4	4
A69	2	7	1	3	3
A70	13	12	1	2	2
A71	6	13	3	4	4
A72	26	18	2	5	5
A73	24	25	2	7	7
A74	20	30	9	12	12
A75	14	15	1	2	2
A76	30	27	3	3	3
A77	47	40	2	2	2
A78	24	23	6	8	8
A79	7	2	1	4	4
A80	37	43	2	3	3
A81	9	15	2	4	4
A82	41	40	3	2	2
A83	12	13	1	2	2
A84	28	32	1	2	2
A85	29	39	5	3	3
A86	5	11	3	4	4
A87	36	37	2	4	4
A88	49	50	10	12	12
A89	45	50	3	3	3
A90	44	42	1	2	2
A91	32	28	1	2	2
A92	34	26	5	5	5
A93	9	10	8	4	4
A94	20	21	4	7	7
A95	27	21	4	7	7
A96	27	35	6	4	4
A97	42	43	4	4	4
A98	21	13	3	6	6
A99	14	22	5	4	4
A100	42	36	2	3	3
A101	26	29	2	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	28	38	6
NrA2	32	24	5
NrA3	22	31	6
NrA4	5	18	9
NrA5	33	34	4
NrA6	40	41	3
NrA7	6	5	9
NrA8	21	22	5
NrA9	22	14	5
NrA10	19	18	1
NrA11	24	32	5
NrA12	4	10	3
NrA13	27	30	3
NrA14	18	29	5
NrA15	42	44	1
NrA16	11	19	1
NrA17	32	31	3
NrA18	19	20	3
NrA19	40	47	2
NrA20	10	9	8
NrA21	35	27	6
NrA22	33	29	6
NrA23	18	26	2
NrA24	13	14	2
NrA25	9	3	5
NrA26	11	12	3
NrA27	49	48	7
NrA28	34	40	1
NrA29	18	5	9
NrA30	3	9	5
NrA31	43	37	2
NrA32	34	30	1
NrA33	22	23	2
NrA34	39	29	5
NrA35	6	12	2
NrA36	3	2	6
NrA37	15	16	2
NrA38	14	13	2
NrA39	31	22	6
NrA40	10	4	3
NrA41	20	19	3
