Name:		mgval_0.25_2C
Optimal value:	-1
#Vehicles:	8
Capacity:	40
Depot Node:	1
#Nodes:		24
#Edges:		14
#Arcs:		35
#Required N:	12
#Required E:	10
#Required A:	26

ReN.	DEMAND	S. COST
N3	6	6
N6	9	9
N7	2	2
N11	7	7
N12	12	12
N15	2	2
N17	10	10
N18	3	3
N19	22	22
N20	3	3
N22	6	6
N24	9	9

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E5	20	21	5	11	11
E6	12	13	5	6	6
E7	9	10	8	12	12
E8	16	17	3	9	9
E9	4	5	8	9	9
E10	2	4	2	7	7
E11	5	10	8	15	15
E12	11	15	3	6	6
E13	1	2	4	6	6
E14	8	14	3	7	7

EDGE	FROM N.	TO N.	T. COST
NrE1	6	7	5
NrE2	3	4	3
NrE3	17	18	7
NrE4	19	22	5

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	13	17	1	3	3
A11	3	9	4	5	5
A12	16	12	8	9	9
A13	5	11	5	4	4
A14	23	24	12	8	8
A15	19	9	9	8	8
A16	3	1	5	4	4
A17	8	7	2	3	3
A18	14	18	2	2	2
A19	21	24	8	4	4
A20	15	16	6	4	4
A21	23	22	9	7	7
A22	20	10	4	7	7
A23	21	15	3	2	2
A24	16	15	6	4	4
A25	14	13	1	4	4
A26	17	13	1	3	3
A27	10	20	4	7	7
A28	10	11	11	6	6
A29	9	19	9	7	7
A30	1	3	5	4	4
A31	24	21	8	5	5
A32	9	3	4	6	6
A33	23	20	4	4	4
A34	12	11	4	7	7
A35	11	5	5	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	24	23	12
NrA2	22	23	9
NrA3	18	14	2
NrA4	19	20	9
NrA5	12	6	9
NrA6	20	23	4
NrA7	11	10	11
NrA8	7	8	2
NrA9	15	21	3
