Name:		mggdb_0.45_23
Optimal value:	-1
#Vehicles:	10
Capacity:	27
Depot Node:	1
#Nodes:		11
#Edges:		13
#Arcs:		84
#Required N:	9
#Required E:	7
#Required A:	23

ReN.	DEMAND	S. COST
N2	24	24
N3	15	15
N4	25	25
N5	2	2
N6	15	15
N7	14	14
N8	17	17
N9	20	20
N11	8	8

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E7	3	11	2	1	1
E8	1	8	1	4	4
E9	2	3	5	7	7
E10	2	5	8	6	6
E11	4	10	2	8	8
E12	8	10	5	8	8
E13	5	6	8	4	4

EDGE	FROM N.	TO N.	T. COST
NrE1	2	8	7
NrE2	3	9	4
NrE3	2	11	2
NrE4	9	11	7
NrE5	8	9	4
NrE6	2	10	7

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A15	1	2	1	7	7
A21	3	4	7	6	6
A22	5	8	4	3	3
A23	6	7	5	7	7
A24	7	11	4	3	3
A25	3	7	1	4	4
A26	1	5	3	9	9
A27	1	6	3	7	7
A28	1	10	2	5	5
A29	3	8	5	5	5
A30	6	11	4	2	2
A31	10	11	4	4	4
A32	3	6	4	1	1
A33	5	10	6	3	3
A34	4	5	2	1	1
A35	5	9	8	5	5
A36	6	9	6	3	3
A37	1	9	2	1	1
A38	1	7	2	8	8
A39	4	6	1	1	1
A40	1	3	7	1	1
A41	4	9	6	1	1
A42	7	10	6	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	8	11	6
NrA2	9	10	4
NrA3	4	7	5
NrA4	4	11	4
NrA5	7	9	1
NrA6	2	4	1
NrA7	5	7	5
NrA8	1	11	1
NrA9	2	7	3
NrA10	6	10	6
NrA11	1	4	1
NrA12	6	8	3
NrA13	4	8	7
NrA14	2	9	8
NrA16	3	10	2
NrA17	5	11	7
NrA18	7	8	2
NrA19	2	6	1
NrA20	3	5	1
NrA43	11	8	6
NrA44	10	9	4
NrA45	7	4	5
NrA46	11	4	4
NrA47	9	7	1
NrA48	4	2	1
NrA49	7	5	5
NrA50	11	1	1
NrA51	7	2	3
NrA52	10	6	6
NrA53	4	1	1
NrA54	8	6	3
NrA55	8	4	7
NrA56	9	2	8
NrA57	2	1	1
NrA58	10	3	2
NrA59	11	5	7
NrA60	8	7	2
NrA61	6	2	1
NrA62	5	3	1
NrA63	4	3	7
NrA64	8	5	4
NrA65	7	6	5
NrA66	11	7	4
NrA67	7	3	1
NrA68	5	1	3
NrA69	6	1	3
NrA70	10	1	2
NrA71	8	3	5
NrA72	11	6	4
NrA73	11	10	4
NrA74	6	3	4
NrA75	10	5	6
NrA76	5	4	2
NrA77	9	5	8
NrA78	9	6	6
NrA79	9	1	2
NrA80	7	1	2
NrA81	6	4	1
NrA82	3	1	7
NrA83	9	4	6
NrA84	10	7	6
