Name:		mgval_0.35_7C
Optimal value:	-1
#Vehicles:	9
Capacity:	65
Depot Node:	1
#Nodes:		40
#Edges:		28
#Arcs:		62
#Required N:	24
#Required E:	18
#Required A:	40

ReN.	DEMAND	S. COST
N2	3	3
N4	7	7
N5	7	7
N6	6	6
N7	3	3
N8	15	15
N10	15	15
N11	10	10
N12	8	8
N13	12	12
N16	4	4
N17	6	6
N18	8	8
N20	12	12
N23	7	7
N26	24	24
N27	9	9
N31	9	9
N33	16	16
N34	4	4
N35	4	4
N38	4	4
N39	3	3
N40	5	5

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E11	22	25	1	3	3
E12	20	23	3	8	8
E13	32	39	2	8	8
E14	12	17	4	8	8
E15	18	22	6	13	13
E16	8	14	7	10	10
E17	2	36	3	12	12
E18	14	15	4	7	7
E19	18	19	4	14	14
E20	29	30	3	12	12
E21	11	16	3	10	10
E22	1	35	4	12	12
E23	29	36	4	9	9
E24	24	25	2	5	5
E25	1	6	3	8	8
E26	33	34	3	8	8
E27	35	36	6	14	14
E28	3	7	2	3	3

EDGE	FROM N.	TO N.	T. COST
NrE1	23	24	2
NrE2	7	13	1
NrE3	26	34	5
NrE4	26	27	4
NrE5	1	33	4
NrE6	4	38	3
NrE7	13	19	6
NrE8	27	34	3
NrE9	31	38	4
NrE10	1	10	8

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A23	12	6	2	2	2
A24	8	40	5	8	8
A25	30	31	3	5	5
A26	18	13	2	3	3
A27	37	30	3	5	5
A28	27	28	3	5	5
A29	28	35	10	7	7
A30	9	10	2	3	3
A31	6	7	4	3	3
A32	21	20	2	3	3
A33	31	37	5	7	7
A34	7	6	4	4	4
A35	2	6	2	4	4
A36	37	3	4	3	3
A37	35	28	10	8	8
A38	38	37	2	2	2
A39	3	4	2	2	2
A40	1	11	3	6	6
A41	36	37	4	6	6
A42	32	31	5	12	12
A43	15	16	3	4	4
A44	39	38	7	5	5
A45	16	10	4	8	8
A46	2	3	5	9	9
A47	21	24	3	3	3
A48	15	9	2	9	9
A49	28	27	3	6	6
A50	5	39	2	3	3
A51	31	30	3	5	5
A52	13	18	2	2	2
A53	37	36	4	7	7
A54	24	21	3	3	3
A55	12	11	7	5	5
A56	26	33	5	7	7
A57	3	37	4	3	3
A58	1	40	4	5	5
A59	37	38	2	2	2
A60	9	8	5	6	6
A61	22	21	1	2	2
A62	21	22	1	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	39	5	2
NrA2	11	12	7
NrA3	17	13	2
NrA4	35	34	6
NrA5	12	13	6
NrA6	1	2	2
NrA7	40	1	4
NrA8	2	1	2
NrA9	6	12	2
NrA10	38	39	7
NrA11	11	1	3
NrA12	4	3	2
NrA13	20	17	6
NrA14	6	2	2
NrA15	10	9	2
NrA16	8	9	5
NrA17	33	26	5
NrA18	5	4	3
NrA19	16	15	3
NrA20	18	17	5
NrA21	1	8	4
NrA22	34	35	6
