Name:		mgval_0.35_2A
Optimal value:	286
#Vehicles:	2
Capacity:	180
Depot Node:	1
#Nodes:		24
#Edges:		16
#Arcs:		28
#Required N:	12
#Required E:	10
#Required A:	18

ReN.	DEMAND	S. COST
N2	7	7
N5	19	19
N6	6	6
N9	12	12
N10	7	7
N12	7	7
N13	6	6
N15	12	12
N16	9	9
N17	5	5
N20	14	14
N24	5	5

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E7	3	4	3	6	6
E8	8	14	3	7	7
E9	10	11	11	13	13
E10	17	18	7	10	10
E11	13	14	1	4	4
E12	22	23	9	13	13
E13	19	22	5	8	8
E14	12	13	5	6	6
E15	3	9	4	11	11
E16	1	2	4	6	6

EDGE	FROM N.	TO N.	T. COST
NrE1	13	17	1
NrE2	9	10	8
NrE3	5	10	8
NrE4	15	21	3
NrE5	15	16	6
NrE6	2	4	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A11	8	7	2	3	3
A12	18	14	2	5	5
A13	4	5	8	4	4
A14	11	5	5	4	4
A15	5	4	8	5	5
A16	21	24	8	4	4
A17	3	1	5	4	4
A18	15	11	3	6	6
A19	23	24	12	17	17
A20	12	16	8	4	4
A21	12	6	9	6	6
A22	1	3	5	4	4
A23	7	6	5	9	9
A24	19	9	9	15	15
A25	7	8	2	2	2
A26	19	20	9	14	14
A27	20	10	4	7	7
A28	23	20	4	4	4

ARC	FROM N.	TO N.	T. COST
NrA1	10	20	4
NrA2	24	21	8
NrA3	17	16	3
NrA4	12	11	4
NrA5	20	23	4
NrA6	16	17	3
NrA7	5	11	5
NrA8	16	12	8
NrA9	20	21	5
NrA10	6	12	9
