Name:		mggdb_0.30_12
Optimal value:	-1
#Vehicles:	7
Capacity:	35
Depot Node:	1
#Nodes:		13
#Edges:		5
#Arcs:		36
#Required N:	6
#Required E:	3
#Required A:	12

ReN.	DEMAND	S. COST
N2	24	24
N3	3	3
N4	15	15
N5	12	12
N9	9	9
N12	14	14

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E3	1	3	7	12	12
E4	4	11	30	16	16
E5	8	12	21	5	5

EDGE	FROM N.	TO N.	T. COST
NrE1	3	6	11
NrE2	1	5	19

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A7	11	12	19	15	15
A8	2	3	16	13	13
A9	1	2	5	7	7
A10	8	9	18	1	1
A11	10	11	15	14	14
A12	7	9	30	3	3
A13	6	12	17	4	4
A14	4	10	26	8	8
A15	6	10	13	14	14
A16	1	4	10	15	15
A17	2	8	14	7	7
A18	11	13	12	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	5	10	3
NrA2	9	13	8
NrA3	2	7	9
NrA4	2	6	8
NrA5	12	13	14
NrA6	4	5	11
NrA19	10	5	3
NrA20	13	9	8
NrA21	7	2	9
NrA22	6	2	8
NrA23	13	12	14
NrA24	5	4	11
NrA25	12	11	19
NrA26	3	2	16
NrA27	2	1	5
NrA28	9	8	18
NrA29	11	10	15
NrA30	9	7	30
NrA31	12	6	17
NrA32	10	4	26
NrA33	10	6	13
NrA34	4	1	10
NrA35	8	2	14
NrA36	13	11	12
