Name:		mggdb_0.35_12
Optimal value:	461
#Vehicles:	7
Capacity:	35
Depot Node:	1
#Nodes:		13
#Edges:		5
#Arcs:		36
#Required N:	6
#Required E:	3
#Required A:	11

ReN.	DEMAND	S. COST
N2	20	20
N3	3	3
N4	23	23
N5	12	12
N9	9	9
N11	15	15

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E3	2	7	9	16	16
E4	11	13	12	1	1
E5	6	10	13	14	14

EDGE	FROM N.	TO N.	T. COST
NrE1	2	3	16
NrE2	4	5	11

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A8	4	11	30	16	16
A9	6	12	17	4	4
A10	8	12	21	5	5
A11	1	4	10	15	15
A12	10	11	15	14	14
A13	7	9	30	3	3
A14	1	3	7	12	12
A15	1	2	5	7	7
A16	12	13	14	14	14
A17	2	6	8	8	8
A18	8	9	18	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	4	10	26
NrA2	11	12	19
NrA3	9	13	8
NrA4	1	5	19
NrA5	5	10	3
NrA6	2	8	14
NrA7	3	6	11
NrA19	10	4	26
NrA20	12	11	19
NrA21	13	9	8
NrA22	5	1	19
NrA23	10	5	3
NrA24	8	2	14
NrA25	6	3	11
NrA26	11	4	30
NrA27	12	6	17
NrA28	12	8	21
NrA29	4	1	10
NrA30	11	10	15
NrA31	9	7	30
NrA32	3	1	7
NrA33	2	1	5
NrA34	13	12	14
NrA35	6	2	8
NrA36	9	8	18
