Name:		mgval_0.25_1C
Optimal value:	-1
#Vehicles:	8
Capacity:	45
Depot Node:	1
#Nodes:		24
#Edges:		17
#Arcs:		36
#Required N:	12
#Required E:	12
#Required A:	27

ReN.	DEMAND	S. COST
N2	12	12
N3	11	11
N5	9	9
N8	4	4
N9	7	7
N12	5	5
N13	1	1
N14	5	5
N15	11	11
N16	4	4
N17	2	2
N22	9	9

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E6	7	13	4	5	5
E7	1	5	3	4	4
E8	14	18	3	8	8
E9	1	20	5	13	13
E10	12	16	3	5	5
E11	6	11	7	18	18
E12	7	8	4	12	12
E13	6	12	4	13	13
E14	23	24	2	4	4
E15	21	23	5	12	12
E16	13	14	5	10	10
E17	3	4	5	14	14

EDGE	FROM N.	TO N.	T. COST
NrE1	2	5	3
NrE2	5	11	4
NrE3	3	10	3
NrE4	3	9	2
NrE5	22	23	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	5	6	10	9	9
A11	7	6	3	6	6
A12	19	20	5	14	14
A13	10	2	2	3	3
A14	12	17	4	3	3
A15	4	5	4	1	1
A16	16	17	1	2	2
A17	2	4	1	2	2
A18	17	12	4	4	4
A19	1	11	7	6	6
A20	20	15	3	4	4
A21	17	16	1	2	2
A22	24	21	4	7	7
A23	11	1	7	6	6
A24	1	19	4	13	13
A25	19	9	5	7	7
A26	20	21	3	12	12
A27	6	7	3	6	6
A28	6	5	10	10	10
A29	17	13	2	2	2
A30	19	22	5	13	13
A31	21	15	6	7	7
A32	1	9	3	9	9
A33	5	4	4	2	2
A34	18	17	2	2	2
A35	21	24	4	6	6
A36	2	10	2	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	12	11	2
NrA2	15	21	6
NrA3	17	18	2
NrA4	16	15	2
NrA5	8	14	4
NrA6	15	20	3
NrA7	9	19	5
NrA8	13	17	2
NrA9	14	8	4
Name:		mgval_0.25_1C
Optimal value:	-1
#Vehicles:	8
Capacity:	45
Depot Node:	1
#Nodes:		24
#Edges:		17
#Arcs:		36
#Required N:	12
#Required E:	12
#Required A:	27

ReN.	DEMAND	S. COST
N2	12	12
N3	11	11
N5	9	9
N8	4	4
N9	7	7
N12	5	5
N13	1	1
N14	5	5
N15	11	11
N16	4	4
N17	2	2
N22	9	9

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E6	7	13	4	5	5
E7	1	5	3	4	4
E8	14	18	3	8	8
E9	1	20	5	13	13
E10	12	16	3	5	5
E11	6	11	7	18	18
E12	7	8	4	12	12
E13	6	12	4	13	13
E14	23	24	2	4	4
E15	21	23	5	12	12
E16	13	14	5	10	10
E17	3	4	5	14	14

EDGE	FROM N.	TO N.	T. COST
NrE1	2	5	3
NrE2	5	11	4
NrE3	3	10	3
NrE4	3	9	2
NrE5	22	23	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	5	6	10	9	9
A11	7	6	3	6	6
A12	19	20	5	14	14
A13	10	2	2	3	3
A14	12	17	4	3	3
A15	4	5	4	1	1
A16	16	17	1	2	2
A17	2	4	1	2	2
A18	17	12	4	4	4
A19	1	11	7	6	6
A20	20	15	3	4	4
A21	17	16	1	2	2
A22	24	21	4	7	7
A23	11	1	7	6	6
A24	1	19	4	13	13
A25	19	9	5	7	7
A26	20	21	3	12	12
A27	6	7	3	6	6
A28	6	5	10	10	10
A29	17	13	2	2	2
A30	19	22	5	13	13
A31	21	15	6	7	7
A32	1	9	3	9	9
A33	5	4	4	2	2
A34	18	17	2	2	2
A35	21	24	4	6	6
A36	2	10	2	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	12	11	2
NrA2	15	21	6
NrA3	17	18	2
NrA4	16	15	2
NrA5	8	14	4
NrA6	15	20	3
NrA7	9	19	5
NrA8	13	17	2
NrA9	14	8	4
