Name:		mgval_0.45_10A
Optimal value:	-1
#Vehicles:	3
Capacity:	250
Depot Node:	1
#Nodes:		50
#Edges:		32
#Arcs:		106
#Required N:	40
#Required E:	17
#Required A:	58

ReN.	DEMAND	S. COST
N2	23	23
N4	3	3
N5	14	14
N6	15	15
N7	9	9
N9	5	5
N11	5	5
N12	5	5
N13	11	11
N15	3	3
N16	3	3
N17	12	12
N18	16	16
N19	3	3
N20	6	6
N21	3	3
N22	22	22
N23	3	3
N24	7	7
N26	4	4
N27	16	16
N28	14	14
N29	9	9
N30	6	6
N31	14	14
N32	9	9
N33	10	10
N34	5	5
N36	3	3
N37	11	11
N38	17	17
N39	7	7
N40	5	5
N41	7	7
N42	3	3
N43	7	7
N44	3	3
N48	5	5
N49	5	5
N50	3	3

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E16	3	9	5	6	6
E17	41	49	2	4	4
E18	25	28	3	6	6
E19	40	41	3	4	4
E20	27	30	3	6	6
E21	23	31	3	10	10
E22	32	38	5	9	9
E23	8	14	3	7	7
E24	46	47	4	7	7
E25	20	21	4	7	7
E26	9	15	2	8	8
E27	1	6	2	7	7
E28	31	37	2	6	6
E29	40	47	2	3	3
E30	33	46	6	10	10
E31	15	23	1	6	6
E32	33	39	3	8	8

EDGE	FROM N.	TO N.	T. COST
NrE1	28	32	1
NrE2	22	31	6
NrE3	5	6	9
NrE4	26	29	2
NrE5	43	45	1
NrE6	33	34	4
NrE7	6	7	5
NrE8	27	36	8
NrE9	28	38	6
NrE10	17	25	7
NrE11	1	2	10
NrE12	2	3	6
NrE13	42	44	1
NrE14	6	13	3
NrE15	41	48	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A49	50	45	3	4	4
A50	50	49	10	6	6
A51	27	35	6	4	4
A52	50	44	5	4	4
A53	20	12	2	4	4
A54	43	42	4	5	5
A55	10	9	8	5	5
A56	14	22	5	4	4
A57	6	12	2	3	3
A58	26	18	2	5	5
A59	48	47	3	6	6
A60	10	4	3	3	3
A61	30	26	1	2	2
A62	11	12	3	2	2
A63	16	9	5	9	9
A64	15	16	2	7	7
A65	24	23	6	8	8
A66	45	38	7	5	5
A67	3	4	6	9	9
A68	36	42	2	3	3
A69	12	6	2	4	4
A70	37	36	2	4	4
A71	40	33	3	4	4
A72	49	50	10	6	6
A73	42	36	2	3	3
A74	44	49	4	5	5
A75	26	34	5	5	5
A76	26	19	1	3	3
A77	9	10	8	4	4
A78	19	11	1	8	8
A79	17	10	7	6	6
A80	24	16	3	4	4
A81	42	43	4	4	4
A82	12	11	3	3	3
A83	22	14	5	5	5
A84	1	5	7	4	4
A85	16	17	7	4	4
A86	26	30	1	1	1
A87	18	29	5	5	5
A88	45	50	3	3	3
A89	18	26	2	4	4
A90	43	37	2	4	4
A91	32	31	3	3	3
A92	35	36	3	3	3
A93	14	15	1	2	2
A94	19	20	3	9	9
A95	42	41	4	6	6
A96	24	32	5	5	5
A97	2	7	1	3	3
A98	8	7	2	3	3
A99	21	27	4	3	3
A100	5	11	3	4	4
A101	34	35	2	5	5
A102	30	34	1	5	5
A103	35	27	6	5	5
A104	7	2	1	4	4
A105	33	40	3	3	3
A106	10	17	7	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	22	23	2
NrA2	13	14	2
NrA3	29	18	5
NrA4	15	14	1
NrA5	19	26	1
NrA6	38	37	7
NrA7	22	21	5
NrA8	36	35	3
NrA9	44	50	5
NrA10	12	13	1
NrA11	21	13	3
NrA12	41	35	3
NrA13	40	34	1
NrA14	37	38	7
NrA15	9	8	3
NrA16	18	5	9
NrA17	37	32	3
NrA18	38	45	7
NrA19	18	19	1
NrA20	49	48	7
NrA21	27	21	4
NrA22	50	43	6
NrA23	11	5	3
NrA24	24	25	2
NrA25	32	37	3
NrA26	5	1	7
NrA27	43	50	6
NrA28	37	43	2
NrA29	34	26	5
NrA30	7	8	2
NrA31	32	24	5
NrA32	7	13	4
NrA33	4	10	3
NrA34	29	33	6
NrA35	16	24	3
NrA36	48	49	7
NrA37	17	16	7
NrA38	12	20	2
NrA39	31	27	7
NrA40	39	29	5
NrA41	13	21	3
NrA42	33	29	6
NrA43	13	12	1
NrA44	38	43	3
NrA45	31	32	3
NrA46	30	20	9
NrA47	20	30	9
NrA48	23	22	2
