Name:		BHW17
Optimal value:	-1
#Vehicles:	-1
Capacity:	120
Depot Node:	1
#Nodes:		140
#Edges:		0
#Arcs:		380
#Required N:	50
#Required E:	0
#Required A:	190

ReN.	DEMAND	S. COST
N54	19	19
N13	15	15
N53	23	23
N84	12	12
N67	22	22
N76	17	17
N118	23	23
N108	15	15
N31	17	17
N135	12	12
N26	17	17
N63	18	18
N115	34	34
N81	18	18
N72	25	25
N44	29	29
N66	30	30
N94	14	14
N12	34	34
N50	14	14
N60	15	15
N106	30	30
N101	27	27
N90	25	25
N45	11	11
N69	27	27
N41	18	18
N22	22	22
N136	27	27
N38	16	16
N5	32	32
N11	23	23
N123	31	31
N124	11	11
N119	13	13
N131	21	21
N39	25	25
N6	21	21
N51	28	28
N9	34	34
N83	28	28
N14	31	31
N59	16	16
N79	30	30
N139	18	18
N126	33	33
N109	16	16
N30	26	26
N35	34	34
N140	19	19

ReE.	From N.	To N.	T. COST	DEMAND	S. COST

EDGE	FROM N.	TO N.	T. COST

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A1	5	6	26	26	52
A2	6	7	21	21	42
A3	6	8	10	10	20
A4	8	9	37	37	74
A5	9	10	12	12	24
A6	8	11	48	48	96
A7	11	12	25	25	50
A8	12	13	12	12	24
A9	13	14	18	18	36
A10	10	15	13	13	26
A11	15	16	8	8	16
A12	15	17	13	13	26
A13	13	17	6	6	12
A14	13	16	12	12	24
A15	17	18	8	8	16
A16	18	19	6	6	12
A17	10	19	28	28	56
A18	12	20	34	34	68
A19	20	21	58	58	116
A20	20	22	10	10	20
A21	21	23	55	55	110
A22	20	24	33	33	66
A23	23	24	56	56	112
A24	24	25	10	10	20
A25	25	26	48	48	96
A26	23	26	20	20	40
A27	25	27	19	19	38
A28	27	28	6	6	12
A29	28	29	5	5	10
A30	28	30	5	5	10
A31	30	31	41	41	82
A32	26	31	12	12	24
A33	30	32	28	28	56
A34	29	33	52	52	104
A35	11	33	24	24	48
A36	34	139	49	49	98
A37	34	35	59	59	118
A38	35	36	4	4	8
A39	35	37	17	17	34
A40	36	37	20	20	40
A41	36	38	25	25	50
A42	38	39	6	6	12
A43	39	40	18	18	36
A44	40	41	12	12	24
A45	38	41	10	10	20
A46	41	47	99	99	198
A47	37	42	17	17	34
A48	42	43	5	5	10
A49	37	43	16	16	32
A50	43	44	31	31	62
A51	44	45	14	14	28
A52	34	45	4	4	8
A53	42	47	4	4	8
A54	46	47	7	7	14
A55	43	46	5	5	10
A56	33	139	13	13	26
A57	48	139	49	49	98
A58	48	49	10	10	20
A59	48	50	8	8	16
A60	50	51	30	30	60
A61	51	52	12	12	24
A62	52	53	12	12	24
A63	53	140	24	24	48
A64	49	140	24	24	48
A65	54	55	10	10	20
A66	55	56	4	4	8
A67	56	57	49	49	98
A68	57	58	20	20	40
A69	58	59	40	40	80
A70	59	60	18	18	36
A71	45	60	15	15	30
A72	60	61	35	35	70
A73	59	61	31	31	62
A74	49	61	13	13	26
A75	57	62	14	14	28
A76	62	63	7	7	14
A77	63	64	9	9	18
A78	64	65	15	15	30
A79	56	65	30	30	60
A80	62	66	37	37	74
A81	66	67	33	33	66
A82	67	68	9	9	18
A83	67	69	4	4	8
A84	69	70	8	8	16
A85	70	71	9	9	18
A86	69	71	6	6	12
A87	71	72	9	9	18
A88	72	73	18	18	36
A89	72	74	15	15	30
