Name:		mggdb_0.30_11
Optimal value:	-1
#Vehicles:	5
Capacity:	50
Depot Node:	1
#Nodes:		22
#Edges:		11
#Arcs:		68
#Required N:	13
#Required E:	7
#Required A:	23

ReN.	DEMAND	S. COST
N5	3	3
N7	3	3
N8	12	12
N9	13	13
N10	7	7
N11	6	6
N13	7	7
N15	3	3
N17	8	8
N18	3	3
N19	2	2
N20	8	8
N21	7	7

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E5	8	9	14	9	9
E6	3	21	2	1	1
E7	5	6	15	4	4
E8	8	12	5	2	2
E9	5	1	9	9	9
E10	6	11	3	5	5
E11	3	9	6	5	5

EDGE	FROM N.	TO N.	T. COST
NrE1	7	5	5
NrE2	19	20	6
NrE3	1	9	4
NrE4	13	14	5

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A12	7	4	11	5	5
A13	3	8	18	6	6
A14	13	22	6	2	2
A15	6	15	2	2	2
A16	14	15	15	9	9
A17	10	18	2	8	8
A18	12	17	2	9	9
A19	3	4	8	1	1
A20	16	17	7	6	6
A21	4	6	10	5	5
A22	1	10	13	1	1
A23	2	22	2	6	6
A24	1	11	12	3	3
A25	2	5	8	4	4
A26	9	10	19	3	3
A27	4	1	7	7	7
A28	2	3	15	1	1
A29	4	11	17	4	4
A30	2	4	18	5	5
A31	2	1	11	9	9
A32	7	2	6	8	8
A33	11	16	2	2	2
A34	7	13	2	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	15	16	3
NrA2	21	22	15
NrA3	11	12	7
NrA4	18	19	19
NrA5	5	14	2
NrA6	17	18	2
NrA7	1	8	9
NrA8	8	20	2
NrA9	20	21	6
NrA10	10	12	2
NrA11	9	19	2
NrA35	16	15	3
NrA36	22	21	15
NrA37	12	11	7
NrA38	19	18	19
NrA39	14	5	2
NrA40	18	17	2
NrA41	8	1	9
NrA42	20	8	2
NrA43	21	20	6
NrA44	12	10	2
NrA45	19	9	2
NrA46	4	7	11
NrA47	8	3	18
NrA48	22	13	6
NrA49	15	6	2
NrA50	15	14	15
NrA51	18	10	2
NrA52	17	12	2
NrA53	4	3	8
NrA54	17	16	7
NrA55	6	4	10
NrA56	10	1	13
NrA57	22	2	2
NrA58	11	1	12
NrA59	5	2	8
NrA60	10	9	19
NrA61	1	4	7
NrA62	3	2	15
NrA63	11	4	17
NrA64	4	2	18
NrA65	1	2	11
NrA66	2	7	6
NrA67	16	11	2
NrA68	13	7	2
