Name:		mgval_0.35_9B
Optimal value:	-1
#Vehicles:	4
Capacity:	175
Depot Node:	1
#Nodes:		50
#Edges:		44
#Arcs:		76
#Required N:	29
#Required E:	28
#Required A:	49

ReN.	DEMAND	S. COST
N3	2	2
N4	3	3
N5	5	5
N6	7	7
N8	5	5
N9	15	15
N10	17	17
N12	8	8
N13	5	5
N15	7	7
N17	14	14
N18	4	4
N21	4	4
N23	6	6
N24	3	3
N25	3	3
N26	6	6
N27	1	1
N28	12	12
N31	14	14
N33	7	7
N34	2	2
N35	11	11
N37	8	8
N38	9	9
N39	19	19
N42	5	5
N45	9	9
N48	10	10

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E17	7	12	2	8	8
E18	31	32	2	7	7
E19	34	42	4	10	10
E20	15	16	4	10	10
E21	41	42	2	4	4
E22	43	48	7	12	12
E23	16	17	3	7	7
E24	17	24	4	12	12
E25	15	24	2	4	4
E26	25	33	1	4	4
E27	32	40	2	4	4
E28	38	46	3	12	12
E29	45	46	2	4	4
E30	14	22	4	8	8
E31	40	47	3	10	10
E32	14	23	2	5	5
E33	3	4	3	6	6
E34	26	27	3	5	5
E35	6	11	3	6	6
E36	19	32	7	16	16
E37	10	17	4	8	8
E38	46	50	2	4	4
E39	14	15	3	5	5
E40	43	44	4	10	10
E41	3	6	4	7	7
E42	23	29	4	3	3
E43	11	12	2	5	5
E44	2	5	2	4	4

EDGE	FROM N.	TO N.	T. COST
NrE1	15	23	1
NrE2	1	10	4
NrE3	26	34	4
NrE4	42	43	2
NrE5	38	39	3
NrE6	1	9	3
NrE7	31	39	4
NrE8	37	44	3
NrE9	39	47	5
NrE10	10	11	2
NrE11	6	7	3
NrE12	12	19	4
NrE13	5	10	2
NrE14	35	36	2
NrE15	48	49	4
NrE16	28	36	5

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A28	50	49	2	4	4
A29	29	37	3	7	7
A30	30	29	1	2	2
A31	49	50	2	4	4
A32	5	1	3	12	12
A33	24	30	3	5	5
A34	18	11	3	5	5
A35	26	25	2	4	4
A36	22	21	2	2	2
A37	30	38	3	4	4
A38	17	18	1	1	1
A39	39	30	2	5	5
A40	21	13	1	2	2
A41	29	30	1	2	2
A42	7	4	3	3	3
A43	35	34	1	5	5
A44	23	22	5	4	4
A45	45	50	3	3	3
A46	22	13	4	5	5
A47	22	23	5	4	4
A48	21	22	2	2	2
A49	50	45	3	4	4
A50	13	9	4	12	12
A51	40	39	4	5	5
A52	13	21	1	1	1
A53	24	23	2	3	3
A54	20	25	3	2	2
A55	22	28	4	4	4
A56	1	16	4	6	6
A57	49	45	3	4	4
A58	30	17	6	7	7
A59	45	48	5	12	12
A60	16	1	4	6	6
A61	21	20	1	3	3
A62	29	24	2	3	3
A63	36	38	1	1	1
A64	41	33	4	6	6
A65	13	8	6	11	11
A66	6	5	2	4	4
A67	20	21	1	2	2
A68	2	3	2	1	1
A69	36	44	5	10	10
A70	11	18	3	4	4
A71	43	35	6	14	14
A72	15	1	4	4	4
A73	28	27	1	2	2
A74	5	6	2	4	4
A75	29	28	5	8	8
A76	38	37	2	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	18	19	1
NrA2	23	24	2
NrA3	38	36	1
NrA4	34	33	2
NrA5	21	26	2
NrA6	28	22	4
NrA7	35	27	2
NrA8	18	17	1
NrA9	9	8	5
NrA10	39	40	4
NrA11	13	22	4
NrA12	33	41	4
NrA13	45	49	3
NrA14	27	28	1
NrA15	9	14	1
NrA16	31	17	4
NrA17	8	9	5
NrA18	3	2	2
NrA19	17	31	4
NrA20	23	28	2
NrA21	25	20	3
NrA22	1	15	4
NrA23	4	7	3
NrA24	33	34	2
NrA25	45	44	2
NrA26	24	29	2
NrA27	17	30	6
