Name:		mgval_0.25_1B
Optimal value:	217
#Vehicles:	3
Capacity:	120
Depot Node:	1
#Nodes:		24
#Edges:		13
#Arcs:		38
#Required N:	10
#Required E:	9
#Required A:	28

ReN.	DEMAND	S. COST
N2	2	2
N4	3	3
N5	13	13
N7	12	12
N12	2	2
N13	8	8
N14	5	5
N15	7	7
N16	5	5
N21	7	7

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E5	1	11	7	12	12
E6	11	12	2	5	5
E7	1	20	5	13	13
E8	3	4	5	14	14
E9	6	7	3	12	12
E10	21	24	4	13	13
E11	19	22	5	13	13
E12	2	10	2	5	5
E13	20	21	3	12	12

EDGE	FROM N.	TO N.	T. COST
NrE1	5	11	4
NrE2	7	8	4
NrE3	4	5	4
NrE4	13	17	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A11	20	15	3	4	4
A12	20	19	5	7	7
A13	18	14	3	8	8
A14	6	5	10	19	19
A15	23	24	2	4	4
A16	14	8	4	5	5
A17	6	11	7	18	18
A18	10	3	3	4	4
A19	13	14	5	5	5
A20	15	20	3	4	4
A21	23	21	5	6	6
A22	23	22	2	5	5
A23	9	3	2	4	4
A24	19	1	4	13	13
A25	21	23	5	6	6
A26	3	10	3	3	3
A27	9	1	3	9	9
A28	17	12	4	7	7
A29	19	20	5	7	7
A30	8	14	4	4	4
A31	12	6	4	13	13
A32	17	18	2	4	4
A33	19	9	5	14	14
A34	5	2	3	6	6
A35	16	15	2	4	4
A36	22	23	2	4	4
A37	17	16	1	2	2
A38	2	5	3	6	6

ARC	FROM N.	TO N.	T. COST
NrA1	16	12	3
NrA2	2	4	1
NrA3	5	1	3
NrA4	14	13	5
NrA5	1	5	3
NrA6	21	15	6
NrA7	12	16	3
NrA8	16	17	1
NrA9	15	21	6
NrA10	13	7	4
Name:		mgval_0.25_1B
Optimal value:	217
#Vehicles:	3
Capacity:	120
Depot Node:	1
#Nodes:		24
#Edges:		13
#Arcs:		38
#Required N:	10
#Required E:	9
#Required A:	28

ReN.	DEMAND	S. COST
N2	2	2
N4	3	3
N5	13	13
N7	12	12
N12	2	2
N13	8	8
N14	5	5
N15	7	7
N16	5	5
N21	7	7

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E5	1	11	7	12	12
E6	11	12	2	5	5
E7	1	20	5	13	13
E8	3	4	5	14	14
E9	6	7	3	12	12
E10	21	24	4	13	13
E11	19	22	5	13	13
E12	2	10	2	5	5
E13	20	21	3	12	12

EDGE	FROM N.	TO N.	T. COST
NrE1	5	11	4
NrE2	7	8	4
NrE3	4	5	4
NrE4	13	17	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A11	20	15	3	4	4
A12	20	19	5	7	7
A13	18	14	3	8	8
A14	6	5	10	19	19
A15	23	24	2	4	4
A16	14	8	4	5	5
A17	6	11	7	18	18
A18	10	3	3	4	4
A19	13	14	5	5	5
A20	15	20	3	4	4
A21	23	21	5	6	6
A22	23	22	2	5	5
A23	9	3	2	4	4
A24	19	1	4	13	13
A25	21	23	5	6	6
A26	3	10	3	3	3
A27	9	1	3	9	9
A28	17	12	4	7	7
A29	19	20	5	7	7
A30	8	14	4	4	4
A31	12	6	4	13	13
A32	17	18	2	4	4
A33	19	9	5	14	14
A34	5	2	3	6	6
A35	16	15	2	4	4
A36	22	23	2	4	4
A37	17	16	1	2	2
A38	2	5	3	6	6

ARC	FROM N.	TO N.	T. COST
NrA1	16	12	3
NrA2	2	4	1
NrA3	5	1	3
NrA4	14	13	5
NrA5	1	5	3
NrA6	21	15	6
NrA7	12	16	3
NrA8	16	17	1
NrA9	15	21	6
NrA10	13	7	4
