Name:		mgval_0.30_5A
Optimal value:	445
#Vehicles:	3
Capacity:	220
Depot Node:	1
#Nodes:		34
#Edges:		22
#Arcs:		74
#Required N:	20
#Required E:	15
#Required A:	51

ReN.	DEMAND	S. COST
N3	8	8
N4	12	12
N6	5	5
N8	7	7
N10	3	3
N11	19	19
N13	10	10
N14	3	3
N15	4	4
N16	8	8
N18	22	22
N19	20	20
N20	11	11
N21	6	6
N23	5	5
N24	4	4
N27	22	22
N28	8	8
N30	7	7
N31	7	7

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E8	28	34	2	9	9
E9	21	22	5	8	8
E10	16	23	9	16	16
E11	10	11	8	12	12
E12	30	31	6	8	8
E13	8	9	7	8	8
E14	19	20	6	12	12
E15	6	18	9	18	18
E16	13	14	4	8	8
E17	4	11	10	15	15
E18	2	3	5	6	6
E19	9	10	3	7	7
E20	1	7	8	9	9
E21	6	7	9	12	12
E22	8	14	2	5	5

EDGE	FROM N.	TO N.	T. COST
NrE1	20	21	2
NrE2	16	17	5
NrE3	27	28	10
NrE4	11	24	15
NrE5	27	32	5
NrE6	28	33	3
NrE7	4	5	9

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A24	12	6	7	11	11
A25	4	3	3	4	4
A26	30	25	5	6	6
A27	29	25	7	5	5
A28	26	20	3	4	4
A29	17	24	9	13	13
A30	16	10	2	4	4
A31	19	18	7	7	7
A32	23	22	1	1	1
A33	22	15	9	15	15
A34	22	23	1	1	1
A35	7	13	5	3	3
A36	14	20	3	5	5
A37	15	14	1	3	3
A38	33	34	1	2	2
A39	2	8	8	6	6
A40	2	13	9	8	8
A41	26	25	9	8	8
A42	5	11	4	3	3
A43	9	3	6	4	4
A44	31	26	9	6	6
A45	22	28	4	4	4
A46	1	2	10	5	5
A47	34	24	10	8	8
A48	17	11	7	5	5
A49	11	17	7	4	4
A50	2	1	10	6	6
A51	28	23	5	3	3
A52	11	5	4	3	3
A53	34	33	1	2	2
A54	33	32	5	5	5
A55	24	34	10	8	8
A56	25	30	5	5	5
A57	25	29	7	4	4
A58	18	12	5	6	6
A59	27	21	7	11	11
A60	9	15	5	4	4
A61	26	27	4	2	2
A62	10	16	2	3	3
A63	28	22	4	4	4
A64	13	2	9	8	8
A65	16	15	5	9	9
A66	3	9	6	3	3
A67	32	33	5	5	5
A68	4	10	4	3	3
A69	25	26	9	8	8
A70	15	21	4	6	6
A71	3	4	3	3	3
A72	25	19	5	3	3
A73	26	31	9	6	6
A74	12	18	5	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	13	12	2
NrA2	23	28	5
NrA3	6	1	2
NrA4	18	19	7
NrA5	19	13	6
NrA6	20	26	3
NrA7	14	15	1
NrA8	10	4	4
NrA9	24	23	5
NrA10	3	10	2
NrA11	20	14	3
NrA12	8	2	8
NrA13	18	29	9
NrA14	30	29	4
NrA15	23	24	5
NrA16	31	32	3
NrA17	15	9	5
NrA18	1	6	2
NrA19	19	25	5
NrA20	27	26	4
NrA21	19	12	4
NrA22	21	15	4
NrA23	13	7	5
