Name:		mggdb_0.50_12
Optimal value:	445
#Vehicles:	7
Capacity:	35
Depot Node:	1
#Nodes:		13
#Edges:		5
#Arcs:		36
#Required N:	8
#Required E:	2
#Required A:	9

ReN.	DEMAND	S. COST
N2	27	27
N3	3	3
N4	30	30
N5	12	12
N9	9	9
N10	14	14
N11	15	15
N12	14	14

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	11	13	12	1	1
E5	2	6	8	8	8

EDGE	FROM N.	TO N.	T. COST
NrE1	10	11	15
NrE2	1	5	19
NrE3	1	4	10

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	4	10	26	8	8
A11	8	12	21	5	5
A12	2	7	9	16	16
A13	6	10	13	14	14
A14	6	12	17	4	4
A15	8	9	18	1	1
A16	4	11	30	16	16
A17	1	3	7	12	12
A18	7	9	30	3	3

ARC	FROM N.	TO N.	T. COST
NrA1	11	12	19
NrA2	1	2	5
NrA3	2	8	14
NrA4	3	6	11
NrA5	12	13	14
NrA6	2	3	16
NrA7	5	10	3
NrA8	4	5	11
NrA9	9	13	8
NrA19	12	11	19
NrA20	2	1	5
NrA21	8	2	14
NrA22	6	3	11
NrA23	13	12	14
NrA24	3	2	16
NrA25	10	5	3
NrA26	5	4	11
NrA27	13	9	8
NrA28	10	4	26
NrA29	12	8	21
NrA30	7	2	9
NrA31	10	6	13
NrA32	12	6	17
NrA33	9	8	18
NrA34	11	4	30
NrA35	3	1	7
NrA36	9	7	30
