Name:		mggdb_0.40_9
Optimal value:	-1
#Vehicles:	10
Capacity:	27
Depot Node:	1
#Nodes:		27
#Edges:		12
#Arcs:		78
#Required N:	15
#Required E:	7
#Required A:	23

ReN.	DEMAND	S. COST
N2	9	9
N3	12	12
N4	15	15
N5	9	9
N6	13	13
N7	7	7
N8	2	2
N10	5	5
N12	1	1
N14	8	8
N17	8	8
N18	7	7
N20	8	8
N21	4	4
N22	6	6

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E6	12	13	4	2	2
E7	18	21	2	9	9
E8	4	5	2	9	9
E9	22	25	3	4	4
E10	14	20	5	5	5
E11	1	15	8	5	5
E12	25	26	4	1	1

EDGE	FROM N.	TO N.	T. COST
NrE1	14	16	9
NrE2	1	3	7
NrE3	22	23	1
NrE4	10	11	5
NrE5	3	4	7

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A17	15	20	8	2	2
A18	8	9	6	5	5
A19	21	22	8	2	2
A20	23	26	3	2	2
A21	21	23	7	6	6
A22	5	9	3	3	3
A23	1	24	6	1	1
A24	4	19	3	1	1
A25	24	27	5	9	9
A26	2	1	3	2	2
A27	1	27	7	4	4
A28	13	14	4	1	1
A29	8	24	2	3	3
A30	6	9	6	9	9
A31	23	24	5	9	9
A32	3	8	6	8	8
A33	1	19	1	7	7
A34	16	17	9	1	1
A35	14	18	2	9	9
A36	3	6	4	3	3
A37	15	17	3	7	7
A38	26	27	3	8	8
A39	13	15	4	7	7

ARC	FROM N.	TO N.	T. COST
NrA1	4	6	7
NrA2	20	21	1
NrA3	2	12	1
NrA4	5	6	2
NrA5	4	12	1
NrA6	4	10	1
NrA7	18	25	3
NrA8	6	7	3
NrA9	14	21	5
NrA10	8	27	1
NrA11	1	17	5
NrA12	7	11	6
NrA13	6	8	6
NrA14	6	10	2
NrA15	12	19	2
NrA16	21	25	8
NrA40	6	4	7
NrA41	21	20	1
NrA42	12	2	1
NrA43	6	5	2
NrA44	12	4	1
NrA45	10	4	1
NrA46	25	18	3
NrA47	7	6	3
NrA48	21	14	5
NrA49	27	8	1
NrA50	17	1	5
NrA51	11	7	6
NrA52	8	6	6
NrA53	10	6	2
NrA54	19	12	2
NrA55	25	21	8
NrA56	20	15	8
NrA57	9	8	6
NrA58	22	21	8
NrA59	26	23	3
NrA60	23	21	7
NrA61	9	5	3
NrA62	24	1	6
NrA63	19	4	3
NrA64	27	24	5
NrA65	1	2	3
NrA66	27	1	7
NrA67	14	13	4
NrA68	24	8	2
NrA69	9	6	6
NrA70	24	23	5
NrA71	8	3	6
NrA72	19	1	1
NrA73	17	16	9
NrA74	18	14	2
NrA75	6	3	4
NrA76	17	15	3
NrA77	27	26	3
NrA78	15	13	4
