Name:		BHW14
Optimal value:	-1
#Vehicles:	-1
Capacity:	130
Depot Node:	1
#Nodes:		77
#Edges:		0
#Arcs:		196
#Required N:	25
#Required E:	0
#Required A:	196

ReN.	DEMAND	S. COST
N46	40	40
N32	38	38
N54	15	15
N2	15	15
N5	34	34
N66	47	47
N43	11	11
N60	40	40
N34	38	38
N44	13	13
N41	24	24
N22	15	15
N20	13	13
N27	19	19
N40	36	36
N39	41	41
N9	34	34
N59	47	47
N52	45	45
N23	17	17
N58	26	26
N65	50	50
N72	38	38
N75	34	34
N50	49	49

ReE.	From N.	To N.	T. COST	DEMAND	S. COST

EDGE	FROM N.	TO N.	T. COST

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A1	1	2	32	32	64
A2	2	3	14	14	28
A3	2	4	17	17	34
A4	4	5	56	56	112
A5	5	6	8	8	16
A6	5	7	6	6	12
A7	7	8	18	18	36
A8	8	9	26	26	52
A9	9	10	20	20	40
A10	10	11	12	12	24
A11	11	12	32	32	64
A12	12	16	29	29	58
A13	13	16	13	13	26
A14	13	14	7	7	14
A15	14	15	7	7	14
A16	13	77	12	12	24
A17	15	17	26	26	52
A18	15	18	38	38	76
A19	18	19	41	41	82
A20	19	20	32	32	64
A21	18	20	21	21	42
A22	19	21	38	38	76
A23	21	22	17	17	34
A24	22	75	24	24	48
A25	22	24	4	4	8
A26	24	25	27	27	54
A27	25	75	16	16	32
A28	25	26	17	17	34
A29	23	26	12	12	24
A30	26	27	15	15	30
A31	26	28	18	18	36
A32	28	29	16	16	32
A33	25	29	27	27	54
A34	30	31	14	14	28
A35	23	31	40	40	80
A36	31	32	58	58	116
A37	32	33	30	30	60
A38	32	34	43	43	86
A39	32	35	86	86	172
A40	33	36	27	27	54
A41	33	37	75	75	150
A42	37	38	8	8	16
A43	37	39	21	21	42
A44	39	40	5	5	10
A45	35	39	7	7	14
A46	35	41	15	15	30
A47	40	41	9	9	18
A48	41	42	18	18	36
A49	42	43	11	11	22
A50	43	44	78	78	156
A51	44	45	12	12	24
A52	45	46	12	12	24
A53	44	46	13	13	26
A54	46	47	33	33	66
A55	47	48	10	10	20
A56	11	48	79	79	158
A57	47	49	9	9	18
A58	49	50	8	8	16
A59	49	51	10	10	20
A60	50	52	2	2	4
A61	51	53	4	4	8
A62	52	53	4	4	8
A63	52	54	4	4	8
A64	24	53	24	24	48
A65	19	50	30	30	60
A66	55	56	6	6	12
A67	42	56	26	26	52
A68	42	57	14	14	28
A69	57	58	78	78	156
A70	58	59	25	25	50
A71	11	59	78	78	156
A72	58	60	33	33	66
A73	60	61	39	39	78
A74	60	62	23	23	46
A75	62	63	30	30	60
A76	63	64	9	9	18
A77	63	65	21	21	42
A78	62	66	16	16	32
A79	66	68	45	45	90
A80	58	69	32	32	64
A81	59	69	11	11	22
A82	4	69	75	75	150
A83	70	71	56	56	112
A84	71	72	6	6	12
A85	71	73	5	5	10
A86	72	73	5	5	10
A87	73	74	25	25	50
A88	18	72	92	92	184
A89	56	67	36	36	72
A90	23	75	17	17	34
A91	12	76	7	7	14
A92	20	76	8	8	16
A93	15	77	13	13	26
A94	76	77	35	35	70
A95	21	51	2	2	4
A96	44	59	28	28	56
A97	60	67	29	29	58
A98	62	67	31	31	62
A99	2	1	32	32	64
A100	3	2	14	14	28
A101	4	2	17	17	34
A102	5	4	56	56	112
