Name:		mgval_0.30_2B
Optimal value:	347
#Vehicles:	3
Capacity:	120
Depot Node:	1
#Nodes:		24
#Edges:		12
#Arcs:		40
#Required N:	13
#Required E:	8
#Required A:	28

ReN.	DEMAND	S. COST
N2	6	6
N4	13	13
N5	4	4
N9	11	11
N10	20	20
N13	6	6
N14	4	4
N16	5	5
N17	5	5
N20	11	11
N21	4	4
N23	8	8
N24	5	5

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E5	13	14	1	4	4
E6	6	7	5	9	9
E7	20	23	4	7	7
E8	11	15	3	6	6
E9	6	12	9	12	12
E10	15	16	6	8	8
E11	14	18	2	5	5
E12	16	17	3	9	9

EDGE	FROM N.	TO N.	T. COST
NrE1	10	20	4
NrE2	20	21	5
NrE3	4	5	8
NrE4	13	17	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A13	12	13	5	3	3
A14	10	5	8	8	8
A15	7	8	2	2	2
A16	23	22	9	7	7
A17	24	23	12	9	9
A18	1	2	4	3	3
A19	1	3	5	8	8
A20	11	12	4	3	3
A21	12	11	4	4	4
A22	15	21	3	2	2
A23	11	10	11	7	7
A24	10	11	11	6	6
A25	8	14	3	3	3
A26	9	19	9	7	7
A27	22	19	5	4	4
A28	9	10	8	6	6
A29	18	17	7	5	5
A30	19	20	9	14	14
A31	22	23	9	6	6
A32	8	7	2	3	3
A33	11	5	5	4	4
A34	19	22	5	4	4
A35	5	10	8	7	7
A36	12	16	8	4	4
A37	21	15	3	2	2
A38	19	9	9	8	8
A39	3	4	3	6	6
A40	13	12	5	3	3

ARC	FROM N.	TO N.	T. COST
NrA1	21	24	8
NrA2	24	21	8
NrA3	10	9	8
NrA4	5	11	5
NrA5	17	18	7
NrA6	14	8	3
NrA7	23	24	12
NrA8	2	1	4
NrA9	9	3	4
NrA10	4	2	2
NrA11	16	12	8
NrA12	2	4	2
