Name:		mggdb_0.25_9
Optimal value:	-1
#Vehicles:	10
Capacity:	27
Depot Node:	1
#Nodes:		27
#Edges:		12
#Arcs:		78
#Required N:	9
#Required E:	9
#Required A:	29

ReN.	DEMAND	S. COST
N2	2	2
N4	4	4
N6	9	9
N8	5	5
N10	5	5
N14	8	8
N16	1	1
N23	11	11
N26	8	8

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	1	3	7	8	8
E5	2	12	1	9	9
E6	3	8	6	8	8
E7	14	20	5	5	5
E8	13	14	4	1	1
E9	15	20	8	2	2
E10	21	23	7	6	6
E11	3	4	7	4	4
E12	21	25	8	4	4

EDGE	FROM N.	TO N.	T. COST
NrE1	16	17	9
NrE2	6	7	3
NrE3	8	27	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A11	1	19	1	7	7
A12	4	12	1	2	2
A13	5	9	3	3	3
A14	4	6	7	9	9
A15	24	27	5	9	9
A16	7	11	6	7	7
A17	21	22	8	2	2
A18	1	27	7	4	4
A19	15	17	3	7	7
A20	5	6	2	9	9
A21	4	19	3	1	1
A22	1	15	8	5	5
A23	1	24	6	1	1
A24	20	21	1	8	8
A25	4	5	2	9	9
A26	18	21	2	9	9
A27	22	23	1	6	6
A28	3	6	4	3	3
A29	8	9	6	5	5
A30	22	25	3	4	4
A31	6	9	6	9	9
A32	12	19	2	1	1
A33	18	25	3	7	7
A34	1	17	5	8	8
A35	12	13	4	2	2
A36	14	18	2	9	9
A37	6	8	6	4	4
A38	25	26	4	1	1
A39	13	15	4	7	7

ARC	FROM N.	TO N.	T. COST
NrA1	10	11	5
NrA2	14	16	9
NrA3	26	27	3
NrA4	2	1	3
NrA5	23	26	3
NrA6	23	24	5
NrA7	14	21	5
NrA8	4	10	1
NrA9	6	10	2
NrA10	8	24	2
NrA40	11	10	5
NrA41	16	14	9
NrA42	27	26	3
NrA43	1	2	3
NrA44	26	23	3
NrA45	24	23	5
NrA46	21	14	5
NrA47	10	4	1
NrA48	10	6	2
NrA49	24	8	2
NrA50	19	1	1
NrA51	12	4	1
NrA52	9	5	3
NrA53	6	4	7
NrA54	27	24	5
NrA55	11	7	6
NrA56	22	21	8
NrA57	27	1	7
NrA58	17	15	3
NrA59	6	5	2
NrA60	19	4	3
NrA61	15	1	8
NrA62	24	1	6
NrA63	21	20	1
NrA64	5	4	2
NrA65	21	18	2
NrA66	23	22	1
NrA67	6	3	4
NrA68	9	8	6
NrA69	25	22	3
NrA70	9	6	6
NrA71	19	12	2
NrA72	25	18	3
NrA73	17	1	5
NrA74	13	12	4
NrA75	18	14	2
NrA76	8	6	6
NrA77	26	25	4
NrA78	15	13	4
