Name:		mggdb_0.35_2
Optimal value:	284
#Vehicles:	6
Capacity:	5
Depot Node:	1
#Nodes:		12
#Edges:		6
#Arcs:		40
#Required N:	6
#Required E:	3
#Required A:	13

ReN.	DEMAND	S. COST
N2	2	2
N4	1	1
N6	1	1
N7	2	2
N8	2	2
N10	2	2

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	5	11	20	1	1
E5	3	5	5	1	1
E6	5	6	7	1	1

EDGE	FROM N.	TO N.	T. COST
NrE1	2	9	2
NrE2	8	10	3
NrE3	6	7	4

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A8	1	4	17	1	1
A9	7	10	9	1	1
A10	2	4	9	1	1
A11	1	7	19	1	1
A12	3	4	20	1	1
A13	1	2	13	1	1
A14	5	12	11	1	1
A15	9	10	16	1	1
A16	1	9	11	1	1
A17	6	8	14	1	1
A18	6	12	3	1	1
A19	1	12	4	1	1
A20	9	11	14	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	8	11	10
NrA2	1	10	19
NrA3	10	11	12
NrA4	4	12	5
NrA5	7	8	8
NrA6	2	3	18
NrA7	7	12	18
NrA21	11	8	10
NrA22	10	1	19
NrA23	11	10	12
NrA24	12	4	5
NrA25	8	7	8
NrA26	3	2	18
NrA27	12	7	18
NrA28	4	1	17
NrA29	10	7	9
NrA30	4	2	9
NrA31	7	1	19
NrA32	4	3	20
NrA33	2	1	13
NrA34	12	5	11
NrA35	10	9	16
NrA36	9	1	11
NrA37	8	6	14
NrA38	12	6	3
NrA39	12	1	4
NrA40	11	9	14
