Name:		mgval_0.30_6C
Optimal value:	-1
#Vehicles:	10
Capacity:	50
Depot Node:	1
#Nodes:		31
#Edges:		23
#Arcs:		45
#Required N:	17
#Required E:	16
#Required A:	31

ReN.	DEMAND	S. COST
N2	14	14
N3	5	5
N4	1	1
N5	2	2
N6	4	4
N7	13	13
N8	12	12
N12	3	3
N14	3	3
N15	8	8
N16	4	4
N18	7	7
N19	17	17
N25	12	12
N26	9	9
N27	8	8
N30	11	11

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E8	13	19	6	14	14
E9	21	22	4	14	14
E10	3	4	5	12	12
E11	23	24	3	10	10
E12	20	22	5	11	11
E13	19	21	3	8	8
E14	24	27	2	5	5
E15	23	25	3	7	7
E16	4	13	3	8	8
E17	1	31	3	4	4
E18	28	31	3	4	4
E19	8	12	8	14	14
E20	10	11	4	10	10
E21	6	31	3	9	9
E22	29	31	2	5	5
E23	9	13	6	9	9

EDGE	FROM N.	TO N.	T. COST
NrE1	3	9	2
NrE2	8	9	7
NrE3	27	29	2
NrE4	1	7	10
NrE5	2	8	6
NrE6	15	16	3
NrE7	26	27	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A15	5	10	4	5	5
A16	19	22	2	9	9
A17	1	30	4	6	6
A18	23	26	2	6	6
A19	7	6	3	9	9
A20	14	10	1	2	2
A21	6	11	2	6	6
A22	28	26	5	7	7
A23	11	6	2	6	6
A24	5	6	3	4	4
A25	9	4	9	2	2
A26	10	14	1	2	2
A27	11	12	5	4	4
A28	3	2	1	7	7
A29	10	5	4	5	5
A30	12	11	5	5	5
A31	2	3	1	7	7
A32	18	12	5	6	6
A33	7	8	3	14	14
A34	21	18	3	4	4
A35	13	12	4	4	4
A36	17	16	2	5	5
A37	12	18	5	6	6
A38	31	5	1	2	2
A39	10	16	2	8	8
A40	29	28	3	9	9
A41	15	14	5	4	4
A42	1	2	2	2	2
A43	17	11	4	10	10
A44	2	1	2	3	3
A45	29	30	7	5	5

ARC	FROM N.	TO N.	T. COST
NrA1	19	20	4
NrA2	12	13	4
NrA3	18	19	5
NrA4	18	21	3
NrA5	16	17	2
NrA6	30	29	7
NrA7	6	5	3
NrA8	30	1	4
NrA9	26	28	5
NrA10	14	15	5
NrA11	25	28	5
NrA12	4	9	9
NrA13	5	31	1
NrA14	19	18	5
