Name:		BHW12
Optimal value:	-1
#Vehicles:	-1
Capacity:	150
Depot Node:	1
#Nodes:		140
#Edges:		0
#Arcs:		380
#Required N:	40
#Required E:	0
#Required A:	75

ReN.	DEMAND	S. COST
N36	43	43
N48	42	42
N125	25	25
N38	13	13
N5	21	21
N49	28	28
N20	41	41
N103	21	21
N82	17	17
N37	46	46
N61	33	33
N113	32	32
N80	35	35
N13	35	35
N11	19	19
N42	16	16
N134	33	33
N46	20	20
N30	35	35
N54	40	40
N25	34	34
N62	11	11
N88	20	20
N139	40	40
N92	40	40
N84	20	20
N135	50	50
N10	11	11
N124	27	27
N114	45	45
N16	29	29
N6	48	48
N43	38	38
N15	15	15
N76	26	26
N64	36	36
N78	40	40
N118	14	14
N29	21	21
N70	29	29

ReE.	From N.	To N.	T. COST	DEMAND	S. COST

EDGE	FROM N.	TO N.	T. COST

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A1	5	6	26	26	52
A2	6	8	10	10	20
A3	8	9	37	37	74
A4	8	11	48	48	96
A5	11	12	25	25	50
A6	12	13	12	12	24
A7	13	14	18	18	36
A8	20	22	10	10	20
A9	20	24	33	33	66
A10	24	25	10	10	20
A11	25	27	19	19	38
A12	27	28	6	6	12
A13	28	29	5	5	10
A14	28	30	5	5	10
A15	30	32	28	28	56
A16	11	33	24	24	48
A17	34	139	49	49	98
A18	36	37	20	20	40
A19	36	38	25	25	50
A20	38	39	6	6	12
A21	39	40	18	18	36
A22	37	43	16	16	32
A23	43	44	31	31	62
A24	44	45	14	14	28
A25	34	45	4	4	8
A26	43	46	5	5	10
A27	33	139	13	13	26
A28	48	49	10	10	20
A29	49	140	24	24	48
A30	54	55	10	10	20
A31	55	56	4	4	8
A32	62	63	7	7	14
A33	63	64	9	9	18
A34	64	65	15	15	30
A35	62	66	37	37	74
A36	66	67	33	33	66
A37	67	68	9	9	18
A38	67	69	4	4	8
A39	69	71	6	6	12
A40	71	72	9	9	18
A41	72	73	18	18	36
A42	44	73	36	36	72
A43	46	77	16	16	32
A44	77	78	15	15	30
A45	78	79	12	12	24
A46	79	80	12	12	24
A47	80	82	16	16	32
A48	82	84	13	13	26
A49	84	85	10	10	20
A50	85	86	20	20	40
A51	86	87	4	4	8
A52	95	96	8	8	16
A53	96	97	17	17	34
A54	97	98	3	3	6
A55	102	104	21	21	42
A56	104	105	6	6	12
A57	105	106	15	15	30
A58	106	107	28	28	56
A59	107	108	25	25	50
A60	108	109	103	103	206
A61	107	110	8	8	16
A62	110	111	7	7	14
A63	110	112	13	13	26
A64	107	112	13	13	26
A65	112	113	4	4	8
A66	113	114	12	12	24
A67	1	116	18	18	36
A68	116	117	19	19	38
A69	2	117	16	16	32
A70	117	119	24	24	48
A71	114	118	58	58	116
A72	124	126	11	11	22
A73	126	130	35	35	70
A74	55	140	14	14	28
A75	11	27	50	50	100

ARC	FROM N.	TO N.	T. COST
NrA1	6	7	21
NrA2	9	10	12
NrA3	10	15	13
NrA4	15	16	8
NrA5	15	17	13
NrA6	13	17	6
NrA7	13	16	12
NrA8	17	18	8
NrA9	18	19	6
NrA10	10	19	28
NrA11	12	20	34
NrA12	20	21	58
NrA13	21	23	55
NrA14	23	24	56
NrA15	25	26	48
NrA16	23	26	20
NrA17	30	31	41
NrA18	26	31	12
NrA19	29	33	52
NrA20	34	35	59
NrA21	35	36	4
