Name:		mggdb_0.25_8
Optimal value:	-1
#Vehicles:	10
Capacity:	27
Depot Node:	1
#Nodes:		27
#Edges:		11
#Arcs:		70
#Required N:	11
#Required E:	8
#Required A:	26

ReN.	DEMAND	S. COST
N2	9	9
N3	8	8
N4	9	9
N5	9	9
N6	4	4
N10	5	5
N14	3	3
N16	1	1
N18	9	9
N21	8	8
N26	8	8

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E4	2	1	3	2	2
E5	1	27	7	4	4
E6	4	10	1	4	4
E7	5	9	3	3	3
E8	4	6	7	9	9
E9	1	15	8	5	5
E10	22	23	1	6	6
E11	1	17	5	8	8

EDGE	FROM N.	TO N.	T. COST
NrE1	6	8	6
NrE2	18	21	2
NrE3	2	12	1

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A10	13	15	4	7	7
A11	1	24	6	1	1
A12	23	26	3	2	2
A13	15	17	3	7	7
A14	6	7	3	1	1
A15	25	26	4	1	1
A16	14	18	2	9	9
A17	6	10	2	8	8
A18	14	20	5	5	5
A19	3	6	4	3	3
A20	12	13	4	2	2
A21	14	21	5	5	5
A22	13	14	4	1	1
A23	15	20	8	2	2
A24	3	4	7	4	4
A25	1	19	1	7	7
A26	7	11	6	7	7
A27	18	25	3	7	7
A28	8	9	6	5	5
A29	22	25	3	4	4
A30	20	21	1	8	8
A31	6	9	6	9	9
A32	24	27	5	9	9
A33	3	8	6	8	8
A34	21	25	8	4	4
A35	23	24	5	9	9

ARC	FROM N.	TO N.	T. COST
NrA1	16	17	9
NrA2	1	3	7
NrA3	10	11	5
NrA4	5	6	2
NrA5	4	5	2
NrA6	14	16	9
NrA7	21	23	7
NrA8	21	22	8
NrA9	26	27	3
NrA36	17	16	9
NrA37	3	1	7
NrA38	11	10	5
NrA39	6	5	2
NrA40	5	4	2
NrA41	16	14	9
NrA42	23	21	7
NrA43	22	21	8
NrA44	27	26	3
NrA45	15	13	4
NrA46	24	1	6
NrA47	26	23	3
NrA48	17	15	3
NrA49	7	6	3
NrA50	26	25	4
NrA51	18	14	2
NrA52	10	6	2
NrA53	20	14	5
NrA54	6	3	4
NrA55	13	12	4
NrA56	21	14	5
NrA57	14	13	4
NrA58	20	15	8
NrA59	4	3	7
NrA60	19	1	1
NrA61	11	7	6
NrA62	25	18	3
NrA63	9	8	6
NrA64	25	22	3
NrA65	21	20	1
NrA66	9	6	6
NrA67	27	24	5
NrA68	8	3	6
NrA69	25	21	8
NrA70	24	23	5
