Name:		mgval_0.30_3C
Optimal value:	-1
#Vehicles:	7
Capacity:	20
Depot Node:	1
#Nodes:		24
#Edges:		18
#Arcs:		25
#Required N:	12
#Required E:	12
#Required A:	17

ReN.	DEMAND	S. COST
N2	1	1
N3	3	3
N4	2	2
N5	13	13
N8	3	3
N9	1	1
N10	4	4
N11	4	4
N15	1	1
N17	1	1
N19	2	2
N21	3	3

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E7	3	4	2	4	4
E8	16	17	4	4	4
E9	9	19	1	3	3
E10	15	21	1	4	4
E11	8	14	3	7	7
E12	9	10	2	2	2
E13	6	7	3	5	5
E14	10	11	3	5	5
E15	14	18	3	6	6
E16	1	2	2	4	4
E17	22	23	3	4	4
E18	13	17	3	5	5

EDGE	FROM N.	TO N.	T. COST
NrE1	11	15	1
NrE2	21	24	1
NrE3	1	3	1
NrE4	5	10	2
NrE5	10	20	2
NrE6	5	11	4

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A9	13	12	1	1	1
A10	23	24	1	5	5
A11	16	15	1	2	2
A12	23	20	1	2	2
A13	12	6	1	2	2
A14	6	12	1	1	1
A15	22	19	3	7	7
A16	7	8	1	3	3
A17	12	11	1	2	2
A18	4	5	2	6	6
A19	21	20	2	4	4
A20	11	12	1	1	1
A21	13	14	2	4	4
A22	12	13	1	1	1
A23	20	23	1	2	2
A24	18	17	1	2	2
A25	16	12	1	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	5	6	3
NrA2	15	16	1
NrA3	19	20	1
NrA4	8	7	1
NrA5	2	4	1
NrA6	4	2	1
NrA7	9	3	1
NrA8	17	18	1
