Name:		mgval_0.40_9C
Optimal value:	-1
#Vehicles:	5
Capacity:	140
Depot Node:	1
#Nodes:		50
#Edges:		42
#Arcs:		83
#Required N:	30
#Required E:	25
#Required A:	49

ReN.	DEMAND	S. COST
N2	3	3
N3	3	3
N4	3	3
N5	14	14
N7	4	4
N9	7	7
N10	10	10
N11	14	14
N12	4	4
N13	16	16
N14	15	15
N15	18	18
N16	12	12
N17	34	34
N19	17	17
N20	5	5
N22	2	2
N23	12	12
N26	5	5
N27	11	11
N29	12	12
N32	4	4
N36	10	10
N38	7	7
N40	10	10
N41	4	4
N43	17	17
N45	7	7
N49	4	4
N50	8	8

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E18	6	7	3	7	7
E19	33	41	4	11	11
E20	8	9	5	10	10
E21	1	10	4	13	13
E22	34	35	1	5	5
E23	32	40	2	4	4
E24	39	47	5	14	14
E25	31	39	4	6	6
E26	29	30	1	4	4
E27	45	48	5	12	12
E28	25	26	2	4	4
E29	5	10	2	5	5
E30	37	44	3	8	8
E31	22	28	4	8	8
E32	37	38	2	5	5
E33	38	46	3	12	12
E34	9	14	1	3	3
E35	44	45	2	5	5
E36	30	38	3	4	4
E37	25	33	1	4	4
E38	48	49	4	10	10
E39	16	17	3	7	7
E40	11	12	2	5	5
E41	4	7	3	6	6
E42	33	34	2	4	4

EDGE	FROM N.	TO N.	T. COST
NrE1	1	16	4
NrE2	29	37	3
NrE3	27	35	2
NrE4	17	24	4
NrE5	10	17	4
NrE6	36	44	5
NrE7	38	39	3
NrE8	13	22	4
NrE9	5	6	2
NrE10	40	47	3
NrE11	14	15	3
NrE12	17	31	4
NrE13	23	28	2
NrE14	43	48	7
NrE15	15	16	4
NrE16	19	32	7
NrE17	1	9	3

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A35	12	19	4	4	4
A36	23	29	4	1	1
A37	49	50	2	4	4
A38	13	9	4	12	12
A39	30	17	6	7	7
A40	42	34	4	5	5
A41	30	39	2	5	5
A42	21	13	1	2	2
A43	2	5	2	2	2
A44	13	21	1	1	1
A45	34	26	4	3	3
A46	28	29	5	8	8
A47	18	17	1	3	3
A48	36	35	2	2	2
A49	15	24	2	4	4
A50	35	36	2	2	2
A51	28	36	5	4	4
A52	31	32	2	3	3
A53	23	24	2	2	2
A54	6	11	3	3	3
A55	44	43	4	5	5
A56	39	40	4	5	5
A57	15	23	1	1	1
A58	8	13	6	5	5
A59	24	29	2	3	3
A60	34	42	4	5	5
A61	5	2	2	2	2
A62	20	25	3	2	2
A63	25	20	3	3	3
A64	24	23	2	3	3
A65	43	35	6	14	14
A66	5	1	3	6	6
A67	45	46	2	2	2
A68	36	38	1	3	3
A69	40	39	4	5	5
A70	36	28	5	4	4
A71	30	24	3	5	5
A72	21	26	2	4	4
A73	28	27	1	2	2
A74	23	14	2	3	3
A75	43	42	2	3	3
A76	18	19	1	1	1
A77	42	43	2	2	2
A78	50	49	2	4	4
A79	23	15	1	2	2
A80	3	6	4	7	7
A81	46	45	2	2	2
A82	19	12	4	4	4
A83	21	22	2	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	26	27	3
NrA2	14	22	4
NrA3	12	7	2
NrA4	1	5	3
NrA5	15	1	4
NrA6	32	31	2
NrA7	22	21	2
NrA8	29	24	2
NrA9	1	15	4
NrA10	27	26	3
NrA11	49	45	3
NrA12	50	46	2
NrA13	7	12	2
NrA14	29	23	4
NrA15	10	11	2
NrA16	3	4	3
NrA17	11	18	3
NrA18	45	50	3
NrA19	14	23	2
NrA20	27	28	1
NrA21	45	49	3
NrA22	11	10	2
NrA23	43	44	4
NrA24	2	3	2
NrA25	17	30	6
NrA26	20	21	1
NrA27	11	6	3
NrA28	13	8	6
NrA29	50	45	3
NrA30	26	34	4
NrA31	19	18	1
NrA32	41	42	2
NrA33	4	3	3
NrA34	23	22	5
