Name:		mggdb_0.50_9
Optimal value:	-1
#Vehicles:	10
Capacity:	27
Depot Node:	1
#Nodes:		27
#Edges:		12
#Arcs:		78
#Required N:	16
#Required E:	6
#Required A:	19

ReN.	DEMAND	S. COST
N2	9	9
N3	16	16
N4	12	12
N5	9	9
N6	18	18
N8	7	7
N12	2	2
N13	1	1
N14	12	12
N15	7	7
N20	8	8
N21	10	10
N22	4	4
N23	2	2
N24	10	10
N27	4	4

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E7	7	11	6	7	7
E8	14	21	5	5	5
E9	22	23	1	6	6
E10	1	17	5	8	8
E11	15	17	3	7	7
E12	21	22	8	2	2

EDGE	FROM N.	TO N.	T. COST
NrE1	1	3	7
NrE2	23	26	3
NrE3	21	25	8
NrE4	4	5	2
NrE5	1	24	6
NrE6	5	6	2

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A21	4	6	7	9	9
A22	18	25	3	7	7
A23	16	17	9	1	1
A24	12	19	2	1	1
A25	26	27	3	8	8
A26	3	4	7	4	4
A27	23	24	5	9	9
A28	3	6	4	3	3
A29	6	8	6	4	4
A30	5	9	3	3	3
A31	1	19	1	7	7
A32	18	21	2	9	9
A33	13	15	4	7	7
A34	2	1	3	2	2
A35	4	10	1	4	4
A36	8	24	2	3	3
A37	10	11	5	5	5
A38	14	20	5	5	5
A39	25	26	4	1	1

ARC	FROM N.	TO N.	T. COST
NrA1	6	7	3
NrA2	15	20	8
NrA3	3	8	6
NrA4	14	16	9
NrA5	12	13	4
NrA6	6	10	2
NrA7	13	14	4
NrA8	22	25	3
NrA9	4	12	1
NrA10	1	15	8
NrA11	8	9	6
NrA12	14	18	2
NrA13	20	21	1
NrA14	6	9	6
NrA15	24	27	5
NrA16	4	19	3
NrA17	21	23	7
NrA18	8	27	1
NrA19	1	27	7
NrA20	2	12	1
NrA40	7	6	3
NrA41	20	15	8
NrA42	8	3	6
NrA43	16	14	9
NrA44	13	12	4
NrA45	10	6	2
NrA46	14	13	4
NrA47	25	22	3
NrA48	12	4	1
NrA49	15	1	8
NrA50	9	8	6
NrA51	18	14	2
NrA52	21	20	1
NrA53	9	6	6
NrA54	27	24	5
NrA55	19	4	3
NrA56	23	21	7
NrA57	27	8	1
NrA58	27	1	7
NrA59	12	2	1
NrA60	6	4	7
NrA61	25	18	3
NrA62	17	16	9
NrA63	19	12	2
NrA64	27	26	3
NrA65	4	3	7
NrA66	24	23	5
NrA67	6	3	4
NrA68	8	6	6
NrA69	9	5	3
NrA70	19	1	1
NrA71	21	18	2
NrA72	15	13	4
NrA73	1	2	3
NrA74	10	4	1
NrA75	24	8	2
NrA76	11	10	5
NrA77	20	14	5
NrA78	26	25	4
