Name:		mgval_0.45_9C
Optimal value:	-1
#Vehicles:	5
Capacity:	140
Depot Node:	1
#Nodes:		50
#Edges:		42
#Arcs:		83
#Required N:	34
#Required E:	23
#Required A:	45

ReN.	DEMAND	S. COST
N2	2	2
N3	10	10
N4	3	3
N5	20	20
N10	21	21
N11	19	19
N12	4	4
N13	18	18
N14	8	8
N15	13	13
N16	7	7
N17	19	19
N18	1	1
N19	17	17
N22	10	10
N23	11	11
N24	3	3
N25	7	7
N26	3	3
N27	8	8
N28	12	12
N29	11	11
N30	4	4
N33	4	4
N36	10	10
N37	5	5
N38	19	19
N39	5	5
N41	4	4
N43	15	15
N44	5	5
N45	3	3
N49	4	4
N50	8	8

ReE.	FROM N.	TO N.	T. COST	DEMAND	S. COST
E20	17	31	4	15	15
E21	33	41	4	11	11
E22	32	40	2	4	4
E23	8	9	5	10	10
E24	48	49	4	10	10
E25	34	35	1	5	5
E26	9	14	1	3	3
E27	23	28	2	4	4
E28	45	48	5	12	12
E29	37	44	3	8	8
E30	31	39	4	6	6
E31	39	47	5	14	14
E32	40	47	3	10	10
E33	4	7	3	6	6
E34	5	10	2	5	5
E35	13	22	4	10	10
E36	25	33	1	4	4
E37	15	16	4	10	10
E38	44	45	2	5	5
E39	14	15	3	5	5
E40	1	16	4	12	12
E41	6	7	3	7	7
E42	1	9	3	7	7

EDGE	FROM N.	TO N.	T. COST
NrE1	29	37	3
NrE2	11	12	2
NrE3	25	26	2
NrE4	43	48	7
NrE5	38	39	3
NrE6	22	28	4
NrE7	27	35	2
NrE8	33	34	2
NrE9	1	10	4
NrE10	37	38	2
NrE11	16	17	3
NrE12	30	38	3
NrE13	10	17	4
NrE14	5	6	2
NrE15	19	32	7
NrE16	29	30	1
NrE17	38	46	3
NrE18	36	44	5
NrE19	17	24	4

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST
A39	29	23	4	2	2
A40	42	43	2	2	2
A41	29	24	2	3	3
A42	20	21	1	5	5
A43	30	17	6	7	7
A44	5	2	2	2	2
A45	21	22	2	2	2
A46	24	29	2	3	3
A47	8	13	6	5	5
A48	28	27	1	2	2
A49	34	26	4	3	3
A50	43	44	4	5	5
A51	36	35	2	2	2
A52	20	25	3	2	2
A53	14	23	2	2	2
A54	45	46	2	2	2
A55	31	32	2	3	3
A56	18	17	1	3	3
A57	32	31	2	4	4
A58	42	34	4	5	5
A59	21	26	2	4	4
A60	10	11	2	2	2
A61	21	13	1	2	2
A62	12	7	2	4	4
A63	6	11	3	3	3
A64	50	49	2	4	4
A65	30	39	2	5	5
A66	45	49	3	4	4
A67	13	21	1	1	1
A68	27	26	3	3	3
A69	23	14	2	3	3
A70	35	36	2	2	2
A71	26	27	3	2	2
A72	30	24	3	5	5
A73	36	38	1	3	3
A74	34	42	4	5	5
A75	23	24	2	2	2
A76	36	28	5	4	4
A77	7	12	2	4	4
A78	43	35	6	14	14
A79	49	50	2	4	4
A80	2	3	2	3	3
A81	19	12	4	4	4
A82	40	39	4	5	5
A83	46	45	2	2	2

ARC	FROM N.	TO N.	T. COST
NrA1	50	45	3
NrA2	44	43	4
NrA3	15	1	4
NrA4	45	50	3
NrA5	3	6	4
NrA6	14	22	4
NrA7	15	23	1
NrA8	13	9	4
NrA9	43	42	2
NrA10	15	24	2
NrA11	11	6	3
NrA12	2	5	2
NrA13	23	29	4
NrA14	13	8	6
NrA15	19	18	1
NrA16	11	10	2
NrA17	12	19	4
NrA18	28	29	5
NrA19	11	18	3
NrA20	50	46	2
NrA21	28	36	5
NrA22	39	40	4
NrA23	22	21	2
NrA24	24	23	2
NrA25	1	5	3
NrA26	27	28	1
NrA27	23	22	5
NrA28	18	19	1
NrA29	4	3	3
NrA30	25	20	3
NrA31	3	4	3
NrA32	41	42	2
NrA33	49	45	3
NrA34	23	15	1
NrA35	17	30	6
NrA36	5	1	3
NrA37	26	34	4
NrA38	1	15	4
