Name:			p01
#Vehicles:		8
Capacity:		590
Depot:			1
#Nodes:			80
#Edges:			80
#Arcs:			200
#Required-N:	0
#Required-E:	80
#Required-A:	80
#Nb-Turns:		1771

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	11.95	110.24
2	0	0	140.7	112.30
3	0	0	47.71	87.49
4	0	0	148.13	50.21
5	0	0	104.19	111.72
6	0	0	103.43	27.83
7	0	0	29.3	144.54
8	0	0	81.39	24.44
9	0	0	159.27	52.20
10	0	0	160.43	80.94
11	0	0	64.11	84.83
12	0	0	99.39	99.55
13	0	0	34.2	79.85
14	0	0	134.79	55.18
15	0	0	86.51	131.90
16	0	0	161.14	146.54
17	0	0	93.18	76.87
18	0	0	139.69	145.24
19	0	0	166.31	144.45
20	0	0	131.49	72.74
21	0	0	32.38	125.50
22	0	0	43.60	74.22
23	0	0	176.71	78.99
24	0	0	57.73	38.5
25	0	0	96.21	55.19
26	0	0	96.41	110.81
27	0	0	115.75	98.11
28	0	0	159.34	112.30
29	0	0	114.48	124.33
30	0	0	45.80	113.39
31	0	0	112.30	77.84
32	0	0	145.54	98.99
33	0	0	154.27	63.32
34	0	0	75.73	87.87
35	0	0	89.8	70.93
36	0	0	110.94	105.18
37	0	0	78.3	103.3
38	0	0	133.92	30.54
39	0	0	36.85	70.19
40	0	0	85.8	59.19
41	0	0	97.59	109.41
42	0	0	188.35	121.88
43	0	0	94.36	86.47
44	0	0	0.54	182.59
45	0	0	74.74	82.22
46	0	0	117.79	114.86
47	0	0	144.54	88.39
48	0	0	78.93	120.2
49	0	0	105.14	58.34
50	0	0	112.72	65.0
51	0	0	147.73	29.55
52	0	0	97.98	14.49
53	0	0	76.93	110.63
54	0	0	114.24	31.43
55	0	0	56.38	141.63
56	0	0	105.89	128.79
57	0	0	69.52	119.81
58	0	0	50.84	21.9
59	0	0	74.77	62.96
60	0	0	84.37	59.76
61	0	0	119.60	89.42
62	0	0	70.4	0.55
63	0	0	137.63	101.27
64	0	0	133.61	122.79
65	0	0	46.62	56.11
66	0	0	70.15	145.40
67	0	0	68.23	72.91
68	0	0	90.74	122.42
69	0	0	62.63	105.21
70	0	0	108.84	88.92
71	0	0	83.48	135.34
72	0	0	79.88	102.81
73	0	0	119.48	135.64
74	0	0	104.87	65.25
75	0	0	60.19	54.51
76	0	0	104.22	106.19
77	0	0	37.32	103.0
78	0	0	87.31	24.53
79	0	0	62.23	154.64
80	0	0	84.76	84.36

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
8	70	48	1	72
52	43	45	1	76
32	20	39	1	24
41	69	15	1	26
23	75	5	1	107
71	8	35	1	97
69	72	46	1	27
20	37	22	1	78
29	50	15	1	46
15	36	18	1	34
46	2	25	1	65
15	68	23	1	13
26	11	29	1	41
72	28	21	1	77
60	33	6	1	90
50	46	17	1	64
34	53	29	1	22
25	40	41	1	11
42	31	45	1	77
39	34	22	1	32
21	29	46	1	81
35	34	31	1	25
68	20	37	1	68
22	80	23	1	37
8	23	14	1	109
45	48	34	1	25
69	80	22	1	28
36	28	45	1	67
57	41	46	1	57
20	72	35	1	80
61	23	35	1	56
33	64	37	1	49
36	50	30	1	72
18	15	17	1	51
23	40	41	1	84
29	36	24	1	60
43	70	48	1	15
43	31	36	1	21
73	32	35	1	38
22	58	12	1	47
27	61	43	1	11
49	17	50	1	20
59	49	24	1	28
35	36	22	1	36
80	46	20	1	31
45	13	26	1	34
61	72	28	1	32
2	53	38	1	43
47	25	10	1	62
37	59	16	1	46
41	26	50	1	2
53	74	45	1	49
2	32	42	1	15
37	75	30	1	82
45	14	11	1	51
25	51	6	1	43
74	76	7	1	47
70	56	28	1	31
56	48	40	1	25
27	5	49	1	17
6	38	7	1	74
73	35	24	1	51
79	44	29	1	73
56	9	32	1	97
75	38	30	1	85
17	4	20	1	52
78	33	5	1	110
24	8	27	1	59
47	20	5	1	24
34	43	36	1	16
47	33	29	1	41
21	79	44	1	53
71	74	29	1	76
29	13	42	1	80
40	60	9	1	1
62	78	38	1	36
44	37	11	1	115
60	45	26	1	20
17	33	26	1	65
10	27	16	1	72

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
7	29	0	0	58
29	15	0	0	67
15	48	16	1	13
48	37	0	0	24
37	77	0	0	30
77	45	0	0	40
45	52	5	1	51
52	6	0	0	15
6	50	0	0	27
50	73	34	1	77
73	9	0	0	77
9	49	0	0	48
49	72	0	0	57
72	51	30	1	91
51	2	34	1	108
2	20	0	0	39
20	63	28	1	26
63	28	0	0	23
28	32	0	0	54
32	31	19	1	56
31	78	0	0	66
78	60	29	1	34
60	11	16	1	51
11	30	6	1	38
30	55	0	0	31
55	62	0	0	96
62	47	45	1	95
47	10	0	0	44
10	34	0	0	66
34	12	44	1	63
12	64	0	0	36
64	76	11	1	39
76	41	22	1	7
41	40	14	1	45
40	8	0	0	34
8	4	0	0	48
4	14	0	0	111
14	61	0	0	33
61	57	45	1	48
57	23	43	1	99
23	54	0	0	76
54	35	15	1	36
35	3	0	0	33
3	27	13	1	60
27	24	17	1	82
24	69	0	0	80
69	59	0	0	36
59	36	44	1	47
36	70	0	0	21
70	42	39	1	78
42	19	0	0	29
19	33	30	1	90
33	46	0	0	78
46	18	8	1	35
18	56	29	1	38
56	67	0	0	98
67	39	21	1	34
39	25	35	1	59
25	26	32	1	45
26	22	44	1	65
22	38	0	0	88
38	74	0	0	59
74	80	32	1	35
80	17	0	0	10
17	16	0	0	71
16	1	0	0	102
1	65	50	1	81
65	58	0	0	42
58	75	0	0	31
75	68	0	0	52
68	43	49	1	41
43	13	0	0	66
13	5	33	1	67
5	66	0	0	43
66	53	27	1	32
53	21	22	1	47
21	44	10	1	118
44	71	0	0	98
71	79	0	0	25
79	7	0	0	48
44	21	0	0	118
21	69	0	0	29
69	45	50	1	29
45	34	0	0	49
34	13	0	0	79
13	38	0	0	84
38	20	0	0	34
20	50	0	0	16
50	53	37	1	44
53	30	0	0	26
30	24	0	0	57
24	33	0	0	66
33	40	28	1	88
40	41	15	1	45
41	5	0	0	7
5	73	32	1	44
73	55	0	0	48
55	48	22	1	32
48	79	48	1	37
79	22	38	1	61
22	29	0	0	84
29	71	0	0	42
71	26	33	1	20
26	66	6	1	45
66	11	0	0	51
11	67	27	1	12
67	60	25	1	56
60	56	0	0	68
56	23	0	0	76
23	32	10	1	37
32	15	0	0	66
15	47	0	0	71
47	76	35	1	36
76	31	0	0	27
31	75	32	1	49
75	1	0	0	92
1	8	0	0	100
8	58	0	0	27
58	59	0	0	55
59	9	0	0	76
9	61	0	0	69
61	14	49	1	33
14	78	18	1	104
78	6	0	0	17
6	52	11	1	15
52	35	0	0	60
35	4	0	0	57
4	10	0	0	27
10	42	0	0	40
42	28	0	0	56
28	43	0	0	53
43	62	0	0	81
62	27	0	0	91
27	46	0	0	21
46	36	0	0	15
36	74	7	1	76
74	77	42	1	67
77	65	21	1	59
65	80	31	1	33
80	57	23	1	32
57	68	8	1	23
68	37	12	1	34
37	72	0	0	2
72	64	22	1	92
64	12	0	0	36
12	17	0	0	31
17	70	0	0	26
70	49	7	1	27
49	54	0	0	31
54	51	0	0	59
51	63	0	0	58
63	18	40	1	48
18	2	39	1	40
2	16	0	0	72
16	19	18	1	6
19	25	0	0	76
25	39	0	0	59
39	3	0	0	22
3	7	39	1	43
7	44	0	0	40
77	1	38	1	24
50	38	0	0	50
14	42	0	0	108
56	53	0	0	42
27	54	0	0	66
18	74	0	0	76
67	75	44	1	71
9	4	16	1	12
29	80	0	0	47
75	53	0	0	58
8	17	0	0	55
3	78	0	0	59
50	41	0	0	47
12	11	43	1	31
12	61	20	1	59
63	5	0	0	29
74	36	0	0	76
29	31	0	0	57
24	31	27	1	74
2	10	0	0	60
32	12	0	0	42
64	29	0	0	19
19	28	0	0	56
63	68	0	0	42
9	51	40	1	73
80	67	7	1	54
67	77	0	0	71
10	26	0	0	54
78	77	10	1	86
41	78	35	1	75
50	67	0	0	31
67	49	23	1	59
51	10	0	0	57
18	9	0	0	77
48	75	24	1	59
53	16	0	0	85
64	45	41	1	64
10	29	0	0	51
56	74	0	0	87
17	40	0	0	24

----------TURNS----------
INDEX-I	INDEX-J INDEX-K	COST TYPE
7	29	15	3	L
7	29	71	3	L
7	29	80	3	L
7	29	31	3	L
7	29	50	1	R
7	29	21	3	L
7	29	36	3	L
7	29	13	3	L
29	15	48	1	R
29	15	47	3	L
29	15	36	1	R
29	15	68	1	R
29	15	18	1	R
15	48	37	3	L
15	48	79	1	R
15	48	75	1	R
15	48	45	1	R
15	48	56	3	L
48	37	77	1	R
48	37	72	3	L
48	37	20	1	R
48	37	59	3	L
48	37	75	3	L
48	37	44	1	R
37	77	45	1	R
37	77	65	1	R
37	77	1	3	L
77	45	52	3	L
77	45	34	3	L
77	45	48	1	R
77	45	13	3	L
77	45	14	1	R
77	45	60	3	L
45	52	6	3	L
45	52	35	3	L
45	52	43	3	L
52	6	50	3	L
52	6	52	10000	U
52	6	38	3	L
6	50	73	1	R
6	50	53	3	L
6	50	38	1	R
6	50	41	3	L
6	50	67	1	R
6	50	29	1	R
6	50	46	3	L
6	50	36	3	L
50	73	9	1	R
50	73	55	3	L
50	73	32	1	R
50	73	35	3	L
73	9	49	1	R
73	9	61	1	R
73	9	4	3	L
73	9	51	1	R
73	9	56	1	R
9	49	72	1	R
9	49	54	3	L
9	49	17	1	R
9	49	59	3	L
49	72	51	3	L
49	72	64	1	R
49	72	69	1	R
49	72	28	1	R
49	72	20	1	R
49	72	61	1	R
72	51	2	3	L
72	51	63	3	L
72	51	10	3	L
72	51	25	3	L
51	2	20	1	R
51	2	16	1	R
51	2	10	1	R
51	2	46	3	L
51	2	53	3	L
51	2	32	1	R
2	20	63	1	R
2	20	50	3	L
2	20	32	3	L
2	20	37	1	R
2	20	68	1	R
2	20	72	1	R
2	20	47	3	L
20	63	28	3	L
20	63	18	1	R
20	63	5	1	R
20	63	68	1	R
63	28	32	3	L
63	28	43	1	R
63	28	72	1	R
63	28	36	1	R
28	32	31	3	L
28	32	15	3	L
28	32	12	1	R
28	32	20	1	R
28	32	73	3	L
28	32	2	3	L
32	31	78	3	L
32	31	75	3	L
32	31	42	3	L
32	31	43	1	R
31	78	60	1	R
31	78	6	3	L
31	78	77	3	L
