Name:			BHW14.dat
#Vehicles:		47
Capacity:		130
Depot:			1
#Nodes:			77
#Edges:			0
#Arcs:			196
#Required-N:	25
#Required-E:	0
#Required-A:	196
#Nb-Turns:		578

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	396.62	724.62
2	15	1	417.62	673.70
3	0	0	414.99	698.47
4	0	0	426.21	645.34
5	34	1	344.23	591.67
6	0	0	342.18	606.96
7	0	0	338.30	581.77
8	0	0	329.57	549.17
9	34	1	313.97	498.11
10	0	0	294.22	454.42
11	0	0	293.95	428.98
12	0	0	259.83	365.40
13	0	0	228.4	288.26
14	0	0	218.37	278.57
15	0	0	204.73	279.28
16	0	0	242.55	309.20
17	0	0	185.50	249.28
18	0	0	221.81	318.22
19	0	0	290.26	380.65
20	13	1	249.97	340.17
21	0	0	326.93	447.32
22	15	1	304.31	475.32
23	17	1	274.3	554.27
24	0	0	296.63	475.82
25	0	0	254.92	509.79
26	0	0	252.87	543.12
27	19	1	233.47	564.13
28	0	0	218.93	547.91
29	0	0	210.90	520.49
30	0	0	301.7	657.37
31	0	0	317.35	636.49
32	38	1	434.42	725.77
33	0	0	479.4	756.30
34	38	1	423.44	795.26
35	0	0	613.21	678.6
36	0	0	485.62	797.46
37	0	0	610.28	713.28
38	0	0	618.73	725.84
39	41	1	626.67	680.83
40	36	1	634.78	675.48
41	24	1	634.12	658.49
42	0	0	638.5	628.21
43	11	1	622.27	613.6
44	13	1	474.4	484.57
45	0	0	469.28	463.47
46	40	1	448.78	471.71
47	0	0	372.67	442.82
48	0	0	387.92	429.68
49	0	0	352.31	439.8
50	49	1	337.6	430.96
51	0	0	329.89	444.67
52	45	1	333.22	429.98
53	0	0	328.14	436.68
54	15	1	332.55	421.83
55	0	0	693.41	610.7
56	0	0	682.30	607.50
57	0	0	651.57	607.84
58	26	1	586.50	503.57
59	47	1	527.92	494.23
60	40	1	665.5	510.26
61	0	0	713.10	470.67
62	0	0	716.4	512.41
63	0	0	775.19	509.10
64	0	0	792.3	507.75
65	50	1	814.9	502.64
66	47	1	745.12	521.93
67	0	0	697.24	550.94
68	0	0	815.45	547.74
69	0	0	533.19	515.10
70	0	0	0.55	0.55
71	0	0	53.69	73.89
72	38	1	63.32	80.51
73	0	0	62.60	70.88
74	0	0	37.31	36.10
75	34	1	282.38	520.13
76	0	0	250.82	355.32
77	0	0	208.63	303.16

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	2	32	1	32
2	3	14	1	14
2	4	17	1	17
4	5	56	1	56
5	6	8	1	8
5	7	6	1	6
7	8	18	1	18
8	9	26	1	26
9	10	20	1	20
10	11	12	1	12
11	12	32	1	32
12	16	29	1	29
13	16	13	1	13
13	14	7	1	7
14	15	7	1	7
13	77	12	1	12
15	17	26	1	26
15	18	38	1	38
18	19	41	1	41
19	20	32	1	32
18	20	21	1	21
19	21	38	1	38
21	22	17	1	17
22	75	24	1	24
22	24	4	1	4
24	25	27	1	27
25	75	16	1	16
25	26	17	1	17
23	26	12	1	12
26	27	15	1	15
26	28	18	1	18
28	29	16	1	16
25	29	27	1	27
30	31	14	1	14
23	31	40	1	40
31	32	58	1	58
32	33	30	1	30
32	34	43	1	43
32	35	86	1	86
33	36	27	1	27
33	37	75	1	75
37	38	8	1	8
37	39	21	1	21
39	40	5	1	5
35	39	7	1	7
35	41	15	1	15
40	41	9	1	9
41	42	18	1	18
42	43	11	1	11
43	44	78	1	78
44	45	12	1	12
45	46	12	1	12
44	46	13	1	13
46	47	33	1	33
47	48	10	1	10
11	48	79	1	79
47	49	9	1	9
49	50	8	1	8
49	51	10	1	10
50	52	2	1	2
51	53	4	1	4
