Name:			CBMix20.dat
#Vehicles:		13
Capacity:		1947
Depot:			1
#Nodes:			43
#Edges:			2
#Arcs:			129
#Required-N:	38
#Required-E:	2
#Required-A:	33
#Nb-Turns:		431

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	129.76	0.55
2	324	1	172.63	41.50
3	0	0	224.44	89.25
4	232	1	275.48	138.30
5	397	1	297.51	161.95
6	251	1	319.75	188.2
7	485	1	366.1	239.36
8	428	1	413.93	290.1
9	402	1	360.24	273.54
10	296	1	406.50	315.79
11	289	1	82.67	31.42
12	298	1	125.7	76.83
13	494	1	175.43	124.21
14	0	0	228.67	174.51
15	394	1	255.15	202.75
16	372	1	281.87	230.92
17	410	1	335.0	288.58
18	499	1	355.3	317.58
19	61	1	378.35	339.27
20	439	1	51.23	44.72
21	349	1	97.25	80.39
22	433	1	206.65	202.57
23	186	1	233.49	218.99
24	156	1	243.76	252.33
25	452	1	313.87	322.81
26	233	1	341.28	343.44
27	405	1	359.43	361.41
28	157	1	36.17	68.29
29	421	1	85.94	109.54
30	420	1	133.61	167.15
31	144	1	179.81	218.12
32	449	1	204.24	244.14
33	468	1	231.72	270.63
34	0	0	286.52	328.10
35	462	1	303.81	353.24
36	462	1	325.90	381.99
37	0	0	0.55	102.27
38	219	1	40.8	143.43
39	229	1	84.75	196.63
40	321	1	130.55	252.22
41	334	1	180.84	306.67
42	297	1	232.25	355.75
43	324	1	274.48	401.47

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
2	12	102	1	39
22	31	207	1	19

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	11	364	1	39
2	1	65	1	37
5	4	300	1	18
5	6	209	1	19
6	5	212	1	19
6	16	93	1	35
8	10	126	1	16
11	12	390	1	36
11	20	366	1	22
15	14	113	1	20
15	16	295	1	20
19	18	321	1	18
20	28	64	1	18
22	23	21	1	19
24	33	331	1	13
25	26	294	1	20
25	34	276	1	16
26	18	156	1	17
27	19	41	1	17
29	28	280	1	39
29	30	296	1	41
30	31	31	1	36
31	30	296	1	36
33	24	49	1	13
33	32	158	1	20
33	34	247	1	39
36	43	265	1	34
37	28	168	1	35
41	33	132	1	39
41	40	100	1	39
42	43	238	1	37
43	36	47	1	34
43	42	278	1	37
1	2	0	0	37
2	3	0	0	40
3	2	0	0	40
3	4	0	0	38
3	13	0	0	39
4	3	0	0	38
4	5	0	0	18
4	14	0	0	38
5	15	0	0	37
6	7	0	0	37
7	6	0	0	37
7	8	0	0	39
7	9	0	0	21
9	7	0	0	21
9	10	0	0	40
9	17	0	0	17
10	9	0	0	40
10	19	0	0	22
11	1	0	0	39
12	11	0	0	36
12	13	0	0	37
12	21	0	0	17
13	3	0	0	39
13	12	0	0	37
13	14	0	0	37
13	30	0	0	38
14	4	0	0	38
14	13	0	0	37
14	15	0	0	20
14	22	0	0	22
15	5	0	0	37
15	23	0	0	16
16	6	0	0	35
16	15	0	0	20
16	17	0	0	38
16	24	0	0	26
17	9	0	0	17
17	16	0	0	38
17	18	0	0	19
17	25	0	0	23
18	17	0	0	19
18	19	0	0	18
18	26	0	0	17
19	27	0	0	17
20	11	0	0	22
20	21	0	0	39
21	20	0	0	39
21	29	0	0	19
22	14	0	0	22
23	15	0	0	16
23	22	0	0	19
23	24	0	0	21
23	32	0	0	23
24	16	0	0	26
24	23	0	0	21
25	17	0	0	23
26	27	0	0	15
26	35	0	0	23
27	26	0	0	15
27	36	0	0	23
28	20	0	0	18
28	29	0	0	39
28	37	0	0	35
28	38	0	0	52
29	38	0	0	39
30	13	0	0	38
