Name:			p04
#Vehicles:		9
Capacity:		550
Depot:			1
#Nodes:			100
#Edges:			80
#Arcs:			220
#Required-N:	0
#Required-E:	80
#Required-A:	88
#Nb-Turns:		1590

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	91.22	110.82
2	0	0	47.11	101.20
3	0	0	135.28	85.27
4	0	0	23.81	76.69
5	0	0	134.19	136.30
6	0	0	105.80	130.23
7	0	0	78.97	180.89
8	0	0	112.97	85.54
9	0	0	110.27	90.24
10	0	0	76.14	43.22
11	0	0	91.59	96.18
12	0	0	114.65	133.31
13	0	0	79.39	93.25
14	0	0	54.65	57.14
15	0	0	39.41	69.32
16	0	0	73.43	76.61
17	0	0	104.67	45.25
18	0	0	130.34	125.68
19	0	0	136.64	77.24
20	0	0	182.93	102.83
21	0	0	170.85	61.63
22	0	0	72.76	86.68
23	0	0	114.95	70.2
24	0	0	58.28	139.32
25	0	0	97.28	100.14
26	0	0	12.2	148.28
27	0	0	100.7	33.56
28	0	0	156.52	3.66
29	0	0	0.55	68.87
30	0	0	152.74	72.19
31	0	0	92.7	40.78
32	0	0	86.14	104.96
33	0	0	142.87	111.98
34	0	0	93.49	88.80
35	0	0	129.83	58.90
36	0	0	30.56	126.42
37	0	0	85.66	76.68
38	0	0	98.61	122.93
39	0	0	68.82	71.38
40	0	0	103.31	153.96
41	0	0	53.53	45.16
42	0	0	183.89	81.19
43	0	0	146.39	142.47
44	0	0	129.33	0.55
45	0	0	85.89	14.26
46	0	0	90.99	80.74
47	0	0	117.24	90.55
48	0	0	182.51	19.88
49	0	0	82.32	88.27
50	0	0	140.94	50.44
51	0	0	125.90	137.51
52	0	0	111.6	76.52
53	0	0	198.9	31.76
54	0	0	104.59	100.95
55	0	0	56.62	118.64
56	0	0	167.7	78.70
57	0	0	63.23	102.68
58	0	0	68.30	161.27
59	0	0	171.46	64.10
60	0	0	117.65	56.33
61	0	0	127.17	73.45
62	0	0	57.14	99.59
63	0	0	87.75	96.36
64	0	0	76.16	124.48
65	0	0	45.83	84.12
66	0	0	114.81	126.19
67	0	0	25.90	88.60
68	0	0	78.38	48.97
69	0	0	70.54	15.23
70	0	0	62.82	76.84
71	0	0	122.96	148.83
72	0	0	131.63	173.80
73	0	0	114.35	37.43
74	0	0	190.6	143.53
75	0	0	121.24	60.56
76	0	0	94.51	41.66
77	0	0	155.86	81.70
78	0	0	63.84	86.84
79	0	0	121.83	13.87
80	0	0	55.0	108.26
81	0	0	139.38	123.28
82	0	0	85.34	66.61
83	0	0	75.36	108.50
84	0	0	69.32	101.54
85	0	0	81.19	21.50
86	0	0	60.45	152.43
87	0	0	95.42	61.67
88	0	0	143.8	30.11
89	0	0	119.41	106.71
90	0	0	129.43	30.63
91	0	0	10.30	169.59
92	0	0	102.32	65.28
93	0	0	77.87	108.52
94	0	0	26.42	103.28
95	0	0	140.55	107.54
96	0	0	52.87	129.57
97	0	0	102.13	27.31
98	0	0	129.93	35.81
99	0	0	125.24	95.25
100	0	0	107.73	141.42

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
21	73	15	1	80
4	15	18	1	83
74	35	25	1	94
24	26	23	1	85
40	86	29	1	60
35	76	21	1	34
61	85	6	1	67
92	55	17	1	76
62	22	29	1	19
51	80	41	1	71
60	15	45	1	91
26	38	22	1	112
49	39	46	1	23
60	46	31	1	39
28	75	37	1	66
85	39	23	1	85
22	8	14	1	39
56	13	34	1	66
21	82	22	1	79
69	31	45	1	31
92	13	46	1	48
8	15	35	1	90
5	42	35	1	82
61	100	37	1	57
48	34	30	1	82
11	55	17	1	40
87	17	41	1	31
23	18	24	1	46
