Name:			BHW2.dat
#Vehicles:		8
Capacity:		5
Depot:			1
#Nodes:			12
#Edges:			0
#Arcs:			25
#Required-N:	4
#Required-E:	0
#Required-A:	25
#Nb-Turns:		51

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	74.55	55.34
2	1	1	21.45	80.82
3	1	1	74.86	0.55
4	0	0	0.55	42.16
5	0	0	92.10	15.74
6	1	1	107.25	50.19
7	0	0	120.3	66.30
8	0	0	120.3	108.21
9	0	0	24.96	89.26
10	0	0	110.39	118.17
11	1	1	6.88	15.56
12	0	0	93.8	51.90

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	2	1	1	13
1	4	1	1	17
1	7	1	1	19
10	1	1	1	19
12	1	1	1	4
2	3	1	1	18
2	4	1	1	9
9	2	1	1	2
3	4	1	1	20
3	5	1	1	5
11	3	1	1	22
4	11	1	1	6
5	6	1	1	7
11	5	1	1	17
5	12	1	1	11
6	7	1	1	4
6	12	1	1	3
8	7	1	1	8
7	12	1	1	18
8	10	1	1	3
9	10	1	1	16
12	11	1	1	19
10	8	1	1	3
10	9	1	1	16
1	10	1	1	19

----------TURNS----------
INDEX-I	INDEX-J INDEX-K	COST TYPE
1	2	3	9	L
1	2	4	3	F
1	4	11	0	R
1	7	12	0	R
1	10	1	15	U
1	10	8	3	F
1	10	9	9	L
2	3	4	0	R
2	3	5	3	F
2	4	11	0	R
3	4	11	0	R
3	5	6	3	F
3	5	12	9	L
4	11	3	3	F
4	11	5	9	L
5	6	7	3	F
5	6	12	9	L
5	12	1	3	F
5	12	11	9	L
6	7	12	0	R
6	12	1	3	F
6	12	11	9	L
7	12	1	0	R
7	12	11	3	F
8	7	12	0	R
8	10	1	9	L
8	10	8	15	U
8	10	9	3	F
9	2	3	9	L
9	2	4	3	F
9	10	1	0	R
9	10	8	3	F
9	10	9	15	U
10	1	2	0	O
10	1	4	0	O
10	1	7	0	O
10	1	10	0	O
10	8	7	3	F
10	8	10	15	U
10	9	2	3	F
10	9	10	15	U
11	3	4	9	L
11	3	5	3	F
11	5	6	3	F
11	5	12	9	L
12	1	2	0	O
12	1	4	0	O
12	1	7	0	O
12	1	10	0	O
12	11	3	3	F
12	11	5	9	L
