Name:			CBMix14.dat
#Vehicles:		19
Capacity:		1642
Depot:			11
#Nodes:			94
#Edges:			0
#Arcs:			332
#Required-N:	93
#Required-E:	0
#Required-A:	0
#Nb-Turns:		1212

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	320	1	37.12	0.55
2	494	1	87.83	5.34
3	190	1	148.45	8.40
4	118	1	208.75	12.69
5	318	1	272.18	18.48
6	468	1	341.23	27.83
7	330	1	408.69	28.22
8	335	1	468.28	33.62
9	353	1	523.7	36.86
10	100	1	29.74	53.34
11	0	0	82.89	57.57
12	433	1	141.80	67.37
13	186	1	203.78	65.37
14	259	1	238.9	68.86
15	81	1	272.48	76.58
16	233	1	338.99	81.68
17	51	1	410.43	88.3
18	488	1	476.87	96.10
19	404	1	505.37	91.86
20	74	1	537.18	95.11
21	133	1	20.22	110.27
22	279	1	76.36	123.6
23	235	1	136.9	125.85
24	303	1	200.72	139.40
25	421	1	235.22	129.94
26	232	1	272.21	139.51
27	193	1	338.73	151.34
28	465	1	411.22	155.85
29	377	1	479.33	155.12
30	174	1	510.93	145.52
31	178	1	533.7	155.81
32	231	1	12.98	177.46
33	316	1	67.89	178.39
34	276	1	131.99	194.15
35	465	1	197.97	211.22
36	210	1	237.81	219.93
37	294	1	269.89	218.68
38	494	1	301.51	223.62
39	387	1	338.87	224.24
40	123	1	371.12	233.42
41	119	1	404.13	223.28
42	232	1	470.70	226.24
43	436	1	528.35	214.87
44	322	1	201.26	243.81
45	96	1	236.73	250.31
46	447	1	269.98	251.95
47	53	1	303.25	258.99
48	296	1	337.36	258.83
49	196	1	369.36	263.26
50	302	1	406.19	260.88
51	166	1	466.94	259.62
52	156	1	10.27	240.34
53	386	1	63.41	248.30
54	479	1	123.18	260.23
55	89	1	198.97	270.68
56	191	1	229.96	283.53
57	349	1	265.80	286.78
58	241	1	300.59	295.38
59	431	1	332.29	295.4
60	126	1	367.35	297.74
61	92	1	405.47	294.89
62	361	1	468.21	287.63
63	179	1	500.17	296.64
64	233	1	527.44	286.67
65	476	1	200.99	308.45
66	209	1	229.15	313.1
67	259	1	269.13	323.81
68	295	1	297.35	323.43
69	295	1	330.58	330.42
70	261	1	364.81	320.53
71	408	1	400.67	320.42
72	496	1	3.47	289.27
73	349	1	60.3	304.96
74	113	1	121.28	316.17
75	133	1	190.56	341.95
76	397	1	230.78	351.26
77	330	1	256.15	355.43
78	300	1	293.89	359.68
79	304	1	331.83	358.17
80	348	1	369.56	359.93
81	364	1	405.96	355.8
82	90	1	468.95	355.43
83	143	1	500.98	354.48
84	257	1	529.22	353.49
85	66	1	0.55	339.70
86	409	1	49.74	355.55
87	74	1	112.23	376.69
88	459	1	179.3	393.10
89	183	1	254.57	406.80
90	499	1	329.6	416.80
91	355	1	368.90	418.15
92	66	1	392.92	417.27
93	487	1	461.84	412.18
94	341	1	520.86	405.92

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	2	0	0	36
1	10	0	0	39
2	1	0	0	36
2	3	0	0	39
2	11	0	0	36
3	2	0	0	39
3	4	0	0	36
3	12	0	0	40
4	3	0	0	36
4	5	0	0	36
4	13	0	0	35
5	4	0	0	36
5	6	0	0	39
5	15	0	0	38
6	5	0	0	39
6	7	0	0	39
6	16	0	0	34
7	6	0	0	39
7	8	0	0	37
7	17	0	0	41
8	7	0	0	37
8	9	0	0	37
8	18	0	0	41
9	8	0	0	37
9	20	0	0	40
10	1	0	0	39
10	11	0	0	36
10	21	0	0	39
11	2	0	0	36
11	10	0	0	36
11	12	0	0	37
11	22	0	0	42
12	3	0	0	40
12	11	0	0	37
12	13	0	0	36
12	23	0	0	35
13	4	0	0	35
13	12	0	0	36
13	14	0	0	20
13	24	0	0	45
14	13	0	0	20
14	15	0	0	20
14	25	0	0	40
15	5	0	0	38
15	14	0	0	20
15	16	0	0	36
15	26	0	0	36
16	6	0	0	34
16	15	0	0	36
16	17	0	0	39
16	27	0	0	40
17	7	0	0	41
17	16	0	0	39
17	18	0	0	39
17	28	0	0	41
18	8	0	0	41
18	17	0	0	39
18	19	0	0	18
18	29	0	0	34
19	18	0	0	18
19	20	0	0	21
19	30	0	0	39
20	9	0	0	40
20	19	0	0	21
20	31	0	0	37
21	10	0	0	39
21	22	0	0	39
21	32	0	0	43
22	11	0	0	42
22	21	0	0	39
22	23	0	0	36
22	33	0	0	34
23	12	0	0	35
23	22	0	0	36
23	24	0	0	37
23	34	0	0	39
24	13	0	0	45
24	23	0	0	37
24	25	0	0	20
24	35	0	0	38
25	14	0	0	40
25	24	0	0	20
25	26	0	0	21
26	15	0	0	36
26	25	0	0	21
26	27	0	0	35
26	37	0	0	41
27	16	0	0	40
27	26	0	0	35
27	28	0	0	39
27	39	0	0	39
27	41	0	0	58
28	17	0	0	41
28	27	0	0	39
28	29	0	0	39
28	41	0	0	38
29	18	0	0	34
29	28	0	0	39
29	30	0	0	20
29	42	0	0	39
30	19	0	0	39
30	29	0	0	20
30	31	0	0	15
31	20	0	0	37
31	30	0	0	15
31	43	0	0	35
32	21	0	0	43
32	33	0	0	37
32	52	0	0	40
33	22	0	0	34
33	32	0	0	37
33	34	0	0	40
33	53	0	0	42
34	23	0	0	39
34	33	0	0	40
34	35	0	0	38
34	54	0	0	38
35	24	0	0	38
35	34	0	0	38
35	36	0	0	23
35	44	0	0	18
36	35	0	0	23
36	37	0	0	18
36	45	0	0	18
37	26	0	0	41
37	36	0	0	18
37	38	0	0	18
37	46	0	0	18
38	37	0	0	18
38	39	0	0	21
38	47	0	0	21
39	27	0	0	39
39	38	0	0	21
39	40	0	0	19
39	48	0	0	19
40	39	0	0	19
40	41	0	0	20
40	49	0	0	17
41	27	0	0	58
41	28	0	0	38
41	40	0	0	20
41	42	0	0	39
41	50	0	0	21
42	29	0	0	39
42	41	0	0	39
42	43	0	0	38
42	51	0	0	19
43	31	0	0	35
43	42	0	0	38
43	64	0	0	41
44	35	0	0	18
44	45	0	0	21
44	55	0	0	15
45	36	0	0	18
45	44	0	0	21
45	46	0	0	19
45	56	0	0	20
46	37	0	0	18
46	45	0	0	19
46	47	0	0	19
46	57	0	0	19
47	38	0	0	21
47	46	0	0	19
47	48	0	0	19
47	58	0	0	21
48	39	0	0	19
48	47	0	0	19
48	49	0	0	18
48	59	0	0	20
49	40	0	0	17
49	48	0	0	18
49	50	0	0	21
49	60	0	0	19
50	41	0	0	21
50	49	0	0	21
50	51	0	0	36
50	61	0	0	19
51	42	0	0	19
51	50	0	0	36
51	62	0	0	16
52	32	0	0	40
52	53	0	0	35
52	72	0	0	33
53	33	0	0	42
53	52	0	0	35
53	54	0	0	36
53	73	0	0	36
54	34	0	0	38
54	53	0	0	36
54	55	0	0	41
54	74	0	0	33
55	44	0	0	15
55	54	0	0	41
55	56	0	0	18
55	65	0	0	22
56	45	0	0	20
56	55	0	0	18
56	57	0	0	19
56	66	0	0	17
57	46	0	0	19
57	56	0	0	19
57	58	0	0	19
57	67	0	0	21
58	47	0	0	21
58	57	0	0	19
58	59	0	0	17
58	68	0	0	16
59	48	0	0	20
59	58	0	0	17
59	60	0	0	19
59	69	0	0	20
60	49	0	0	19
60	59	0	0	19
60	61	0	0	21
60	70	0	0	13
61	50	0	0	19
61	60	0	0	21
61	62	0	0	36
61	71	0	0	15
62	51	0	0	16
62	61	0	0	36
62	63	0	0	20
62	81	0	0	55
62	82	0	0	40
63	62	0	0	20
63	64	0	0	18
63	83	0	0	39
64	43	0	0	41
64	63	0	0	18
64	84	0	0	40
65	55	0	0	22
65	66	0	0	17
65	75	0	0	22
66	56	0	0	17
66	65	0	0	17
66	67	0	0	24
66	76	0	0	23
67	57	0	0	21
67	66	0	0	24
67	68	0	0	16
67	77	0	0	20
68	58	0	0	16
68	67	0	0	16
68	69	0	0	19
68	78	0	0	22
69	59	0	0	20
69	68	0	0	19
69	70	0	0	20
69	79	0	0	16
70	60	0	0	13
70	69	0	0	20
70	71	0	0	21
70	80	0	0	24
71	61	0	0	15
71	70	0	0	21
71	81	0	0	21
72	52	0	0	33
72	73	0	0	39
72	85	0	0	36
73	53	0	0	36
73	72	0	0	39
73	74	0	0	37
73	86	0	0	35
74	54	0	0	33
74	73	0	0	37
74	75	0	0	39
74	87	0	0	42
75	65	0	0	22
75	74	0	0	39
75	76	0	0	22
75	88	0	0	36
76	66	0	0	23
76	75	0	0	22
76	77	0	0	14
77	67	0	0	20
77	76	0	0	14
77	78	0	0	20
