Name:		DI-NEARP-n80-Q4k.dat			
#Vehicles:	2			
Capacity:	4000			
Depot:		64			
#Nodes:		207			
#Edges:		291			
#Arcs:		0			
#Required-N:	40			
#Required-E:	40			
#Required-A:	0			
#Nb-Turns:	1744			
				
----------NODES----------				
INDEX	QTY	IS-REQUIRED	X	Y
1	37	1	1385.99	1306.55
2	1	1	1006.47	1405.45
3	83	1	1084.66	1292.78
4	11	1	1525.72	1179.46
5	46	1	1245.58	1281.8
6	26	1	1270.37	1003.55
7	45	1	1549.19	1104.49
8	1	1	1626.65	1325.48
9	31	1	1123.31	1291.38
10	31	1	1116.98	1279.31
11	1	1	1585.17	1089.24
12	7	1	1486.55	1050.8
13	1	1	1192.14	1287.18
14	14	1	1708.39	1188.29
15	42	1	1565.24	1117.1
16	7	1	1633.97	1007.84
17	51	1	1423.46	1100.9
18	1	1	1656.23	1115.99
19	7	1	1608.74	1103.92
20	57	1	1399.8	1139.42
21	7	1	999.4	1367.25
22	1	1	1238.63	1019.62
23	1	1	1507.36	1391.38
24	1	1	1435.91	1068.15
25	1	1	1617.22	1031.22
26	1	1	1609.94	1002.27
27	215	1	1348.54	1210.97
28	204	1	1453.47	1276.16
29	6	1	1173.82	1295.51
30	22	1	1486.67	1297.75
31	1	1	1590.77	1269.56
32	7	1	1767.39	1397.73
33	1	1	1178.38	1149
34	7	1	1464.16	1316.7
35	1	1	1581.66	1345.51
36	259	1	1398.33	1220.46
37	68	1	1106.27	1131.53
38	48	1	1589.43	1060.2
39	79	1	1113.1	1129.13
40	25	1	1511.68	1214.75
41	0	0	1504.69	1258.7
42	0	0	1090.1	1334.87
43	0	0	1467.64	1086.76
44	0	0	1490.15	1056.67
45	0	0	1043.35	1275.5
46	0	0	1021.84	1206.53
47	0	0	1482.17	1057.14
48	0	0	1225.85	1332.68
49	0	0	1235.93	1289.4
50	0	0	1026.16	1285.7
51	0	0	1045.94	1343.18
52	0	0	1084.99	1026.5
53	0	0	1075.47	1009.84
54	0	0	1028.88	1082.99
55	0	0	1020.28	1098.69
56	0	0	1687.13	1123.11
57	0	0	1711.73	1181.29
58	0	0	1748.23	1041.82
59	0	0	1516.83	1029.74
60	0	0	1530.96	1006.88
61	0	0	1472.58	1203.44
62	0	0	1449.43	1214.32
63	0	0	1009.31	1394.8
64	0	0	997.57	1435.2
65	0	0	1349.73	1018.11
66	0	0	990.52	1345.46
67	0	0	1417.89	1118.1
68	0	0	1200	1286.35
69	0	0	1202.4	1323.58
70	0	0	1075.76	1154.42
71	0	0	1041.3	1103.34
72	0	0	1387.95	1142.5
73	0	0	1356.49	1128.4
74	0	0	1018.72	1122.49
75	0	0	1025.71	1185.17
76	0	0	1368.49	1283.27
77	0	0	1296.65	1226.92
78	0	0	1138.86	1296.29
79	0	0	1139.42	1336.16
80	0	0	1426.71	1432.23
81	0	0	1471.43	1431.39
82	0	0	1376.43	1039.3
83	0	0	1424.6	1073.2
84	0	0	1330.16	1054.17
85	0	0	1586.54	1432.99
86	0	0	1621.2	1416.96
87	0	0	1452.9	1170.89
88	0	0	1431.52	1182.19
89	0	0	1320.22	1005.8
90	0	0	1303.8	1028.18
91	0	0	1215.85	1347.9
92	0	0	1189.75	1121.39
93	0	0	1190.37	1069.7
94	0	0	1175.8	1381.12
95	0	0	1177.25	1412.72
96	0	0	1143.91	1405.74
97	0	0	1154.35	1384.64
98	0	0	1478.5	1309.24
99	0	0	1292.27	1102.3
100	0	0	1313.9	1063.88
101	0	0	1417.2	1127.14
102	0	0	1284.89	1051.24
103	0	0	1264.47	1073.36
104	0	0	1099.11	1038.84
105	0	0	1509.48	1145.12
106	0	0	1489.21	1161.66
107	0	0	1486.2	1109.46
108	0	0	1463.85	1125.11
109	0	0	1150.13	1363.35
110	0	0	1196.26	1343.54
111	0	0	1032.83	1381.91
112	0	0	1124.24	1400.97
113	0	0	1049.48	1400
114	0	0	1160.66	1422.78
115	0	0	1395.61	1343.51
116	0	0	1570.14	1064.6
117	0	0	1555.28	1038.74
118	0	0	1552.59	1019.71
119	0	0	1313	1140.25
120	0	0	1317.93	1152.49
121	0	0	1377.81	1266.62
122	0	0	1359.24	1209.29
123	0	0	1300.93	1218.82
124	0	0	1630.97	1270.98
125	0	0	1576.19	1202.97
126	0	0	1370.57	1059.82
127	0	0	1225.11	1007.74
128	0	0	1439.79	1209.47
129	0	0	1309.73	1187.31
130	0	0	1482.91	1244.7
131	0	0	1314.68	1059.77
132	0	0	1318.29	1057.3
133	0	0	1779.12	1418.12
134	0	0	1662.36	1261.35
135	0	0	1574.72	1186.94
136	0	0	1096.52	1139.13
137	0	0	1073.32	1049.2
138	0	0	1187.36	1282.69
139	0	0	1016.22	1371.92
140	0	0	1416.22	1247.2
141	0	0	1453.27	1132.4
142	0	0	1538.44	1042.56
143	0	0	1557.75	1337.17
144	0	0	1552.66	1305.41
145	0	0	1485.8	1447.74
146	0	0	1528.29	1334.68
147	0	0	1553.31	1418.29
148	0	0	1507.45	1353.79
149	0	0	1521.67	1330.77
150	0	0	1525.44	1300.66
151	0	0	1522.61	1288.8
152	0	0	985.91	1216.56
153	0	0	1367.72	1354.23
154	0	0	992.13	1291.38
155	0	0	1179.73	1284.85
156	0	0	1698.84	1263.43
157	0	0	1726.52	1368.57
158	0	0	1285.66	1242.39
159	0	0	1499.59	1430.13
160	0	0	1505.18	1415.79
161	0	0	1199.29	1428.52
162	0	0	1418.17	1189.42
163	0	0	1607.51	1353.39
164	0	0	1192.8	1064.61
165	0	0	1468.47	1188.4
166	0	0	1481.14	1163.49
167	0	0	1236.42	1035.61
168	0	0	1294.8	1039.95
169	0	0	1496.35	1118.57
170	0	0	1551.35	1093.16
171	0	0	1329.6	1348.67
172	0	0	1465.84	1149.97
173	0	0	1515.83	1418.74
174	0	0	1545.44	1154.65
175	0	0	1577.18	1142.95
176	0	0	1432.4	1346.61
177	0	0	1379.2	1170.96
178	0	0	1260	1073.6
179	0	0	1055.83	1019.1
180	0	0	1629.26	1019.91
181	0	0	1450.89	1441.45
182	0	0	1442.69	1136.6
183	0	0	1622.23	1122.95
184	0	0	1552.76	1164.65
185	0	0	1586.3	1093.35
186	0	0	1393.17	1174.21
187	0	0	1048.9	1030.29
188	0	0	1055.92	1161.96
189	0	0	1110.98	1257.92
190	0	0	1135.36	1174.82
191	0	0	1628.44	1296.4
192	0	0	1568.35	1078.2
193	0	0	1180.34	1127.32
194	0	0	1084.63	1152.64
195	0	0	1429.48	1075.53
196	0	0	1438.21	1079.83
197	0	0	1735	1435.95
198	0	0	1201.68	1342.42
199	0	0	1576.91	1058.8
200	0	0	1569.36	1203.7
201	0	0	1394.98	1421.7
202	0	0	1209.29	1323.57
203	0	0	1596.44	1083.16
204	0	0	1445.43	1150.4
205	0	0	1461.97	1309.9
206	0	0	1758.56	1391.6
207	0	0	1545.6	1158.98
				
----------EDGES----------				
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
40	41	60	1	26
42	3	40	1	29
4	40	1	1	22
43	44	37	1	20
45	46	142	1	40
44	47	42	1	6
48	49	95	1	26
50	51	98	1	41
52	53	48	1	12
54	55	97	1	11
57	58	48	1	97
59	60	80	1	14
61	62	136	1	16
63	64	90	1	37
17	67	106	1	12
68	69	34	1	28
70	71	50	1	40
72	73	126	1	21
74	75	123	1	37
76	77	143	1	53
78	79	104	1	25
80	81	118	1	33
82	83	139	1	34
84	65	100	1	25
85	86	1	1	29
87	88	120	1	15
1	76	145	1	20
89	90	65	1	16
91	48	111	1	12
92	93	143	1	45
94	95	207	1	25
96	97	172	1	16
30	98	126	1	10
99	100	92	1	24
101	20	117	1	12
102	103	37	1	18
97	94	190	1	15
39	104	235	1	67
105	106	31	1	17
107	108	134	1	16
109	110	0	0	34
109	97	0	0	15
111	112	0	0	63
113	114	0	0	70
115	1	0	0	27
1	28	0	0	58
116	117	0	0	22
117	118	0	0	14
119	120	0	0	8
121	76	0	0	14
121	122	0	0	42
77	123	0	0	6
124	125	0	0	52
126	17	0	0	46
63	2	0	0	8
109	112	0	0	35
128	36	0	0	31
120	129	0	0	20
41	130	0	0	16
100	131	0	0	3
131	132	0	0	3
134	135	0	0	71
136	137	0	0	81
138	68	0	0	8
111	139	0	0	13
62	140	0	0	33
141	43	0	0	31
3	45	0	0	27
42	79	0	0	33
117	142	0	0	12
143	144	0	0	24
146	147	0	0	59
148	149	0	0	17
111	113	0	0	17
55	74	0	0	15
150	151	0	0	8
