Name:			DI-NEARP-n442-Q8k.dat
#Vehicles:		5
Capacity:		8000
Depot:			572
#Nodes:			761
#Edges:			917
#Arcs:			0
#Required-N:	294
#Required-E:	148
#Required-A:	0
#Nb-Turns:		4920

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	37	1	2100.50	2176.62
2	1	1	2154.50	2091.78
3	24	1	2160.47	2072.73
4	24	1	1834.85	2221.60
5	1	1	2153.17	2008.23
6	1	1	1142.55	957.85
7	44	1	955.48	733.70
8	24	1	2739.18	2010.23
9	1	1	3132.95	2628.4
10	29	1	370.97	1003.47
11	1	1	2905.75	2877.36
12	17	1	2939.4	2227.71
13	17	1	1177.50	2086.38
14	24	1	1495.39	1617.72
15	1	1	2475.76	2032.83
16	1	1	2822.49	2163.23
17	17	1	3082.42	2877.88
18	1	1	3180.30	2652.61
19	1	1	3124.66	2783.68
20	24	1	2177.72	961.24
21	1	1	2852.19	2953.62
22	35	1	1736.0	2193.43
23	17	1	1385.79	1737.72
24	1	1	1416.60	1728.59
25	22	1	2809.79	2539.21
26	1	1	2181.49	1141.4
27	66	1	2720.90	2047.91
28	1	1	2634.9	2062.60
29	17	1	2171.59	1151.76
30	37	1	1311.95	2094.76
31	30	1	2564.94	2204.7
32	17	1	2867.2	2730.64
33	17	1	2553.26	2022.36
34	24	1	2582.76	2020.6
35	1	1	2150.17	1259.45
36	37	1	2132.80	1282.26
37	17	1	1208.53	968.34
38	24	1	2173.41	2001.38
39	22	1	2129.71	1279.12
40	17	1	2548.33	2022.23
41	37	1	700.15	624.79
42	24	1	1380.3	1869.81
43	42	1	1532.68	2032.5
44	22	1	2488.56	2080.97
45	17	1	2060.86	1240.82
46	17	1	1314.58	2058.41
47	17	1	2195.95	1020.16
48	22	1	2146.11	1947.58
49	17	1	2159.20	1982.77
50	24	1	2181.66	1120.60
51	34	1	1448.35	917.76
52	17	1	1284.53	1744.69
53	17	1	469.97	1075.79
54	17	1	1390.77	1853.28
55	1	1	2859.86	2706.71
56	40	1	2488.68	2059.29
57	30	1	804.98	733.32
58	30	1	821.94	738.46
59	17	1	1930.88	1760.25
60	1	1	661.62	1274.66
61	35	1	2193.95	1095.52
62	17	1	774.57	733.16
63	112	1	559.55	1158.42
64	1	1	1296.73	2126.34
65	17	1	237.70	456.82
66	24	1	1623.88	2351.32
67	17	1	1487.41	811.35
68	1	1	1484.52	1975.39
69	24	1	1764.76	2204.54
70	17	1	641.13	1162.34
71	17	1	1435.60	1909.53
72	1	1	874.30	668.17
73	17	1	2116.2	1200.61
74	17	1	402.42	356.98
75	24	1	1398.90	1859.53
76	24	1	317.2	893.94
77	1	1	344.47	867.14
78	29	1	1226.17	791.58
79	35	1	1248.76	791.67
80	47	1	1370.93	1781.29
81	17	1	1485.29	545.67
82	17	1	1363.12	1918.75
83	1	1	693.64	1242.57
84	36	1	509.45	871.49
85	24	1	1625.35	772.4
86	22	1	1515.63	433.16
87	17	1	1305.28	1761.65
88	1	1	1552.5	2045.93
89	1	1	1425.47	736.59
90	17	1	1416.21	1881.9
91	24	1	1426.95	1897.4
92	21	1	157.85	188.82
93	1	1	1425.27	789.40
94	25	1	154.71	227.22
95	1	1	389.11	1111.22
96	1	1	2920.42	3017.0
97	17	1	328.1	946.73
98	1	1	1018.39	808.37
99	58	1	405.29	340.70
100	17	1	316.96	861.55
101	17	1	594.55	1088.10
102	24	1	729.23	1256.90
103	29	1	707.71	1246.41
104	22	1	1055.17	849.56
105	17	1	2506.81	2090.90
106	17	1	868.97	712.97
107	24	1	752.97	712.41
108	1	1	535.20	916.77
109	17	1	1630.46	2284.60
110	1	1	1163.39	973.43
111	17	1	204.50	122.69
112	17	1	177.19	185.38
113	1	1	95.67	289.89
114	1	1	99.48	331.90
115	24	1	845.74	1350.47
116	17	1	311.13	902.43
117	24	1	675.36	1194.30
118	17	1	1323.77	1978.36
119	24	1	1409.15	1663.85
120	30	1	2503.24	2018.24
121	17	1	2071.60	1239.41
122	37	1	1466.23	819.0
123	17	1	2840.81	2969.52
124	1	1	380.20	388.58
125	17	1	312.83	176.60
126	17	1	316.42	180.11
127	26	1	199.46	98.96
128	30	1	1143.48	776.74
129	17	1	1123.29	796.91
130	1	1	2155.78	1904.48
131	37	1	1536.9	376.16
132	27	1	135.80	369.7
133	1	1	652.45	1300.72
134	17	1	868.46	771.68
135	17	1	184.30	201.12
136	17	1	673.37	1235.14
137	17	1	126.38	98.95
138	17	1	110.22	282.42
139	37	1	2730.63	2859.70
140	1	1	1243.19	766.6
141	17	1	395.40	363.46
142	30	1	3132.0	2281.96
143	17	1	2209.28	1120.69
144	24	1	2208.56	1186.7
145	1	1	431.74	381.18
146	39	1	761.17	677.91
147	1	1	2088.76	1870.58
148	17	1	1245.30	523.30
149	22	1	1275.34	470.82
150	1	1	1242.27	1017.64
151	35	1	1400.39	1588.24
152	22	1	2029.90	840.5
153	1	1	1203.79	2083.74
154	17	1	1954.64	1218.63
155	17	1	1797.61	1235.63
156	1	1	477.7	899.77
157	19	1	143.73	0.55
158	35	1	3235.92	2683.15
159	38	1	476.75	899.0
160	30	1	650.21	1225.65
161	29	1	372.18	1119.22
162	24	1	319.98	850.27
163	32	1	181.84	248.40
164	24	1	2677.88	1970.35
165	17	1	1949.0	1239.55
166	24	1	1347.88	1958.54
167	37	1	1292.33	466.51
