Name:			CBMix7.dat
#Vehicles:		23
Capacity:		1989
Depot:			1
#Nodes:			75
#Edges:			8
#Arcs:			150
#Required-N:	54
#Required-E:	8
#Required-A:	106
#Nb-Turns:		361

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	388.93	371.66
2	394	1	386.7	329.58
3	356	1	387.55	278.18
4	217	1	387.94	236.34
5	410	1	381.19	188.62
6	499	1	387.54	138.37
7	245	1	394.12	89.46
8	100	1	396.65	47.11
9	0	0	396.32	2.55
10	311	1	346.74	372.55
11	0	0	343.24	330.17
12	474	1	341.93	290.36
13	111	1	346.67	238.51
14	0	0	341.19	188.77
15	80	1	339.75	136.7
16	0	0	352.47	89.18
17	51	1	357.91	45.87
18	0	0	352.67	0.55
19	0	0	296.40	382.22
20	0	0	288.10	337.5
21	342	1	296.59	290.82
22	0	0	287.99	237.86
23	0	0	291.62	191.22
24	407	1	286.81	137.1
25	133	1	292.99	85.57
26	267	1	311.91	38.93
27	421	1	315.96	5.45
28	0	0	242.29	384.36
29	0	0	252.18	340.8
30	0	0	245.32	284.24
31	271	1	239.73	244.71
32	377	1	234.91	192.35
33	71	1	252.35	142.91
34	231	1	252.3	89.28
35	359	1	260.76	49.75
36	179	1	260.69	1.48
37	0	0	199.83	385.65
38	0	0	201.79	342.35
39	327	1	196.32	291.82
40	0	0	184.70	243.20
41	0	0	186.83	193.75
42	0	0	191.8	144.45
43	123	1	203.78	95.1
44	183	1	217.53	50.46
45	257	1	216.25	4.91
46	274	1	151.97	389.71
47	385	1	146.17	346.52
48	258	1	145.5	297.38
49	409	1	138.8	252.54
50	447	1	132.71	197.80
51	286	1	143.8	152.10
52	0	0	137.41	104.12
53	0	0	96.51	388.69
54	151	1	95.14	351.2
55	428	1	100.56	295.95
56	406	1	93.99	253.20
57	457	1	88.22	203.89
58	378	1	85.44	156.31
59	146	1	90.61	112.51
60	337	1	107.58	22.58
61	410	1	46.7	386.8
62	463	1	59.20	344.75
63	422	1	48.65	299.20
64	390	1	49.36	251.22
65	158	1	45.80	204.83
66	0	0	51.64	164.50
67	351	1	43.15	112.66
68	72	1	11.74	379.51
69	391	1	3.2	336.88
70	79	1	12.85	293.71
71	246	1	6.85	243.43
72	233	1	3.25	202.15
73	343	1	0.55	158.50
74	82	1	7.76	118.34
75	289	1	15.43	29.43

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
3	4	242	1	17
11	12	34	1	16
29	30	296	1	22
33	42	429	1	22
37	38	220	1	18
47	48	591	1	20
49	50	190	1	22
66	67	300	1	24

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	2	86	1	19
2	3	295	1	22
3	12	251	1	20
4	5	121	1	19
5	6	374	1	20
6	7	207	1	20
6	15	323	1	20
7	8	321	1	18
7	16	62	1	18
8	9	164	1	20
10	19	290	1	22
11	10	78	1	18
11	20	124	1	22
13	12	128	1	20
13	14	346	1	19
14	13	196	1	19
15	6	294	1	20
