Name:			BHW3.dat
#Vehicles:		7
Capacity:		35
Depot:			1
#Nodes:			13
#Edges:			8
#Arcs:			30
#Required-N:	5
#Required-E:	8
#Required-A:	7
#Nb-Turns:		170

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	22.33	90.56
2	0	0	22.18	71.40
3	11	1	8.63	110.95
4	0	0	43.7	123.87
5	0	0	84.49	120.68
6	0	0	45.73	88.89
7	5	1	0.55	45.98
8	11	1	39.70	18.42
9	0	0	106.84	0.55
10	0	0	91.29	112.40
11	5	1	131.69	67.58
12	0	0	88.97	41.83
13	4	1	129.12	20.35

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	3	12	1	7
2	6	8	1	8
3	6	3	1	11
8	9	1	1	18
4	11	16	1	30
5	10	11	1	3
11	13	1	1	12
12	13	14	1	14

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	5	1	1	19
2	3	13	1	16
4	10	8	1	26
6	10	14	1	13
8	12	5	1	21
9	13	9	1	8
11	12	15	1	19
5	1	0	0	19
3	2	0	0	16
10	4	0	0	26
10	6	0	0	13
12	8	0	0	21
13	9	0	0	8
12	11	0	0	19
1	2	0	0	5
1	4	0	0	10
2	7	0	0	9
2	8	0	0	14
4	5	0	0	11
6	12	0	0	17
7	9	0	0	30
10	11	0	0	15
2	1	0	0	5
4	1	0	0	10
7	2	0	0	9
8	2	0	0	14
5	4	0	0	11
12	6	0	0	17
9	7	0	0	30
11	10	0	0	15

----------TURNS----------
INDEX-I	INDEX-J INDEX-K	COST TYPE
1	2	1	15	U
1	2	3	0	R
1	2	6	9	L
1	2	7	0	R
1	2	8	3	F
1	3	1	15	U
1	3	2	9	L
1	3	6	3	F
1	4	1	15	U
1	4	5	3	F
1	4	10	0	R
1	4	11	0	R
1	5	1	15	U
1	5	4	9	L
1	5	10	3	F
2	1	2	0	O
2	1	3	0	O
2	1	4	0	O
2	1	5	0	O
2	3	1	0	R
2	3	2	15	U
2	3	6	3	F
2	6	2	15	U
2	6	3	9	L
2	6	10	3	F
2	6	12	0	R
2	7	2	15	U
2	7	9	3	F
2	8	2	15	U
2	8	9	3	F
2	8	12	9	L
3	1	2	0	O
3	1	3	0	O
3	1	4	0	O
3	1	5	0	O
3	2	1	9	L
3	2	3	15	U
3	2	6	9	L
3	2	7	0	R
3	2	8	3	F
3	6	2	0	R
3	6	3	15	U
3	6	10	9	L
3	6	12	3	F
4	1	2	0	O
4	1	3	0	O
4	1	4	0	O
4	1	5	0	O
4	5	1	0	R
4	5	4	15	U
4	5	10	3	F
4	10	4	15	U
4	10	5	9	L
4	10	6	0	R
4	10	11	3	F
4	11	4	15	U
4	11	10	9	L
4	11	12	0	R
4	11	13	3	F
5	1	2	0	O
5	1	3	0	O
5	1	4	0	O
5	1	5	0	O
5	4	1	3	F
5	4	5	15	U
5	4	10	9	L
5	4	11	9	L
5	10	4	0	R
5	10	5	15	U
5	10	6	0	R
5	10	11	3	F
6	2	1	0	R
6	2	3	0	R
6	2	6	15	U
6	2	7	3	F
6	2	8	9	L
6	3	1	9	L
6	3	2	3	F
6	3	6	15	U
6	10	4	9	L
6	10	5	9	L
6	10	6	15	U
6	10	11	3	F
6	12	6	15	U
6	12	8	0	R
6	12	11	9	L
6	12	13	3	F
7	2	1	9	L
7	2	3	9	L
7	2	6	3	F
7	2	7	15	U
7	2	8	0	R
7	9	7	15	U
7	9	8	0	R
7	9	13	3	F
8	2	1	0	R
8	2	3	3	F
8	2	6	0	R
8	2	7	9	L
8	2	8	15	U
8	9	7	9	L
8	9	8	15	U
8	9	13	3	F
8	12	6	9	L
8	12	8	15	U
8	12	11	3	F
8	12	13	0	R
9	7	2	3	F
9	7	9	15	U
9	8	2	3	F
9	8	9	15	U
9	8	12	0	R
9	13	9	15	U
9	13	11	3	F
9	13	12	9	L
10	4	1	3	F
10	4	5	0	R
10	4	10	15	U
10	4	11	9	L
10	5	1	9	L
10	5	4	3	F
10	5	10	15	U
10	6	2	3	F
10	6	3	0	R
10	6	10	15	U
10	6	12	9	L
10	11	4	0	R
10	11	10	15	U
10	11	12	0	R
10	11	13	3	F
11	4	1	3	F
11	4	5	0	R
11	4	10	0	R
11	4	11	15	U
11	10	4	9	L
11	10	5	3	F
11	10	6	9	L
11	10	11	15	U
11	12	6	0	R
11	12	8	3	F
11	12	11	15	U
11	12	13	9	L
11	13	9	3	F
11	13	11	15	U
11	13	12	0	R
12	6	2	9	L
12	6	3	3	F
12	6	10	0	R
12	6	12	15	U
12	8	2	3	F
12	8	9	9	L
12	8	12	15	U
12	11	4	9	L
12	11	10	3	F
12	11	12	15	U
12	11	13	0	R
12	13	9	3	F
12	13	11	9	L
12	13	12	15	U
13	9	7	0	R
13	9	8	3	F
13	9	13	15	U
13	11	4	9	L
13	11	10	3	F
13	11	12	9	L
13	11	13	15	U
13	12	6	3	F
13	12	8	9	L
13	12	11	0	R
13	12	13	15	U
