Name:			p09
#Vehicles:		17
Capacity:		580
Depot:			1
#Nodes:			120
#Edges:			80
#Arcs:			260
#Required-N:	0
#Required-E:	80
#Required-A:	260
#Nb-Turns:		1635

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	87.86	51.43
2	0	0	139.64	93.89
3	0	0	46.65	99.6
4	0	0	22.15	129.2
5	0	0	80.42	167.97
6	0	0	50.39	125.66
7	0	0	93.64	38.75
8	0	0	65.87	142.1
9	0	0	50.88	171.32
10	0	0	136.94	29.91
11	0	0	165.1	114.64
12	0	0	147.73	166.12
13	0	0	88.50	123.43
14	0	0	160.72	92.87
15	0	0	111.68	26.2
16	0	0	73.6	136.43
17	0	0	85.30	27.40
18	0	0	35.88	92.84
19	0	0	76.94	88.78
20	0	0	74.9	41.85
21	0	0	86.33	178.43
22	0	0	43.27	84.19
23	0	0	56.64	63.4
24	0	0	68.20	81.27
25	0	0	78.39	104.71
26	0	0	0.55	48.31
27	0	0	121.90	153.17
28	0	0	131.61	43.79
29	0	0	39.1	46.92
30	0	0	91.41	81.4
31	0	0	84.16	35.36
32	0	0	146.57	41.68
33	0	0	25.34	72.44
34	0	0	118.50	83.3
35	0	0	206.16	101.63
36	0	0	119.44	44.91
37	0	0	93.59	72.60
38	0	0	142.23	121.72
39	0	0	131.85	61.27
40	0	0	84.1	130.92
41	0	0	99.20	103.70
42	0	0	119.5	179.74
43	0	0	131.50	125.24
44	0	0	101.46	130.34
45	0	0	60.82	99.36
46	0	0	104.73	22.77
47	0	0	133.97	140.61
48	0	0	109.40	61.71
49	0	0	54.65	111.90
50	0	0	84.99	69.29
51	0	0	173.24	198.93
52	0	0	106.93	98.81
53	0	0	138.72	79.34
54	0	0	116.64	187.43
55	0	0	96.66	0.55
56	0	0	149.29	75.60
57	0	0	1.60	96.92
58	0	0	95.14	58.74
59	0	0	29.14	144.30
60	0	0	131.33	166.7
61	0	0	120.60	124.72
62	0	0	16.95	80.97
63	0	0	46.12	54.93
64	0	0	181.67	148.92
65	0	0	55.0	42.44
66	0	0	179.81	53.59
67	0	0	129.29	77.29
68	0	0	118.52	141.93
69	0	0	144.87	59.36
70	0	0	126.46	93.28
71	0	0	102.59	114.31
72	0	0	94.6	149.35
73	0	0	26.84	45.65
74	0	0	35.35	79.4
75	0	0	114.26	132.80
76	0	0	116.68	96.47
77	0	0	151.87	84.51
78	0	0	124.14	120.28
79	0	0	69.76	22.81
80	0	0	93.19	136.10
81	0	0	67.72	98.95
82	0	0	102.87	143.96
83	0	0	59.65	85.79
84	0	0	133.48	49.67
85	0	0	163.89	150.22
86	0	0	103.2	154.70
87	0	0	116.85	63.53
88	0	0	36.9	162.95
89	0	0	65.92	121.96
90	0	0	44.93	145.46
91	0	0	131.66	144.85
92	0	0	172.34	169.76
93	0	0	97.59	163.62
94	0	0	168.31	89.25
95	0	0	163.70	130.32
96	0	0	111.26	46.0
97	0	0	76.94	55.16
98	0	0	50.66	72.10
99	0	0	138.27	118.82
100	0	0	155.83	46.2
101	0	0	54.31	28.23
102	0	0	77.42	74.60
103	0	0	29.13	51.81
104	0	0	65.79	155.38
105	0	0	120.69	112.96
106	0	0	104.59	112.92
107	0	0	87.92	11.14
108	0	0	71.90	115.21
109	0	0	154.96	58.92
110	0	0	23.25	72.49
111	0	0	79.38	151.78
112	0	0	102.13	85.81
113	0	0	90.6	115.82
114	0	0	24.7	142.12
115	0	0	116.25	71.10
116	0	0	62.69	87.87
117	0	0	32.89	127.18
118	0	0	89.85	98.61
119	0	0	106.75	50.57
120	0	0	169.16	39.83

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
50	34	13	1	37
76	112	34	1	21
48	53	23	1	38
37	108	35	1	80
91	22	41	1	75
25	4	31	1	86
99	38	29	1	51
33	89	6	1	70
73	70	13	1	98
103	83	15	1	57
59	89	11	1	47
69	28	15	1	25
84	94	21	1	99
113	56	48	1	63
113	25	32	1	51
63	30	5	1	44
40	70	19	1	45
90	116	34	1	61
10	109	32	1	49
60	38	46	1	56
118	108	14	1	26
98	118	37	1	49
100	11	12	1	68
2	47	39	1	45
1	119	43	1	23
47	117	16	1	100
34	67	22	1	13
61	9	38	1	73
71	2	40	1	58
97	29	37	1	48
76	50	10	1	52
7	99	42	1	82
58	23	14	1	58
45	103	29	1	55
15	97	27	1	51
51	92	50	1	47
98	62	9	1	107
78	44	45	1	25
8	5	45	1	53
97	118	11	1	35
30	11	9	1	80
54	68	5	1	49
