Name:			CBMix21.dat
#Vehicles:		39
Capacity:		1616
Depot:			1
#Nodes:			60
#Edges:			68
#Arcs:			70
#Required-N:	55
#Required-E:	68
#Required-A:	57
#Nb-Turns:		747

----------NODES----------
INDEX	QTY	IS-REQUIRED	X	Y
1	0	0	0.55	328.58
2	485	1	9.26	277.38
3	348	1	10.63	219.96
4	185	1	12.1	163.94
5	156	1	11.75	107.76
6	242	1	11.73	56.87
7	0	0	18.84	3.11
8	217	1	29.22	334.79
9	182	1	36.39	286.97
10	90	1	51.69	330.39
11	277	1	59.82	278.98
12	245	1	66.53	224.84
13	315	1	62.34	169.77
14	454	1	59.46	109.20
15	469	1	63.13	50.70
16	452	1	65.22	0.83
17	298	1	108.1	326.96
18	223	1	122.97	276.53
19	404	1	123.13	217.96
20	379	1	124.20	159.94
21	407	1	118.52	131.55
22	323	1	116.72	102.3
23	0	0	115.86	52.19
24	480	1	129.30	0.55
25	0	0	149.75	130.46
26	376	1	166.42	328.68
27	94	1	177.62	281.2
28	129	1	183.66	225.59
29	179	1	174.33	167.36
30	0	0	171.91	135.92
31	210	1	173.42	112.94
32	340	1	179.14	56.82
33	105	1	175.67	4.87
34	123	1	194.38	335.22
35	239	1	212.70	289.51
36	318	1	227.96	336.17
37	323	1	237.11	283.34
38	389	1	236.90	228.12
39	401	1	237.22	170.73
40	135	1	235.87	114.16
41	300	1	234.86	56.88
42	437	1	234.29	5.18
43	187	1	261.6	286.14
44	140	1	270.22	236.86
45	337	1	285.82	340.96
46	445	1	293.98	287.45
47	466	1	295.59	231.21
48	302	1	295.93	173.7
49	438	1	291.99	119.72
50	245	1	291.32	59.69
51	160	1	284.49	8.40
52	250	1	315.91	344.86
53	67	1	322.37	295.81
54	82	1	340.1	345.93
55	94	1	340.31	283.46
56	301	1	346.23	232.60
57	483	1	346.54	177.68
58	85	1	344.95	118.84
59	408	1	340.19	66.25
60	221	1	338.77	14.74

----------EDGES----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
1	2	396	1	38
1	8	555	1	21
2	9	496	1	20
3	4	471	1	38
4	5	390	1	38
4	13	388	1	37
5	6	415	1	36
6	7	592	1	41
6	15	292	1	39
8	9	593	1	37
9	11	59	1	17
10	11	480	1	36
11	18	129	1	41
12	13	385	1	36
13	14	294	1	39
13	19	438	1	56
13	20	407	1	44
14	15	578	1	40
14	22	377	1	39
15	16	322	1	37
17	26	579	1	39
18	26	236	1	47
19	20	661	1	37
19	28	384	1	38
20	21	418	1	19
20	29	401	1	33
21	22	539	1	20
22	23	430	1	35
23	32	471	1	42
25	31	603	1	22
26	34	672	1	19
27	28	323	1	37
28	29	603	1	37
28	37	417	1	52
28	38	411	1	34
31	40	491	1	40
32	41	612	1	37
33	42	398	1	40
34	35	626	1	37
35	37	631	1	17
36	37	561	1	36
36	45	93	1	38
37	43	400	1	16
38	44	354	1	23
39	40	84	1	37
40	41	138	1	39
40	49	282	1	38
41	42	735	1	38
43	44	223	1	36
44	47	345	1	18
45	46	395	1	37
45	52	263	1	21
46	47	614	1	36
46	53	416	1	20
47	48	279	1	37
47	56	335	1	38
48	49	409	1	35
48	57	324	1	37
49	50	611	1	41
50	51	536	1	38
50	59	428	1	36
52	53	404	1	36
52	54	331	1	17
53	55	145	1	15
54	55	526	1	45
56	57	468	1	36
57	58	365	1	39
59	60	261	1	39

-----------ARCS----------
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST
2	3	355	1	40
3	2	126	1	40
3	12	136	1	40
5	14	346	1	35
7	16	108	1	35
8	10	393	1	16
10	17	315	1	39
12	3	323	1	40
12	19	62	1	37
14	5	372	1	35
15	23	102	1	37
